Id	Entry	Left	Right	LeftStoich	RightStoich	Name
1635067	R03782	1000094	265874	1.0	1.0	Isopiperitenone delta8-delta4-isomerase
1635070	R01122	591490 949908	370779 949800	1.0 1.0	1.0 1.0	delta2-isopentenyl-diphosphate:tRNA isopentenyltransferase
1635074	R02454	1184609 443358	506915 1184647 867391	1.0 1.0	1.0 1.0 1.0	D-Mannonate:NAD+ 5-oxidoreductase
1635078	R03785	786137 58310	1086446 1179994	1.0 1.0	1.0 1.0	ATP:taurocyamine N-phosphotransferase
1635082	R01123	926767	591490	1.0	1.0	Isopentenyl-diphosphate delta3-delta2-isomerase
1635086	R02453	135955 423946	28158 1055497	1.0 1.0	1.0 1.0	Benzoyl-CoA:anthranilate N-benzoyltransferase
1635090	R03784	290818 1095174 393694	908255 1086826 503927	1.0 1.0 1.0	1.0 1.0 1.0	Pregnenolone,hydrogen-donor:oxygen oxidoreductase (21-hydroxylating)
1635095	R02434	1184647 1008916 867391	1184609 936941 503927	1.0 1.0 1.0	1.0 1.0 1.0	
1635098	R03765	49140	912705	1.0	1.0	
1635100	R01103	503927 393490	753119 507141	1.0 1.0	1.0 1.0	Raffinose galactohydrolase
1635102	R02433	907802 1008916	936999 1008981	1.0 1.0	1.0 1.0	L-cysteate:2-oxoglutarate aminotransferase
1635113	R03764	1407489 1184639	1185159 867391 43485	1.0 1.0	1.0 1.0 1.0	23,24-dihydrocucurbitacin:NADP+ delta23-oxidoreductase
1635115	R01104	850976 503927	861519 507141	1.0 1.0	1.0 1.0	Galactosylglycerol galactohydrolase
1635118	R02436	503927 392517	594640 370847	1.0 1.0	1.0 1.0	Quercitrin 3-L-rhamnohydrolase
1635123	R03767	1093121 854363	28158 1180187	1.0 1.0	1.0 1.0	Acetyl-CoA:gentamicin-C N3-acetyltransferase
1635127	R01105	503927 850896	507141 850896	1.0 1.0	1.0 1.0	Galactan galactohydrolase
1635132	R03766	507990 58310	507994 1086446	1.0 1.0	1.0 1.0	ATP:D-hamamelose 2'-phosphotransferase
1635136	R01106	503927 1084476 841142	841405 867391 1191062	1.0 1.0 2.0	2.0 2.0 1.0	nitrite:(acceptor) oxidoreductase
1635147	R02438	594640	1009362	1.0	1.0	
1635149	R03769	850487 872234	849822 1344321	1.0 1.0	1.0 1.0	GDP-mannose:heteroglycan 3-alpha-D-mannosyltransferase
1635152	R02437	594640	1009403	1.0	1.0	L-Rhamnose ketol-isomerase
1635156	R03768	850487 872234	849822 833942	1.0 1.0	1.0 1.0	GDP-mannose:heteroglycan 2-alpha-D-mannosyltransferase
1635158	R01108	861220 1008711	635051 1201071	2.0 1.0	1.0 1.0	glutathione:dehydroascorbate oxidoreductase
1635161	R01109	478189 861220	1201071 479442	1.0 2.0	1.0 2.0	Glutathione:cystine oxidoreductase
1635163	R02439	1009389 58310	1009382 1086446	1.0 1.0	1.0 1.0	ATP:L-ribulose 5-phosphotransferase
1635168	R03770	58310 879721	1086446 987104	1.0 1.0	1.0 1.0	ATP:hygromycin-B 7''-O-phosphotransferase
1635172	R02441	1184609 1004656	867391 1184647 1009389	1.0 1.0	1.0 1.0 1.0	L-Arabitol:NAD+ 2-oxidoreductase (L-ribulose-forming)
1635175	R03772	503927 1009364	1009396	1.0 1.0	1.0	L-rhamno-1,4-lactone lactonohydrolase
1635180	R01110	861220 1407491	1201071 877217	2.0 1.0	1.0 2.0	glutathione:homocystine oxidoreductase
1635183	R03771	259681 527261	953131 957173	1.0 1.0	1.0 1.0	L-lysyl-tRNA(Lys):phosphatidylglycerol 3-O-lysyltransferase
1635188	R01111	1201071 28158	861220 28395	1.0 1.0	1.0 1.0	coenzyme A:glutathione-disulfide oxidoreductase
1635192	R03774	1009396	503927 897844	1.0	1.0 1.0	L-Rhamnonate hydro-lyase
1635197	R02442	1185159 1185687 867391 1095174	503927 603821 1184639	1.0 1.0 1.0 1.0	1.0 1.0 1.0	naringenin,NADPH:oxygen oxidoreductase (3'-hydroxylating)
1635203	R10809	595035 503927	510373	1.0 1.0	2.0	alpha-1,6-mannobiose alpha-D-mannohydrolase
1635208	R09818	839011 1095174 1185159 867391	1184639 836252 1302031 503927	1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0	1-hydroxy-2-naphthoate,NADPH:oxygen oxidoreductase (2-hydroxylating, decarboxylating)
1635213	R09819	1403233 393681 1095174	912422 503927 620905	1.0 1.0 1.0	1.0 1.0 1.0	3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione,FMNH2:oxygen oxidoreductase
1635221	R09814	1185159 1279777 1095174 867391	1184639 503927 1403213	2.0 1.0 2.0 2.0	2.0 3.0 1.0	pentalenene,NADPH:oxygen 13-oxidoreductase
1635226	R09815	1185159 927869 1095174 867391	1403225 503927 1184639	1.0 1.0 1.0 1.0	1.0 1.0 1.0	beta-amyrin,NADPH:oxygen 11-oxidoreductase (hydroxylating)
1635230	R09816	867391 1185159 1403225 1095174	1184639 503927 1403229	1.0 1.0 1.0 1.0	1.0 2.0 1.0	11alpha-hydroxy-beta-amyrin,NADPH:oxygen 11-oxidoreductase
1635233	R09817	1185159 927869 867391 1095174	1184639 503927 1403229	2.0 1.0 2.0 2.0	2.0 3.0 1.0	beta-amyrin,NADPH:oxygen oxidoreductase
1635237	R09821	53549 1403249	1403253 424054	2.0 1.0	1.0 2.0	S-adenosyl-L-methionine:dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N,N-dimethyltransferase
1635241	R09822	867679 53549	869338 424054	1.0 1.0	1.0 1.0	S-adenosyl-L-methionine:mycinamicin VI 2''-O-methyltransferase
1635245	R10800	584135 1184609	1315021 867391 1184647	1.0 1.0	1.0 1.0 1.0	dihydrochelirubine:NAD+ oxidoreductase
1635248	R09823	869338 53549	1399247 424054	1.0 1.0	1.0 1.0	S-adenosyl-L-methionine:mycinamicin III 3''-O-methyltransferase
1635252	R09824	907802 1403249	1008981 1403336	1.0 1.0	1.0 1.0	dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose:2-oxoglutarate aminotransferase
1635257	R09820	1403244 1184639 503927	1403238 867391 1185159	1.0 1.0 1.0	1.0 1.0 1.0	3-oxo-5,6-dehydrosuberyl-CoA semialdehyde:NADP+ oxidoreductase
1635262	R10807	448714 446462	467444 1407785	1.0 1.0	1.0 1.0	UDP-alpha-D-glucose:diglucosyldiacylglycerol 6-glucosyltransferase
1635266	R10808	393694 945451 53549	1086826 518746 1009347 1184965 953695	1.0 1.0 1.0	1.0 1.0 1.0 1.0 1.0	dTDP-4-amino-4,6-dideoxy-D-glucose ammonia-lyase
1635272	R10806	1339636 53549	424054 1407781	1.0 1.0	1.0 1.0	S-adenosyl-L-methionine:[protein]-L-glutamine (N5-glutamine)-methyltransferase
1635277	R10803	877913 35057 503927	393690 753535	1.0 3.0 3.0	3.0 1.0	hydrogen sulfide:coenzyme F420 oxidoreductase
1635282	R10801	1184639 584135	1185159 1315021 867391	1.0 1.0	1.0 1.0 1.0	dihydrochelirubine:NADP+ oxidoreductase
1635284	R10802	1086826 954385	1083294 393694	1.0 1.0	1.0 1.0	5,6,7,8-tetrahydromethanopterin:acceptor 5,6-oxidoreductase
1635287	R09807	1403186 1095174	1403190 867421	1.0 1.0	1.0 1.0	prosolanapyrone-II:oxygen 3'-oxidoreductase
1635290	R09808	1190937 1403196	1191098 1191078	1.0 1.0	1.0 1.0	
1635293	R09809	1190937 1184965	503927 1191098	1.0 1.0	1.0 1.0	
1635294	R09803	370847 818339	392517 467444	1.0 1.0	1.0 1.0	UDP-L-rhamnose:quercetin 3-O-rhamnosyltransferase
1635300	R09804	392517 448714	1402466 467444	1.0 1.0	1.0 1.0	UDP-glucose:quercitrin 7-O-glucosyltransferase
1635304	R09805	522707 1184609 503927	867391 1184647 1004747	1.0 1.0 1.0	1.0 1.0 1.0	L-Aspartate-4-semialdehyde:NAD+ oxidoreductase
1635309	R09806	1184639 1403175	1403181 1185159 867391	1.0 1.0	1.0 1.0 1.0	raucaffrinoline:NADP+ oxidoreductase
1635312	R01094	1184609 507141	867391 506665 1184647	1.0 1.0	1.0 1.0 1.0	D-galactose:NAD+ 1-oxidoreductase
1635316	R09810	1095174 931371	1403202	1.0 1.0	1.0	alpha-linolenate:oxygen (9R)-oxidoreductase
1635320	R01095	1185159 867391 507141	850713 1184639	1.0 1.0 1.0	1.0 1.0	galactitol:NADP+ 1-oxidoreductase
1635324	R09811	994641 1095174	1403205	1.0 1.0	1.0	linoleate:oxygen (10R)-oxidoreductase
1635330	R01096	1184639 507141	1185159 506671 867391	1.0 1.0	1.0 1.0 1.0	D-galactose:NADP+ 1-oxidoreductase
1635335	R09812	1185159 867391 1279777 1095174	1184639 1403209 503927	1.0 1.0 1.0 1.0	1.0 1.0 1.0	pentalenene,NADPH:oxygen 13-oxidoreductase (hydroxylating)
1635339	R01097	1184639 507141	1185159 867391 506665	1.0 1.0	1.0 1.0 1.0	D-Galactose:NADP+ 1-oxidoreductase
1635340	R09813	1185159 1403209 867391 1095174	1184639 1403213 503927	1.0 1.0 1.0 1.0	1.0 1.0 2.0	pentalen-13-ol,NADPH:oxygen 13-oxidoreductase
1635343	R01098	1095174 503927 507141	76538 867421	1.0 1.0 1.0	1.0 1.0	D-Galactose:oxygen 6-oxidoreductase
1635348	R01099	1095174 507141	506658 867421	1.0 1.0	1.0 1.0	D-Galactose:oxygen 6-oxidoreductase
1635350	R01090	907802 1009294	948898 1008981	1.0 1.0	1.0 1.0	L-Leucine:2-oxoglutarate aminotransferase
1636353	R08532	1093121 29731	28158 1298643	1.0 1.0	1.0 1.0	Acetyl-CoA:monoterpenol O-acetyltransferase
1636356	R09863	867391 1185159 1095174 1404443	1404446 503927 1184639	1.0 1.0 1.0 1.0	1.0 2.0 1.0	9beta-pimara-7,15-dien-19-ol,NADPH:oxygen 19-oxidoreductase
1636359	R07203	867391 940287 1185159 1095174	425233 503927 1184639	1.0 1.0 1.0 1.0	1.0 1.0 1.0	lithocholate,NADPH:oxygen oxidoreductase (6beta-hydroxylating)
1636363	R08533	448714 711573	467444 840356	1.0 1.0	1.0 1.0	UDPglucose:sinapate 4-O-beta-D-glucosyltransferase
1636367	R09864	867391 1095174 1185159 1404446	1184639 503927 1404449	1.0 1.0 1.0 1.0	1.0 1.0 1.0	9beta-pimara-7,15-dien-19-al,NADPH:oxygen 19-oxidoreductase
1636370	R09860	1184647 1404428 867391 1095174	885614 1184609 503927	1.0 1.0 1.0 1.0	1.0 1.0 1.0	androsta-1,4-diene-3,17-dione,NADH:oxygen oxidoreductase (9alpha-hydroxylating)
1636376	R08516	845340	940469 1086766	1.0	1.0 1.0	17alpha-Hydroxypregnenolone acetaldehyde-lyase
1636379	R09847	346564	1401970	1.0	1.0	
1636381	R08517	1095174 845340 393694	503927 940469 63417 1086826	1.0 1.0 1.0	1.0 1.0 1.0 1.0	17alpha-hydroxypregnenolone,hydrogen-donor:oxygen oxidoreductase (side-chain-cleaving, acetate-formig)
1636385	R09848	908031	908027	1.0	1.0	farnesal reductase
1636388	R08518	845499 1095174 393694	1086826 503927 1117365 63417	1.0 1.0 1.0	1.0 1.0 1.0 1.0	17alpha-hydroxyprogesterone,hydrogen-donor:oxygen oxidoreductase (side-chain-cleaving, acetate-formig)
1636392	R09849	908027 1302021	1404268 1301727	1.0 1.0	1.0 1.0	CTP:2-trans,6-trans-farnesol O-phosphotransferase
1636397	R08519	1013732	1178894	1.0	1.0	
1636398	R08523	1179103 867421	503927 1177684 1178872	2.0 1.0	2.0 1.0 1.0	
1636403	R09854	907612 1404377	1404384 28158	1.0 1.0	1.0 1.0	
1636408	R08524	1179131	812483	1.0	1.0	
1636409	R09855	1404384	1404392	1.0	1.0	
1636412	R08525	1177684	1143690	1.0	1.0	
1636413	R09856	1404392 53549	424054 1010278	1.0 1.0	1.0 1.0	S-adenosyl-L-methionine:N-demethylansamitocin-P-3 N-methyltransferase
1636418	R09857	448714 1404392	467444 1404401	1.0 1.0	1.0 1.0	UDP-glucose:N-demethylansamitocin-P-3 beta-D-glucosyltransferase
1636423	R09850	1302021 1404268	959102 1301727	1.0 1.0	1.0 1.0	CTP:farnesyl-phosphate phosphotransferase
1636427	R08520	883129 1178894	867515 1179074	1.0 1.0	1.0 1.0	
1636431	R09851	182841	1404363	1.0	1.0	
1636435	R08521	883129 1179074	867515 1179103	1.0 1.0	1.0 1.0	
1636438	R09852	1404363	1404370	1.0	1.0	
1636441	R08522	867421 1179074 1179103	1178872 1179131 503927	1.0 1.0 1.0	1.0 1.0 2.0	
1636445	R09853	631453 1404370	1404377 1199435	1.0 1.0	1.0 1.0	carbamoyl-phosphate:20-O-methyl-19-chloroproansamitocin carbamoyltransferase
1636449	R07219	1184639 591490 503927	1185159 867391 838986	1.0 1.0 1.0	1.0 1.0 1.0	dimethyallyl diphosphate:NADP+ oxidoreductase
1636454	R07218	393694 910 1095174	1086826 503927 604641	1.0 1.0 1.0	1.0 1.0 1.0	cholesterol,hydrogen-donor:oxygen oxidoreductase (25-hydroxylating)
1636459	R08549	28158 907802 1184609	867391 753073 1302031 1184647	1.0 1.0 1.0	1.0 1.0 1.0 1.0	2-Oxoglutarate dehydrogenase complex
1636468	R07224	1095174 1000141	503927 1126214	1.0 1.0	1.0 1.0	2',4,4',6'-tetrahydroxychalcone:oxygen oxidoreductase
1636472	R09887	959102	370779 1404503	1.0	1.0 1.0	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, alpha-guaiene-forming)
1636475	R07223	503927 1086826 947603	948467 393694	1.0 1.0 1.0	1.0 1.0	4-cresol:acceptor oxidoreductase (methyl-hydroxylating)
1636479	R08557	962 1184609	1184647 184543 867391	1.0 1.0	1.0 1.0 1.0	
1636482	R09888	959102	1404508 370779	1.0	1.0 1.0	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (viridiflorene-forming)
1636485	R07222	392791 503927 251413	877835 1065031	2.0 1.0 1.0	2.0 1.0	phenylacetyl-CoA:quinone oxidoreductase
1636490	R08558	962 1184639	1185159 184543 867391	1.0 1.0	1.0 1.0 1.0	
1636491	R09889	959102	1403403 370779	1.0	1.0 1.0	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (+)-beta-caryophyllene-forming]
1636494	R07221	1083099 503927 1095174	1054468 867421	1.0 1.0 1.0	1.0 1.0	6-hydroxynicotinate:O2 oxidoreductase
1636498	R08559	1149978 1344814	1332538 685279	1.0 1.0	1.0 1.0	protein-N(pi)-phosphohistidine:N-acetylmuramate 6-phosphotransferase
1636506	R07228	1093139 815123 503927 1201299	1199435 801144 184534	1.0 1.0 1.0 1.0	1.0 1.0 1.0	acetyl-phosphate trimethylamine:thioredoxin disulfide oxidoreductase(N,N,N-trimethylglycine-forming)
1636513	R09883	503927 924148	1404944 889587	1.0 1.0	1.0 1.0	4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase ( (2Z,4Z)-2-hydroxyhexa-2,4-dienoate-forming)
1636519	R07227	503927 1201299 1093139 1050608	801144 1199435 697974	1.0 1.0 1.0 1.0	1.0 1.0 1.0	acetyl-phosphate methylamine:thioredoxin disulfide oxidoreductase(N-methylglycine-forming)
1636524	R08553	1086606 753535 621156	621160 58304	1.0 1.0 1.0	1.0 1.0	AMP,sulfite:acceptor oxidoreductase (adenosine-5'-phosphosulfate-forming)
1636531	R09884	1086826 1117365	1404428 393694	1.0 1.0	1.0 1.0	androstenedione:acceptor Delta1-oxidoreductase
1636535	R07226	1093139 503927 1184965 1201299	861530 801144 1199435	1.0 1.0 1.0 1.0	1.0 1.0 1.0	acetyl-phosphate ammonia:thioredoxin disulfide oxidoreductase(glycine-forming)
1636540	R09885	885614	1403233	1.0	1.0	
1636542	R07225	927620 1095174	503927 1126214	2.0 1.0	2.0 2.0	2',3,4,4',6'-pentahydroxychalcone:oxygen oxidoreductase
1636545	R08555	822583 1146530	685279 503927	1.0 1.0	1.0 1.0	(R)-lactate hydro-lyase (adding N-acetyl-D-glucosamine 6-phosphate; N-acetylmuramate 6-phosphate-forming)
1636552	R09886	959102	1404488 370779	1.0	1.0 1.0	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (7-epi-alpha-selinene-forming)
1636556	R09880	503927 1297807	58310 1086446	1.0 1.0	1.0 1.0	P1,P5-bis(5'-adenosyl)pentaphosphate nucleotidohydrolase (ATP-forming)
1636561	R08550	1184609 1181157	867391 1184647 1172094	1.0 1.0	1.0 1.0 1.0	protein N6-(dihydrolipoyl)lysine:NAD+ oxidoreductase
1636564	R09881	1404670 503927	1404703 1086606	1.0 1.0	1.0 1.0	P1,P6-bis(5'-adenosyl)hexaphosphate nucleotidohydrolase (AMP-forming)
1636568	R08551	1341490 1185159 867391	1184639 1341029	1.0 1.0 1.0	1.0 1.0	cytochrome P-450 reductase
1636570	R09882	503927 1297807	58307 1086606	1.0 1.0	1.0 1.0	P1,P5-bis(5'-adenosyl)pentaphosphate nucleotidohydrolase (AMP-forming)
1636574	R07220	621156 503927 937664	937861 621160	1.0 1.0 1.0	1.0 1.0	deoxycholate:FAD oxidoreductase (7alpha-dehydroxylating)
1636578	R07209	1185159 604641 867391 1095174	633424 503927 1184639	1.0 1.0 1.0 1.0	1.0 1.0 1.0	cholest-5-ene-3beta,25-diol,NADPH:oxygen oxidoreductase(7alpha-hydroxylating)
1636583	R07208	1185159 867391 1095174 928115	503927 631603 1184639	1.0 1.0 1.0 1.0	1.0 1.0 1.0	24-Hydroxycholesterol,NADPH:oxygen oxidoreductase(7alpha-hydroxylating)
1636588	R07207	1095174 910 867391 1185159	503927 928115 1184639	1.0 1.0 1.0 1.0	1.0 1.0 1.0	cholesterol,NADPH:oxygen oxidoreductase (24-hydroxylating)
1636593	R08538	1075312 53549	424054 663998	1.0 1.0	1.0 1.0	S-Adenosyl-L-methionine:5-hydroxyfuranocoumarin O-methyltransferase
1636597	R08539	1185159 841138	841278 1184639	1.0 2.0	2.0 1.0	NADPH:ferricytochrome-b5 oxidoreductase
1636599	R07213	1013349 1095174 787709	1075000 1041925	1.0 1.0 1.0	1.0 1.0	L-tryptophan,tetrahydrobiopterin:oxygen oxidoreductase(5-hydroxylating)
1636605	R08545	959102	370779 855398	1.0	1.0 1.0	(2E,6E)-Farnesyl-diphosphate diphosphate-lyase (germacrene-B-forming)
1636609	R09876	503927 1404472	1184965 819141	1.0 1.0	1.0 1.0	8-oxoguanine aminohydrolase
1636614	R07212	787709 1095174 1013354	912417 1041925	1.0 1.0 1.0	1.0 1.0	L-tyrosine,tetrahydrobiopterin:oxygen oxidoreductase(3-hydroxylating)
1636618	R08546	959102	370779 939185	1.0	1.0 1.0	(2E,6E)-Farnesyl-diphosphate diphosphate-lyase (beta-selinene-forming)
1636621	R09877	1404602 503927	1199435 1403376	1.0 1.0	1.0 1.0	8-oxo-dGDP phosphohydrolase
1636625	R07211	787709 1009380 1095174	1041925 1013354	1.0 1.0 1.0	1.0 1.0	L-phenylalanine,tetrahydrobiopterin:oxygen oxidoreductase(4-hydroxylating)
1636629	R08547	53549 1013349	424054 1044538	1.0 1.0	1.0 1.0	S-Adenosyl-L-methionine:L-tryptophan 2-C-methyltransferase
1636633	R07210	1095174 393681 94581	503927 1102603 753535 620905	1.0 1.0 1.0	1.0 1.0 1.0 1.0	alkanesulfonate, reduced-FMN:oxygen oxidoreductase
1636640	R08548	503927 506384	506640 1199435	1.0 1.0	1.0 1.0	
1636643	R09879	503927 1404670	58310	1.0 1.0	2.0	P1,P6-bis(5'-adenosyl)hexaphosphate nucleotidohydrolase (ATP-forming)
1636647	R07217	1185159 1095174 787393 867391	503927 830288 1184639	1.0 1.0 1.0 1.0	2.0 1.0 1.0	n-tetradecanoyl-CoA,NADPH:O2 oxidoreductase [11-(Z) desaturating]
1636650	R08541	959102	370779 927941	1.0	1.0 1.0	(2E,6E)-Farnesyl-diphosphate diphosphate-lyase (caryophyllene-forming)
1636655	R09872	912369 53549	369669 424054	1.0 2.0	1.0 2.0	S-adenosyl-L-methionine:trans-resveratrol 3,5-O-dimethyltransferase
1636660	R07216	1095174 867391 787393 1185159	503927 819306 1184639	1.0 1.0 1.0 1.0	2.0 1.0 1.0	n-tetradecanoyl-CoA,NADPH:O2 oxidoreductase [11-(E) desaturating]
1636663	R08542	959102	370779 1029723	1.0	1.0 1.0	(2E,6E)-Farnesyl-diphosphate diphosphate-lyase (longifolene-forming)
1636667	R09873	1403249 1093121	28158 1404476	1.0 1.0	1.0 1.0	acetyl-CoA:dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase
1636671	R07215	981565 1095174 867391 1185159	503927 903 1184639	1.0 1.0 1.0 1.0	2.0 1.0 1.0	5alpha-cholest-7-en-3beta-ol, NADPH:oxygen 5-oxidoreductase
1636675	R08543	959102 503927	1087458 168609 370779	1.0 2.0	1.0 1.0 1.0	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (adding water;acetone-geosmin-forming)
1636683	R09874	503927 855372	370779 1404485	1.0 1.0	1.0 1.0	geranylgeranyl-diphosphate diphosphohydrolase [(13E)-labda-7,13-dien-15-ol-forming]
1636689	R07214	838365 1095174 635051	503927 44243 604527 1302031 1008711	1.0 1.0 1.0	2.0 1.0 1.0 1.0 1.0	1-aminocyclopropane-1-carboxylate oxygenase (ethylene-forming)
1636695	R08544	507141 1184609	867391 1184647 506671	1.0 1.0	1.0 1.0 1.0	D-galactose:NAD+ 1-oxidoreductase
1636696	R09875	503927 1023448	1023411 1008981	1.0 1.0	1.0 1.0	leukotriene-C4 hydrolase
1636702	R09870	53549 912369	1404468 424054	1.0 1.0	1.0 1.0	S-adenosyl-L-methionine:trans-resveratrol 3-O-methyltransferase
1636706	R08540	959102	1067120 370779	1.0	1.0 1.0	(2E,6E)-Farnesyl-diphosphate diphosphate-lyase (gamma-humulene-forming)
1636710	R09871	1404468 53549	369669 424054	1.0 1.0	1.0 1.0	S-adenosyl-L-methionine:3-Methoxy-4',5-dihydroxy-trans-stilbene 5-O-methyltransferase
1636713	R04929	703498 58310	1093994 370779	1.0 1.0	1.0 1.0	ATP:selenate adenylyltransferase
1636722	R04927	841142 704218 1086606	841405 1093994	2.0 1.0 1.0	2.0 1.0	AMP,sulfite:(acceptor) oxidoreductase
1636726	R04928	1093994 58310	1086446 912302	1.0 1.0	1.0 1.0	ATP:adenylylsulfate 3'-phosphotransferase
1636731	R04921	1301812 510138	648270 1314491	1.0 1.0	1.0 1.0	
1636736	R04922	1302040 525971	648270 525992	1.0 1.0	1.0 1.0	CMP-N-trimethyl-2-aminoethylphosphonate:1,2-diacylglycerol cholinephosphotransferase
1636743	R04920	1301812 525971	648270 525984	1.0 1.0	1.0 1.0	CMP-2-aminoethylphosphonate:1,2-diacylglycerol ethanolaminephosphotransferase
1636748	R04925	1180030	1175005	1.0	1.0	
1636750	R04923	525984	525992	1.0	1.0	
1636752	R04924	1349186	838972	1.0	1.0	
1636753	R04918	1349085 1302031	1349101	1.0 1.0	1.0	
1636756	R04919	925913 1184639	933776 867391 1185159	1.0 1.0	1.0 1.0 1.0	3-hydroxypropionyl-CoA:NADP+ oxidoreductase
1636760	R04916	1184609 1349085 503927	867391 1349093 1184647	1.0 1.0 1.0	1.0 1.0 1.0	
1636764	R04917	1349085 503927 1184639	1349093 1185159 867391	1.0 1.0 1.0	1.0 1.0 1.0	
1636765	R07190	29080	1302031 503927 830456	1.0	1.0 1.0 1.0	
1637120	R08482	815740	871204	1.0	1.0	
1637122	R08483	815740	1303872	1.0	1.0	
1637124	R08484	815740	871174	1.0	1.0	
1637126	R08485	871174	871208	1.0	1.0	
1637128	R07154	1086826 370697	393694 926620	1.0 1.0	1.0 1.0	pyridoxine:(acceptor) 5-oxidoreductase
1637131	R07153	1086826 903668	898120 393694	1.0 1.0	1.0 1.0	2-dehydro-D-gluconate:acceptor 2-oxidoreductase
1637134	R07152	1095174 915362	867421 852349	1.0 1.0	1.0 1.0	xylitol:oxygen oxidoreductase
1637137	R08480	369534	369575	1.0	1.0	
1637139	R07151	1095174 1004486	907917 867421	1.0 1.0	1.0 1.0	L-2-hydroxyphytanate:oxygen 2-oxidoreductase
1637142	R08481	815740	260278	1.0	1.0	
1637144	R04907	1095174 925686	1184965 867421 941493	1.0 1.0	1.0 1.0 1.0	3-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing)
1637147	R04908	1075127 1095174 503927	867421 941406 1184965 503927	1.0 1.0 1.0	1.0 1.0 1.0 1.0	5-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing)
1637150	R04905	975267 53549	424054 1075259	1.0 1.0	1.0 1.0	S-Adenosyl-L-methionine:N-acetylserotonin O-methyltransferase
1637154	R04906	975267	1075167	1.0	1.0	
1637157	R04909	1302031 1075127	2307	1.0 1.0	1.0	5-Hydroxykynurenamine decarboxy-lyase
1637160	R04900	392469 818339	423676 467444	1.0 1.0	1.0 1.0	UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase
1637163	R04903	1184609 503927 1075092	867391 975267 1184647	1.0 1.0 1.0	1.0 1.0 1.0	5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase
1637170	R04904	1075092 1095174 503927	975267 867421	1.0 1.0 1.0	1.0 1.0	5-hydroxyindoleacetaldehyde:oxygen oxidoreductase
1637173	R04901	919202 1184639	867391 1185159 603821	1.0 1.0	1.0 1.0 1.0	(2S)-flavan-4-ol:NADP+ 4-oxidoreductase;            cis-3,4-leucopelargonidin:NADP+ 4-oxidoreductase
1637178	R04902	1185159 867391 603821 1095174	503927 1184639 1279364	1.0 1.0 1.0 1.0	1.0 1.0 1.0	eriodictyol,NADPH:oxygen oxidoreductase
1637182	R07188	169138 867391 1184647 1095174	1184609 834849	1.0 1.0 1.0 1.0	1.0 1.0	benzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating)
1637186	R07183	1095174 891088	63417 1050784	1.0 1.0	1.0 1.0	acetylacetone:oxygen oxidoreductase
1637191	R07182	1086826 877596	393694	1.0 1.0	1.0	hydrogen:(acceptor) oxidoreductase
1637193	R07181	877596 1184639	1185159 867391	1.0 1.0	1.0 1.0	hydrogen:NADP+ oxidoreductase
1637195	R07180	1178834 1194748	503927 1102605 1194727	2.0 1.0	1.0 1.0 1.0	thiol-containing-reductant:hydroperoxide oxidoreductase
1637200	R07187	907802 963047 1095174	1302031 753040 860099	1.0 1.0 1.0	1.0 1.0 1.0	2'-deoxymugineic acid,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)
1637204	R07186	907802 1095174 1081711	952432 1302031 753040	1.0 1.0 1.0	1.0 1.0 1.0	mugineic acid,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)
1637208	R07185	907802 1095174 963047	1081711 753040 1302031	1.0 1.0 1.0	1.0 1.0 1.0	2'-deoxymugineic acid,2-oxoglutarate:oxygen oxidoreductase(2-hydroxylating)
1637212	R07184	1095174 907802 1178553	855245 1302031 753040	1.0 1.0 1.0	1.0 1.0 1.0	(gibberellin-44),2-oxoglutarate:oxygen oxidoreductase
1637216	R07179	635051 1118889	1008711 913904 503927	1.0 1.0	1.0 1.0 1.0	antheraxanthin:ascorbate oxidoreductase
1637220	R07178	635051 825096	1008711 503927 1118889	1.0 1.0	1.0 1.0 1.0	violaxanthin:ascorbate oxidoreductase
1637223	R07177	714383 424860	800511 424834	2.0 1.0	1.0 1.0	thiosulfate:6-decylubiquinone oxidoreductase
1637229	R07172	867391 1095174 1185159	1184639 867421	1.0 1.0 1.0	1.0 1.0	NADPH:oxygen oxidoreductase
1637231	R07171	867391 1095174 1184647	867421 1184609	1.0 1.0 1.0	1.0 1.0	NADH:oxygen oxidoreductase
