Id	Entry	Left	Right	LeftStoich	RightStoich	Type	LB	UB	Name	pathway	References	Reversible
1808694	R_HDCEAt@MODELID_222668	1807187	1807185	1.0	1.0	TRANSLOCATION	0.0	999999.0	hexadecenoate (n-C16:1) transport in via uniport			
1808693	R_ACGKm@MODELID_222668	1807853 1807222	1807527 1808216	1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	acetylglutamate kinase, mitochondrial	Arginine and Proline Metabolism	1619770 1687546 1649024 1623315 1736708	
1808692	R_ABUTDm@MODELID_222668	1807201 1807950 1807784	1808218 1807616 1808172	1.0 1.0 1.0	2.0 1.0 1.0	REACTION	0.0	999999.0	Aminobutyraldehyde dehydrogenase, mitochondrial	Other Sugars Metabolism (Glycogen, Trehalose, Xylose, Sorbitol...)	1620444 1724403 1677714 1651621 1619575	
1808683	R_ATPATF1@MODELID_222668	1807557 1807214 1808246	1807295 1808321	1.0 1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	ATP adenylyltransferase	Purine and Pirimidine Biosynthesis	1673864 1647630 1717281 1621781	
1808682	R_ATPATF2@MODELID_222668	1807557 1807932 1808246	1807418 1807295	1.0 1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	ATP adenylyltransferase	Purine and Pirimidine Biosynthesis	1621791	
1808681	R_ASNTRSm@MODELID_222668	1807864 1807310 1807222	1807816 1807601 1807676	1.0 1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	asparaginyl-tRNA synthetase, miotchondrial	Asparagine Metabolism	1702347 1712926 1628992 1638117 1626279	
1808680	R_KYN3OX@MODELID_222668	1808027 1807967 1808246 1808140	1807856 1807237 1807898	1.0 1.0 1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	kynurenine 3-monooxygenase	Tyrosine, Tryptophan and Phenylalanine Metabolism	1671241 1653628 1717373 1676321 1628082	
1808687	R_MCITLm@MODELID_222668	1807265	1808289 1807642	1.0	1.0 1.0	REACTION	0.0	999999.0	methyisocitrate lyase, mitochondrial	Anaplerotic Reactions	1620435 1692455	
1808686	R_MTHFR3@MODELID_222668	1808032 1807967 1808246	1807725 1807898	1.0 1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	_5,10-methylenetetrahydrofolatereductase (NADPH)	Folate Metabolism	1651898 1627179 1619072 1683559	
1808685	R_EX_ttdca_LPAREN_e_RPAREN_@MODELID_222668	1807758	1807753	1.0	1.0	DRAIN	0.0	999999.0	tetradecanoate (n-C14:0) exchange			
1808684	R_D_LACDm@MODELID_222668	1808143 1808253	1808289 1808227	1.0 2.0	1.0 2.0	REACTION	0.0	999999.0	D-lactate dehydrogenase, mitochondrial	Other Sugars Metabolism (Glycogen, Trehalose, Xylose, Sorbitol...)	1718618 1620585 1670600 1736510 1647516 1670590 1630528 1647520 1685141 1633429	
1808675	R_DANNt2@MODELID_222668	1807741 1808250	1807739 1808246	1.0 1.0	1.0 1.0	TRANSLOCATION	-999999.0	999999.0	_7,8-Diaminononanoate reversible transport via proton symport			
1808674	R_UREASE@MODELID_222668	1807730 1807736 1807214	1807390 1807557 1807295 1808246	1.0 1.0 1.0	1.0 1.0 1.0 1.0	REACTION	-999999.0	999999.0	urea carboxylase	Nitrogen Metabolism	1668481 1677253 1620470	
1808673	R_TRE6PP@MODELID_222668	1807408 1807237	1807894 1807295	1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	trehalose-phosphatase	Other Sugars Metabolism (Glycogen, Trehalose, Xylose, Sorbitol...)	1647755 1714524 1648610 1711942 1626437	
1808672	R_3C4MOPtm@MODELID_222668	1808263	1808272	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	_3-Carboxy-4-methyl-2-oxopentanoate transport, diffusion, mitochondrial			
1808679	R_DAGCPT_SC@MODELID_222668	1807506 1807980	1808255 1807239 1808246	1.0 0.01	0.01 1.0 1.0	REACTION	0.0	999999.0	diacylglycerol cholinephosphotransferase, yeast-specific	Phospholipid Biosynthesis	1623903	
1808678	R_AASAD2@MODELID_222668	1808161 1807214 1808246 1807269	1807550 1807781 1807817 1807627	1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0	REACTION	0.0	999999.0	L-aminoadipate-semialdehyde dehydrogenase (NADH)	Glycine, Serine, Lysine and Threonine Metabolism	1626379 1690589	
1808677	R_AASAD1@MODELID_222668	1807214 1807967 1808246 1807269	1807550 1807817 1807898 1807627	1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0	REACTION	0.0	999999.0	L-aminoadipate-semialdehyde dehydrogenase (NADPH)	Glycine, Serine, Lysine and Threonine Metabolism	1690603 1626380	
1808676	R_ETOHtm@MODELID_222668	1807770	1807790	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	ethanol transport to mitochondria (diffusion)			
1808731	R_DHPPDA@MODELID_222668	1807237 1807461 1808246	1807822 1807968	1.0 1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	diaminohydroxyphosphoribosylaminopyrimidine deaminase	Riboflavin Metabolism	1643082 1744655 1629471 1619236 1675716	
1808730	R_FA160COAabcp@MODELID_222668	1807199 1807763 1807186	1807737 1808214 1807533 1807303	1.0 1.0 1.0	1.0 1.0 1.0 1.0	TRANSLOCATION	0.0	999999.0	fatty acyl-CoA peroxisomal transport via ABC system			
1808729	R_GLYGS@MODELID_222668	1808191 1807237	1807377 1808246 1807857	1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	glycogen (starch) synthase	Other Sugars Metabolism (Glycogen, Trehalose, Xylose, Sorbitol...)	1629535	
1808728	R_DHAK@MODELID_222668	1807214 1807732	1808318 1807557 1808246	1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	dihydroxyacetone kinase	Glycerolipid Metabolism	1633912 1637452 1715004 1686945	
1808735	R_GSNK@MODELID_222668	1807317 1807214	1807557 1808075 1808246	1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	guanosine kinase	Nucleotide Salvage Metabolism	1735246 1628943 1620962 1651941 1683591	
1808734	R_GDPt3g@MODELID_222668	1808195 1808246	1808252 1808185	1.0 1.0	1.0 1.0	TRANSLOCATION	-999999.0	999999.0	GDP Golgi transport via proton anitport			
1808733	R_DPMVD@MODELID_222668	1808260 1807214	1807557 1807295 1807240 1807659	1.0 1.0	1.0 1.0 1.0 1.0	REACTION	0.0	999999.0	diphosphomevalonate decarboxylase	Sterol Metabolism	1720939 1635051 1624623 1684897 1620113	
1808732	R_FAS100@MODELID_222668	1807218 1808202 1807967 1808246	1808043 1807240 1807237 1807300 1807898	1.0 1.0 2.0 3.0	1.0 1.0 1.0 1.0 2.0	REACTION	0.0	999999.0	fatty acid synthase (n-C10:0)	Fatty Acid Biosynthesis	1623355 1692976	
1808723	R_G5SD@MODELID_222668	1807967 1808246 1808157	1807295 1808224 1807898	1.0 1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	glutamate-5-semialdehyde dehydrogenase	Arginine and Proline Metabolism	1624973 1620768 1662080 1717220 1708005	
1808722	R_ALATRS@MODELID_222668	1807850 1808239 1807214	1808270 1807817 1807627	1.0 1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	Alanyl-tRNA synthetase	Alanine and Aspartate Metabolism	1666889 1720184 1694124 1633857	
1808721	R_ID3ACALDtm@MODELID_222668	1807754	1807750	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	indole-3-acetaldehyde mitochondrial transport via diffusion			
1808720	R_DAGPYP_SC@MODELID_222668	1807237 1807384	1807980 1807295	1.0 0.01	0.01 1.0	REACTION	0.0	999999.0	diacylglycerol pyrophosphate phosphatase, yeast-specific	Phospholipid Biosynthesis	1619385	
1808727	R_LEUt2r@MODELID_222668	1808206 1808250	1808204 1808246	1.0 1.0	1.0 1.0	TRANSLOCATION	-999999.0	999999.0	L-leucine reversible transport via proton symport			
1808726	R_ECOAH6p@MODELID_222668	1808335	1807697 1807186	1.0	1.0 1.0	REACTION	-999999.0	999999.0	_3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA), peroxisomal	Fatty Acid Degradation	1720667 1631404 1643516 1624654 1703408	
1808725	R_PStg_SC@MODELID_222668	1807733	1807579	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	phosphatidylserine Golgi transport, yeast-specific			
1808724	R_UGLT@MODELID_222668	1808191 1808249	1807584 1807501	1.0 1.0	1.0 1.0	REACTION	-999999.0	999999.0	UDPglucose--hexose-1-phosphate uridylyltransferase	Galactose Metabolism	1665465 1686255 1632208 1714292	
1808715	R_AKP1@MODELID_222668	1807237 1807630	1807895 1807295 1808246	3.0 1.0	1.0 3.0 2.0	REACTION	0.0	999999.0	alkaline phosphatase (Dihydroneopterin)	Folate Metabolism	1662576 1630322 1704209	
1808714	R_UDPG4E@MODELID_222668	1808191	1807584	1.0	1.0	REACTION	-999999.0	999999.0	UDPglucose 4-epimerase	Galactose Metabolism	1645346 1681845 1745622 1622487	
1808713	R_LYSt2m@MODELID_222668	1808246 1807581	1808218 1807588	1.0 1.0	1.0 1.0	TRANSLOCATION	-999999.0	999999.0	Lysine mitochondrial transport via proton symport			
1808712	R_LYSt2r@MODELID_222668	1807593 1808250	1808246 1807581	1.0 1.0	1.0 1.0	TRANSLOCATION	-999999.0	999999.0	L-lysine reversible transport via proton symport			
1808719	R_HACD5p@MODELID_222668	1808164 1808142 1808214	1807777 1807427	1.0 1.0 1.0	1.0 1.0	REACTION	-999999.0	999999.0	_3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA), peroxisomal	Fatty Acid Degradation	1643500 1628561 1627204 1703399 1627190	
1808718	R_DHPSm@MODELID_222668	1807321 1807889	1807201 1808225	1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	dihydropteroate synthase, mitochondrial	Folate Metabolism	1667099 1619359 1708689 1629555 1720996	
1808717	R_EX_hxan_LPAREN_e_RPAREN_@MODELID_222668	1807578	1807576	1.0	1.0	DRAIN	0.0	999999.0	Hypoxanthine exchange			
1808716	R_POLYAO2@MODELID_222668	1808027 1807237 1807590	1807540 1807847 1808080	1.0 1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	poylamine oxidase	Tyrosine, Tryptophan and Phenylalanine Metabolism	1625370 1739484 1670177	
1808707	R_MMETt2@MODELID_222668	1807663 1808250	1807665 1808246	1.0 1.0	1.0 1.0	TRANSLOCATION	0.0	999999.0	S-methylmethionine permease			
1808706	R_SPHPL@MODELID_222668	1807970	1807233 1807316	1.0	1.0 1.0	REACTION	0.0	999999.0	sphinganine phosphate lyase	Sphingolipid Metabolism	1621528 1678587 1623268 1634566 1736116	
1808705	R_HCO3E@MODELID_222668	1807240 1807237	1807730 1808246	1.0 1.0	1.0 1.0	REACTION	-999999.0	999999.0	HCO3 equilibration reaction	Others	1746266 1633069 1633070 1734659 1653875 1620082 1671154 1647698	
1808704	R_ORNDC@MODELID_222668	1808246 1807223	1808346 1807240	1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	Ornithine Decarboxylase	Arginine and Proline Metabolism	1653726 1679266 1630596 1714837	
1808711	R_FAS181ACPm@MODELID_222668	1808218 1808048 1808124 1808302 1807983	1807201 1807433 1807907 1807997 1807247	4.0 3.0 1.0 1.0 1.0	3.0 1.0 3.0 1.0 1.0	REACTION	0.0	999999.0	fatty-acyl-ACP synthase (n-C18:1ACP), mitochondrial	Fatty Acid Biosynthesis	1624261	
1808710	R_ECOAH5p@MODELID_222668	1807427	1808248 1807186	1.0	1.0 1.0	REACTION	-999999.0	999999.0	_3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA), peroxisomal	Fatty Acid Degradation	1624656 1679792 1631505 1655446	
1808709	R_TMPKr@MODELID_222668	1808349 1807214	1807625 1807557	1.0 1.0	1.0 1.0	REACTION	-999999.0	999999.0	thiamine-phosphate kinase	Thiamine Metabolism	1720761 1625520 1678336 1655364 1628615	
1808708	R_NABTNO@MODELID_222668	1807237 1807781 1807330	1808161 1808246 1808199	1.0 1.0 1.0	1.0 2.0 1.0	REACTION	0.0	999999.0	N4-Acetylaminobutanal:NAD+ oxidoreductase	Other Sugars Metabolism (Glycogen, Trehalose, Xylose, Sorbitol...)	1722298 1629465 1631532 1709906 1646498	
1808763	R_PTD1INOtn_SC@MODELID_222668	1807640	1807661	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	phosphatidyl-1D-myo-insoitol nuclear transport, yeast-specific			
1808762	R_CBASPtn@MODELID_222668	1807370	1807368	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	N-carbomoyl-L-aspartate transport, diffusion			
1808761	R_FAS120@MODELID_222668	1808043 1808202 1807967 1808246	1807374 1807240 1807237 1807300 1807898	1.0 1.0 2.0 3.0	1.0 1.0 1.0 1.0 2.0	REACTION	0.0	999999.0	fatty acid synthase (n-C12:0)	Fatty Acid Biosynthesis	1624808 1693099	
1808760	R_HPROa@MODELID_222668	1808161 1808246 1807962	1807555 1807781	1.0 2.0 1.0	1.0 1.0	REACTION	0.0	999999.0	L-hydroxyproline reductase (NAD)	Arginine and Proline Metabolism	1662670 1633487 1631215 1707143 1631255	
1808767	R_NAt3_1@MODELID_222668	1807706 1808250	1807703 1808246	1.0 1.0	1.0 1.0	TRANSLOCATION	-999999.0	999999.0	sodium proton antiporter (H:NA is 1:1)			
1808766	R_EX_akg_LPAREN_e_RPAREN_@MODELID_222668	1808266	1808261	1.0	1.0	DRAIN	0.0	999999.0	_2-Oxoglutarate exchange			
1808765	R_HACD8p@MODELID_222668	1807644 1808142 1808214	1807777 1807877	1.0 1.0 1.0	1.0 1.0	REACTION	-999999.0	999999.0	_3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal	Fatty Acid Degradation	1627028	
1808764	R_PYDXNK@MODELID_222668	1807214 1807727	1807557 1807548 1808246	1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	pyridoxine kinase	Pyridoxine Metabolism	1673752 1742809 1655589 1624868	
1808755	R_PYDXNO@MODELID_222668	1808027 1807727	1807847 1808223	1.0 1.0	1.0 1.0	REACTION	-999999.0	999999.0	pyridoxine oxidase	Pyridoxine Metabolism	1624874 1714361 1659006 1674609	
1808754	R_HPPKm@MODELID_222668	1807889 1807222	1808317 1808218 1807601	1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	_2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase, mitochondrial	Folate Metabolism	1640715 1629499 1630620 1674140 1719533 1629439	
1808753	R_ALLTNr@MODELID_222668	1807237 1807492	1807704 1808246	1.0 1.0	1.0 1.0	REACTION	-999999.0	999999.0	allantoinase, reversible reaction	Histidine Metabolism	1634792 1633833 1679006 1628500 1717879	
1808752	R_SHSL4r@MODELID_222668	1807700 1807237	1807639 1807968 1807651 1808246	1.0 1.0	1.0 1.0 1.0 1.0	REACTION	-999999.0	999999.0	O-succinylhomoserine lyase (elimination), reversible	Methionine and Cysteine Metabolism	1663832 1717326 1628300 1686927	
1808759	R_THFGLUS@MODELID_222668	1807610 1807873 1807214	1807855 1807557 1807295 1808246	1.0 1.0 1.0	1.0 1.0 1.0 1.0	REACTION	-999999.0	999999.0	Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)	Folate Metabolism	1665757 1627681 1688274	
1808758	R_ALLTNti@MODELID_222668	1807494	1807492	1.0	1.0	TRANSLOCATION	0.0	999999.0	allantoin irreversible uniport			
1808757	R_PDHcm@MODELID_222668	1807409 1807784	1807541 1808218 1808172	1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	pyruvate dehydrogenase (dihydrolipoamide dehydrogenase)	Glycolysis and Gluconeogenesis	1674250 1625228 1659999 1628158 1646274 1714609 1625221 1622038	
1808756	R_ECOAH4p@MODELID_222668	1807793	1808275 1807186	1.0	1.0 1.0	REACTION	-999999.0	999999.0	_3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA), peroxisomal	Fatty Acid Degradation	1703448 1631469 1737266 1643395 1624658	
1808747	R_FACOAL160p@MODELID_222668	1807312 1807199 1807715	1807609 1807806 1807737	1.0 1.0 1.0	1.0 1.0 1.0	REACTION	-999999.0	999999.0	fatty-acid--CoA ligase (hexadecanoate), peroxisomal	Fatty Acid Biosynthesis	1683343 1651502 1623455 1623504 1741812 1623494	
1808746	R_HACD7p@MODELID_222668	1808142 1808215 1808214	1807777 1807508	1.0 1.0 1.0	1.0 1.0	REACTION	-999999.0	999999.0	_3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA), peroxisomal	Fatty Acid Degradation	1643497 1720699 1703531 1628555 1627026 1627013	
1808745	R_C24STRer@MODELID_222668	1808046 1808207 1807551	1807208 1807867	1.0 1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	C-s24 sterol reductase, endoplamic reticular	Sterol Metabolism	1668779 1672309 1745095 1633479	
1808744	R_CDPDGPm_SC@MODELID_222668	1807466 1808079	1808218 1808104 1807246	0.01 1.0	1.0 0.01 1.0	REACTION	-999999.0	999999.0	CDP-diacylglycerol--serine O-phosphatidyltransferae, yeast-specific, mitochondrial	Phospholipid Biosynthesis	1623309	
1808751	R_THRTRSm@MODELID_222668	1807963 1808002 1807222	1807816 1807601 1808013	1.0 1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	threonyl-tRNA synthetase, mitochondrial	Glycine, Serine, Lysine and Threonine Metabolism	1621643 1630220 1638061 1700785 1747495	
1808750	R_HPROb@MODELID_222668	1807967 1808246 1807962	1807555 1807898	1.0 2.0 1.0	1.0 1.0	REACTION	0.0	999999.0	L-hydroxyproline reductase (NADP)	Arginine and Proline Metabolism	1707196 1631217 1662675 1633252	
1808749	R_SADT@MODELID_222668	1807402 1807214 1808246	1807817 1807571	1.0 1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	sulfate adenylyltransferase	Methionine and Cysteine Metabolism	1655850 1681342 1632129 1720197	
1808748	R_DPCOAKm@MODELID_222668	1807662 1807222	1808218 1807527 1807307	1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	dephospho-CoA kinase, mitochondrial	Pantothenate and CoA Biosynthesis	1671132 1627933 1630542 1723521 1647668	
1808739	R_PGAMT@MODELID_222668	1807866	1807634	1.0	1.0	REACTION	-999999.0	999999.0	phosphoglucosamine mutase	Glutamate, Glutamine and Glutathione Metabolism	1643609 1670463 1625252 1746167	
1808738	R_FACOAL161p@MODELID_222668	1807312 1807514 1807199	1807609 1807806 1807828	1.0 1.0 1.0	1.0 1.0 1.0	REACTION	-999999.0	999999.0	fatty-acid--CoA ligase (hexadecenoate), peroxisomal	Fatty Acid Biosynthesis	1623337 1623451	
1808737	R_GLUTRSm@MODELID_222668	1808256 1807597 1807222	1807816 1808241 1807601	1.0 1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	glutamyl-tRNA synthetase, mitochondrial	Glutamate, Glutamine and Glutathione Metabolism	1704763 1621982 1739117 1669350 1622183	
1808736	R_THRA@MODELID_222668	1808018 1807309	1808039	1.0 1.0	1.0	REACTION	0.0	999999.0	Threonine aldolase	Glycine, Serine, Lysine and Threonine Metabolism	1628939 1677018 1620958 1668369 1717027 1628948	
1808743	R_GLYC3Ptm@MODELID_222668	1808088	1808079	1.0	1.0	TRANSLOCATION	0.0	999999.0	glycerol-3-phosphate shuttle			
1808742	R_34HPPOR@MODELID_222668	1808027 1807699	1807240 1808091	1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	_4-Hydroxyphenylpyruvate:oxygen oxidoreductase	Tyrosine, Tryptophan and Phenylalanine Metabolism	1676761 1651068 1715457 1625254	
1808741	R_FA140ACPH@MODELID_222668	1807237 1808291	1807998 1807755 1808246	1.0 1.0	1.0 1.0 1.0	REACTION	-999999.0	999999.0	fatty-acyl-ACP hydrolase	Fatty Acid Biosynthesis	1661866 1625660 1743774 1631823 1689412	
1808740	R_EX_met_L_LPAREN_e_RPAREN_@MODELID_222668	1807986	1807993	1.0	1.0	DRAIN	0.0	999999.0	L-Methionine exchange			
1808795	R_AKGt2r@MODELID_222668	1808250 1808266	1808259 1808246	1.0 1.0	1.0 1.0	TRANSLOCATION	-999999.0	999999.0	_2-oxoglutarate reversible transport via symport			
1808794	R_QULNtm@MODELID_222668	1808154	1808198	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	Quinolinate reversible mitochondrial transport			
1808793	R_PRPPtm@MODELID_222668	1808192	1808197	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	PRPP reversible transport, mitochondrial			
1808792	R_HYPOE@MODELID_222668	1807237 1808268	1807295 1807678	1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	hypothetical enyme	Pyridoxine Metabolism	1634624 1676704 1718934 1619847	
1808799	R_EX_succ_LPAREN_e_RPAREN_@MODELID_222668	1807638	1807628	1.0	1.0	DRAIN	0.0	999999.0	Succinate exchange			
1808798	R_FTHFLm@MODELID_222668	1807397 1807868 1807222	1807285 1807527 1807301	1.0 1.0 1.0	1.0 1.0 1.0	REACTION	-999999.0	999999.0	formate-tetrahydrofolate ligase, mitochondrial	Folate Metabolism	1632137 1688107 1619163 1665760 1619171	
1808797	R_AKGt2n@MODELID_222668	1808259 1808246	1808277 1808217	1.0 1.0	1.0 1.0	TRANSLOCATION	-999999.0	999999.0	_2-oxoglutarate nuclear transport via proton symport			
1808796	R_RIBt2@MODELID_222668	1808163 1808250	1808166 1808246	1.0 1.0	1.0 1.0	TRANSLOCATION	0.0	999999.0	ribose transport in via proton symporter			
1808787	R_UMPKn@MODELID_222668	1807564 1807228	1807525 1807367	1.0 1.0	1.0 1.0	REACTION	-999999.0	999999.0	UMP kinase, nuclear	Nucleotide Salvage Metabolism	1671080 1633625 1622859 1732078 1619181 1619183 1647382	
1808786	R_GLYCt@MODELID_222668	1807388	1807392	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	glycerol transport via channel			
1808785	R_DASYNm_SC@MODELID_222668	1808194 1808218 1807386	1807816 1807466	1.0 1.0 0.01	1.0 0.01	REACTION	-999999.0	999999.0	CDP-Diacylglycerol synthetase, yeast-specific, mitochondrial	Phospholipid Biosynthesis	1625765 1623078	
1808784	R_THMPe@MODELID_222668	1807232 1808357	1807280 1808113	1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	thiamin phosphatase, extracellular	Thiamine Metabolism	1643146 1738238 1620863 1682034 1625267	
1808791	R_CHRPL@MODELID_222668	1807811	1808064 1808212	1.0	1.0 1.0	REACTION	0.0	999999.0	Chorismate pyruvate lyase	Quinone Biosynthesis	1626121 1737171 1649106 1683525	
1808790	R_UREA2t2@MODELID_222668	1807745 1808250	1807736 1808246	1.0 2.0	1.0 2.0	TRANSLOCATION	-999999.0	999999.0	urea reversible transport via proton symport (2 H+)			
1808789	R_FAO182p_odd_FSLASH_odd@MODELID_222668	1807777 1807312 1807992 1807186 1807845	1807842 1808142 1808214 1807456	8.0 8.0 6.0 8.0 1.0	6.0 8.0 8.0 9.0	REACTION	0.0	999999.0	Fatty acid oxidation	Fatty Acid Degradation	1621172	
1808788	R_EX_xyl_D_LPAREN_e_RPAREN_@MODELID_222668	1807513	1807516	1.0	1.0	DRAIN	0.0	999999.0	D-Xylose exchange		1732802	
1808779	R_DINSt2@MODELID_222668	1808250 1808173	1808175 1808246	1.0 1.0	1.0 1.0	TRANSLOCATION	0.0	999999.0	deoxyinosine transport in via proton symport			
1808778	R_DOLPt2er@MODELID_222668	1807617 1808246	1807604 1808207	1.0 1.0	1.0 1.0	TRANSLOCATION	-999999.0	999999.0	dolichol phosphate endoplasmic reticular transport via proton symport			
1808777	R_C3STDH1@MODELID_222668	1807781 1807345	1807240 1808161 1808246 1807686	1.0 1.0	1.0 1.0 1.0 1.0	REACTION	0.0	999999.0	C-3 sterol dehydrogenase (4-methylzymosterol)	Sterol Metabolism	1630443 1622188	
1808776	R_DICtm@MODELID_222668	1807905 1807642	1807639 1807917	1.0 1.0	1.0 1.0	TRANSLOCATION	-999999.0	999999.0	dicarboxylate transport, mitochondrial			
1808783	R_ACP1e@MODELID_222668	1807232 1807385	1807348 1807280	1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	acid phosphatase, extracellular (secreted)	Riboflavin Metabolism	1733288 1680701 1656019 1626194 1627223	
1808782	R_EHGLATp@MODELID_222668	1807918 1808233	1807322 1807613	1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase, peroxisomal	Arginine and Proline Metabolism	1631305 1623996 1631309 1714147 1706881 1662885 1646484	
1808781	R_ARAB_Lt@MODELID_222668	1807996	1807991	1.0	1.0	TRANSLOCATION	-999999.0	999999.0	L-arabinoase extracellular transport		1677821	
1808780	R_EHGLATm@MODELID_222668	1808273 1807941	1807597 1807352	1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase, mitochondrial	Arginine and Proline Metabolism	1631305 1623996 1631309 1714147 1706881 1662885 1646484	
1808771	R_IPPMIa@MODELID_222668	1807786	1807237 1808156	1.0	1.0 1.0	REACTION	-999999.0	999999.0	_3-isopropylmalate dehydratase	Valine, Leucine and Isoleucine Metabolism	1656377 1723083 1682074 1627807	
1808770	R_IPPMIb@MODELID_222668	1807237 1808156	1807253	1.0 1.0	1.0	REACTION	-999999.0	999999.0	_2-isopropylmalate hydratase	Valine, Leucine and Isoleucine Metabolism	1649163 1719267 1627809 1671573	
1808769	R_FAS182ACPm@MODELID_222668	1808218 1808048 1808124 1808302 1807983	1807201 1808066 1807907 1807997 1807247	5.0 4.0 1.0 1.0 2.0	5.0 1.0 4.0 1.0 1.0	REACTION	0.0	999999.0	fatty-acyl-ACP synthase (n-C18:2ACP), mitochondrial	Fatty Acid Biosynthesis	1629693	
1808768	R_ORNTACim@MODELID_222668	1807349 1807597	1807194 1807853	1.0 1.0	1.0 1.0	REACTION	0.0	999999.0	ornithine transacetylase, irreversible, mitochondrial	Arginine and Proline Metabolism	1638525 1624396 1624099 1746887 1680052	
1808775	R_ASADi@MODELID_222668	1807967 1808246 1808232	1807295 1807898 1808179	1.0 1.0 1.0	1.0 1.0 1.0	REACTION	0.0	999999.0	aspartate-semialdehyde dehydrogenase, irreversible	Alanine and Aspartate Metabolism	1712971 1622170 1638506 1679920 1629634	
1808774	R_PRPPS@MODELID_222668	1807214 1807973	1808192 1808246 1807627	1.0 1.0	1.0 1.0 1.0	REACTION	-999999.0	999999.0	phosphoribosylpyrophosphate synthetase	Histidine Metabolism	1623576 1714286 1687020 1635652	
1808773	R_DASYN_SC@MODELID_222668	1807384 1808186 1808246	1807473 1807817	0.01 1.0 1.0	0.01 1.0	REACTION	-999999.0	999999.0	CDP-Diacylglycerol synthetase, yeast-specific	Phospholipid Biosynthesis	1625765 1623078	
1808772	R_C3STDH2@MODELID_222668	1807722 1807781	1808167 1807240 1808161 1808246	1.0 1.0	1.0 1.0 1.0 1.0	REACTION	0.0	999999.0	C-3 sterol dehydrogenase (zymosterol)	Sterol Metabolism	1622185	
1808827	R_OCDCYAt@MODELID_222668	1807668	1807669	1.0	1.0	TRANSLOCATION	0.0	999999.0	Octadecynoate (n-C18:2) transport in via uniport			
1808826	R_ECOAH8p@MODELID_222668	1807877	1807522 1807186	1.0	1.0 1.0	REACTION	-999999.0	999999.0	_3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA), peroxisomal	Fatty Acid Degradation	1660236 1624688 1631347 1741988 1693494	
