Id	Entry	Left	Right	LeftStoich	RightStoich	Name
3702734	rxn36407	3652556 3685408 3652558	3652560 3658202 3652677	1.0 1.0 1.0	1.0 1.0 14.0	aldehyde dehydrogenase [NAD(P)+]
3702735	rxn36408	3652556 3682882 3652565	3652677 3681068 3652561	1.0 1.0 1.0	6.0 1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702736	rxn36416	3652565 3665145 3652677 3652556	3672979 3652561	1.0 1.0 6.0 1.0	1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702737	rxn36417	3652558 3652677 3652556 3665145	3672979 3652560	1.0 6.0 1.0 1.0	1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702738	rxn36414	3685410 3652556 3652565	3672979 3652561 3652677	1.0 1.0 1.0	1.0 1.0 4.0	aldehyde dehydrogenase [NAD(P)+]
3702739	rxn36415	3685410 3652556 3652558	3652677 3672979 3652560	1.0 1.0 1.0	4.0 1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702740	rxn00481	3653667 3652556	3652673 3652578	1.0 1.0	1.0 1.0	L-Tryptophanamide amidohydrolase
3702741	rxn36412	3652677 3678175 3652556 3652565	3652561 3682338	12.0 1.0 1.0 1.0	1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702742	rxn00480	3652677 3652673 3652567	3652578 3652575 3655550	1.0 1.0 1.0	1.0 1.0 1.0	L-Tryptophan:oxygen 2'-oxidoreductase (side-chain-cleaving)
3702743	rxn36413	3652677 3678175 3652558 3652556	3652560 3682338	12.0 1.0 1.0 1.0	1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702744	rxn00483	3652673 3652593	3652591 3653024	1.0 1.0	1.0 1.0	L-Tryptophan:2-oxoglutarate aminotransferase
3702745	rxn36410	3685408 3652556 3652565	3652561 3681093 3652677	1.0 1.0 1.0	1.0 1.0 12.0	aldehyde dehydrogenase [NAD(P)+]
3702746	rxn00482	3652673 3652584	3652677 3652587 3655322	1.0 1.0	1.0 1.0 1.0	S-Adenosyl-L-methionine:L-tryptophan N-methyltransferase
3702747	rxn36411	3685408 3652556 3652558	3652677 3652560 3681093	1.0 1.0 1.0	12.0 1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702748	rxn00485	3652556 3652675 3652557	3652585 3652677 3652577 3654823	1.0 1.0 1.0	1.0 2.0 1.0 1.0	L-Phenylalanine racemase (ATP-hydrolysing)
3702749	rxn00484	3652677 3652673	3652575 3653095	1.0 1.0	1.0 1.0	L-Tryptophan decarboxy-lyase
3702750	rxn00487	3652675 3652556 3652558	3652677 3652578 3652812 3652560	1.0 1.0 1.0	1.0 1.0 1.0 1.0	L-phenylalanine:NAD+ oxidoreductase (deaminating)
3702751	rxn00486	3652557 3652675	3652677 3652577 3655939	1.0 1.0	2.0 1.0 1.0	ATP:L-phenylalanine adenylyltransferase
3702752	rxn00489	3652675 3652567	3652556 3654976 3652575	1.0 1.0	1.0 1.0 1.0	L-Phenylalanine:oxygen 2-oxidoreductase (decarboxylating)
3702753	rxn00488	3652675 3652567 3652556	3652596 3652578 3652812	1.0 1.0 1.0	1.0 1.0 1.0	L-Phenylalanine:oxygen oxidoreductase (deaminating)
3702754	rxn24449	3690072 3690568	3690068 3690574 3652556	1.0 1.0	1.0 1.0 1.0	RXN-7797.v
3702756	rxn24448	3690072 3690568	3690068 3690574 3652556	1.0 1.0	1.0 1.0 1.0	RXN-7797.c
3702758	rxn24447	3690568	3690571	1.0	1.0	RXN-7796.c
3702760	rxn24446	3689474 3690568	3688471 3689400	1.0 1.0	1.0 1.0	RXN-7795.g
3702762	rxn24445	3689474 3690568	3689400 3688471	1.0 1.0	1.0 1.0	RXN-7795.c
3702764	rxn12460	3652979 3652677	3652677 3652979	1.0 1.0	1.0 1.0	transport of uridine [extraorganism-cytosol](secondary symport)
3702765	rxn24444	3690568 3691456	3652580 3652677 3689131	1.0 1.0	1.0 1.0 1.0	RXN-7793.r
3702767	rxn24443	3690568 3691456	3689131 3652580 3652677	1.0 1.0	1.0 1.0 1.0	RXN-7793.c
3702769	rxn12462	3672398 3672400 3672399	3673425	2.469E-4 2.28E-4 2.693E-4	1.0	Unbranched cardiolipin synthesis
3702770	rxn24442	3653534 3688905	3652677 3690568 3652574	1.0 1.0	1.0 1.0 1.0	RXN-7792.v
3702772	rxn12463	3672406 3672404 3672401	3673426	2.469E-4 2.576E-4 2.371E-4	1.0	Isobranched carbiolipin synthesis
3702773	rxn24441	3688905 3653534	3690568 3652677 3652574	1.0 1.0	1.0 1.0 1.0	RXN-7792.c
3702775	rxn12464	3672405 3672402	3673427	3.864E-4 3.556E-4	1.0	Anteisobranched cardiolipin synthesis
3702776	rxn24440	3652558 3652574 3652729	3652712 3652560 3652575	1.0 1.0 1.0	1.0 1.0 1.0	RXN-7790.c
3702778	rxn12465	3672129 3672127 3672125	3673428	4.462E-4 4.824E-4 5.249E-4	1.0	Unbranched phosphatidylethanolamine synthesis
3702779	rxn12466	3672305 3672307 3672304 3672302	3673429	3.771E-4 3.618E-4 3.937E-4 3.477E-4	1.0	Isobranched phosphatidylethanolamine synthesis
3702780	rxn12467	3672306 3672303	3673430	7.541E-4 6.954E-4	1.0	Anteisobranched phosphatidylethanolamine synthesis
3702781	rxn12468	3672132 3672136 3672134	3673431	5.013E-4 4.29E-4 4.623E-4	1.0	Unbranched phosphatidylglycerol synthesis
3702782	rxn12469	3672329 3672331 3672334 3672332	3673432	3.338E-4 3.759E-4 3.467E-4 3.608E-4	1.0	Isobranched phosphatidylglycerol synthesis
3702783	rxn36418	3652556 3686053 3652565 3652677	3652561 3672979	1.0 1.0 1.0 6.0	1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702784	rxn36419	3652558 3686053 3652677 3652556	3652560 3672979	1.0 1.0 6.0 1.0	1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702785	rxn36489	3684239 3652565 3652556	3660238 3652561	1.0 1.0 1.0	1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702786	rxn36487	3652565 3684239 3652556	3652677 3652561 3660242	1.0 1.0 1.0	2.0 1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702787	rxn36488	3684239 3652558 3652556	3660242 3652677 3652560	1.0 1.0 1.0	1.0 2.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702788	rxn36485	3652565 3652556 3683501 3652677	3671592 3652561	1.0 1.0 1.0 4.0	1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702789	rxn36486	3652677 3652556 3652558 3683501	3671592 3652560	4.0 1.0 1.0 1.0	1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702790	rxn36483	3652677 3683421 3652556 3652565	3652561 3685917	7.0 1.0 1.0 1.0	1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702791	rxn36484	3652556 3683421 3652677 3652558	3685917 3652560	1.0 1.0 7.0 1.0	1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702792	rxn36481	3683388 3652565 3652556	3653506 3652561	1.0 1.0 1.0	1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702793	rxn36482	3683388 3652558 3652556	3653506 3652560	1.0 1.0 1.0	1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702794	rxn36480	3662354 3652558 3652556	3654276 3652560	1.0 1.0 1.0	1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702795	rxn36498	3653628 3652565 3652556	3652561 3652677 3652937	1.0 1.0 1.0	1.0 2.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702796	rxn36499	3652565 3652556 3653628	3652837 3652677 3652561	1.0 1.0 1.0	1.0 2.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702797	rxn36496	3652565 3653313 3652677 3652556	3652561 3658193	1.0 1.0 6.0 1.0	1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702798	rxn36497	3653313 3652677 3652556 3652558	3652560 3658193	1.0 6.0 1.0 1.0	1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702799	rxn36494	3652556 3685408 3652558	3652560 3660228 3652677	1.0 1.0 1.0	1.0 1.0 4.0	aldehyde dehydrogenase [NAD(P)+]
3702800	rxn36495	3652565 3652556 3654253	3652677 3658193 3652561	1.0 1.0 1.0	2.0 1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702801	rxn36492	3652556 3685413 3652558	3660242 3652677 3652560	1.0 1.0 1.0	1.0 4.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702802	rxn36493	3652556 3652565 3685408	3652561 3652677 3660228	1.0 1.0 1.0	1.0 4.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702803	rxn36490	3652556 3684239 3652558	3652560 3660238	1.0 1.0 1.0	1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3702804	rxn36491	3652565 3652556 3685413	3660242 3652561 3652677	1.0 1.0 1.0	1.0 1.0 4.0	aldehyde dehydrogenase [NAD(P)+]
3702805	rxn02910	3652584 3655531	3652677 3652587 3656131	1.0 1.0	1.0 1.0 1.0	S-Adenosyl-L-methionine:2-methylpropanal-oxime O-methyltransferase
3702806	rxn02911	3657148	3655538 3652556	1.0	1.0 1.0	(S)-3-Hydroxydodecanoyl-CoA hydro-lyase
3702807	rxn02914	3653696 3652593	3655552 3652591	1.0 1.0	1.0 1.0	3-Phosphoserine:2-oxoglutarate aminotransferase
3702809	rxn02915	3652556 3657404	3655559 3652603	1.0 1.0	1.0 1.0	6-Acetamido-2-oxohexanoate amidohydrolase
3702810	rxn02912	3652593 3655548	3657492 3652591	1.0 1.0	1.0 1.0	3-Hydroxy-L-kynurenine:2-oxoglutarate aminotransferase
3702811	rxn02913	3655548 3652677	3657480 3652575	1.0 1.0	1.0 1.0	R04172
3702813	rxn02918	3655576 3652597	3652677 3656716 3652722	1.0 1.0	1.0 1.0 1.0	UDPglucose:glycoprotein-D-mannose glucosephosphotransferase
3702814	rxn02919	3656716 3652556	3652677 3652716 3655576	1.0 1.0	1.0 1.0 1.0	6-(D-Glucose-1-phospho)-D-mannosylglycoprotein glucose-1-phosphohydrolase
3702815	rxn02916	3655559	3654013 3652677 3652556	1.0	1.0 1.0 1.0	R04175
3702817	rxn02917	3656130	3655568 3652556	1.0	1.0 1.0	2-Hydroxyethylenedicarboxylate hydro-lyase
3702818	rxn02900	3655812 3652588	3652612 3655475	1.0 1.0	1.0 1.0	(2-Aminoethyl)phosphonate:pyruvate aminotransferase
3702821	rxn02903	3655495 3653046	3656664 3652577 3652677	1.0 1.0	1.0 1.0 1.0	Geranylgeranyl diphosphate:sn-glyceryl phosphate
3702822	rxn02904	3655506	3657227	1.0	1.0	(S)-4-Hydroxymandelate racemase
3702823	rxn02901	3655670 3652803	3655481 3652677 3652663	1.0 1.0	1.0 1.0 1.0	Dimethylsulfonioacetate:L-homocysteine S-methyltransferase
3702824	rxn02902	3655488	3655616 3652677	1.0	1.0 1.0	Tetrahydroxypteridine lyase (isomerizing)
3702825	rxn02907	3655512	3656244	1.0	1.0	11-Deoxycorticosterone ketol-isomerase
3702826	rxn02908	3655967	3652556 3655515	1.0	1.0 1.0	16alpha-Hydroxyprogesterone hydro-lyase
3702827	rxn02905	3652558 3657366	3652677 3652560 3655512	1.0 1.0	1.0 1.0 1.0	21-Hydroxypregnenolone:NAD+ 3-oxidoreductase
3702828	rxn02906	3657366 3652565	3655512 3652561 3652677	1.0 1.0	1.0 1.0 1.0	21-Hydroxypregnenolone:NADP+ 3-oxidoreductase
3702829	rxn02909	3656344 3652556	3652570 3652677 3655527	1.0 1.0	1.0 1.0 1.0	2-Carboxy-D-arabinitol-1-phosphate 1-phosphohydrolase
3702830	rxn38925	3684457 3652677 3652626	3652580 3685599	1.0 2.0 1.0	1.0 1.0	Digalactosyldiacylglycerol synthase
3702832	rxn38924	3652626 3652677 3684457	3652580 3685598	1.0 4.0 1.0	1.0 1.0	Digalactosyldiacylglycerol synthase
3702833	rxn38923	3652626 3684457 3652677	3685597 3652580	1.0 1.0 2.0	1.0 1.0	Digalactosyldiacylglycerol synthase
3702834	rxn38922	3684457 3652626 3652677	3685596 3652580	1.0 1.0 4.0	1.0 1.0	Digalactosyldiacylglycerol synthase
3702835	rxn38921	3652677 3684457 3652626	3652580 3685595	6.0 1.0 1.0	1.0 1.0	Digalactosyldiacylglycerol synthase
3702836	rxn38920	3684456 3652626	3652580 3652677 3685599	1.0 1.0	1.0 2.0 1.0	Digalactosyldiacylglycerol synthase
3702837	rxn02972	3655851 3652558	3652677 3657328 3652560	1.0 1.0	1.0 1.0 1.0	7alpha-Hydroxycholesterol:NAD+ 3-oxidoreductase
3702838	rxn02973	3652565 3655851	3652677 3652561 3657328	1.0 1.0	1.0 1.0 1.0	Cholest-5-ene-3beta,7alpha-diol:NAD+ 3-oxidoreductase
3702839	rxn00311	3652619 3652561 3652567	3652556 3653729 3652565	1.0 1.0 1.0	1.0 1.0 1.0	L-lysine,NADPH:oxygen oxidoreductase (6-hydroxylating)
3702840	rxn02970	3656595	3652677 3655842	1.0	1.0 1.0	2-Chloro-2,5-dihydro-5-oxofuran-2-acetate lyase (decyclizing)
3702841	rxn26941	3690072 3684674 3652677 3652567	3652556 3690068 3684675	1.0 1.0 1.0 1.0	2.0 1.0 1.0	RXN66-316.c
3702843	rxn00310	3652619 3652567 3652556	3655559 3652596 3652578	1.0 1.0 1.0	1.0 1.0 1.0	L-lysine:oxygen 2-oxidoreductase (deaminating)
3702844	rxn02971	3656241	3655843	1.0	1.0	5-oxo-2,5-dihydrofuran-2-acetate delta3-delat2-isomerase
3702846	rxn26942	3652677 3684674 3652567 3652561	3684675 3652565 3652556	1.0 1.0 1.0 1.0	1.0 1.0 2.0	RXN66-316.c.metaexp.NADP_NADPH
3703104	rxn02949	3652556 3655734	3657810	1.0 1.0	1.0	(S)-3-Hydroxyisobutyryl-CoA hydro-lyase
3703106	rxn00391	3652556 3652641	3652936 3652570	1.0 1.0	1.0 1.0	riboflavin-5-phosphate phosphohydrolase (acid optimum)
3703110	rxn36348	3685410 3652558 3652556	3652677 3658200 3652560	1.0 1.0 1.0	12.0 1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3703111	rxn00390	3652556 3655125	3652622 3652640	1.0 1.0	1.0 1.0	N-Acyl-L-aspartate amidohydrolase
3703112	rxn36349	3652565 3665145 3652556	3652561 3652677 3658200	1.0 1.0 1.0	1.0 2.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3703113	rxn00393	3652716 3652936	3652598 3652641	1.0 1.0	1.0 1.0	D-Glucose-1-phosphate:riboflavin 5'-phosphotransferase
3703114	rxn36346	3652558 3676150 3652556	3665391 3652677 3652560	1.0 1.0 1.0	1.0 2.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3703115	rxn00392	3652557 3652936	3652568 3652641 3652677	1.0 1.0	1.0 1.0 1.0	ATP:riboflavin 5'-phosphotransferase
3703117	rxn36347	3652556 3652565 3685410	3658200 3652677 3652561	1.0 1.0 1.0	1.0 12.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3703118	rxn00395	3652556 3652644	3652578 3653018	1.0 1.0	1.0 1.0	L-Arginine iminohydrolase
3703120	rxn36344	3686061 3652558 3652556	3652560 3665391	1.0 1.0 1.0	1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3703121	rxn00394	3652556 3652644	3652670 3652686	1.0 1.0	1.0 1.0	L-Arginine amidinohydrolase
3703122	rxn36345	3652565 3652556 3676150	3652561 3665391 3652677	1.0 1.0 1.0	1.0 1.0 2.0	aldehyde dehydrogenase [NAD(P)+]
3703123	rxn00397	3652644 3652558	3652677 3653946 3652801	1.0 1.0	1.0 1.0 1.0	NAD+:L-arginine ADP-D-ribosyltransferase
3703124	rxn36342	3676148 3652558 3652556	3665391 3652677 3652560	1.0 1.0 1.0	1.0 2.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3703125	rxn00396	3652557 3652644	3657754 3652568 3652677	1.0 1.0	1.0 1.0 1.0	ATP:L-arginine Nomega-phosphotransferase
3703127	rxn36343	3652565 3686061 3652556	3652561 3665391	1.0 1.0 1.0	1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3703128	rxn00399	3652567 3652561 3652644	3652677 3652565 3652556 3653018 3653251	3.0 1.0 2.0	1.0 1.0 2.0 2.0 2.0	L-Arginine,NADPH:oxygen oxidoreductase (nitric-oxide-forming)
3703129	rxn36340	3652558 3652556 3686056	3665391 3652677 3652560	1.0 1.0 1.0	1.0 2.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3703130	rxn00398	3652567 3652644 3652556	3652578 3657743 3652596	1.0 1.0 1.0	1.0 1.0 1.0	ARG-OXIDATION-RXN.c
3703132	rxn36341	3652565 3676148 3652556	3652677 3665391 3652561	1.0 1.0 1.0	2.0 1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3703133	rxn24359	3685013 3652561 3652677	3652565 3685012	1.0 1.0 1.0	1.0 1.0	RXN-7664.d
3703135	rxn12370	3652677 3652591	3652677 3652591	1.0 1.0	1.0 1.0	transport of l-glutamate [extraorganism-cytosol](secondary symport)
3703136	rxn24358	3652561 3685013 3652677	3685012 3652565	1.0 1.0 1.0	1.0 1.0	RXN-7664.c
3703138	rxn12371	3652806 3652677	3652806 3652677	1.0 1.0	1.0 1.0	transport of citrate [extraorganism-cytosol](secondary symport)
3703139	rxn24357	3654733 3653046 3652677	3652577 3685013	1.0 1.0 1.0	1.0 1.0	RXN-7663.c
3703141	rxn12372	3652948 3652677	3652948 3652677	1.0 1.0	1.0 1.0	transport of homoserine [cytosol-extraorganism](secondary antiport)
3703142	rxn24356	3652677 3652561 3674701	3657291 3652565	1.0 1.0 1.0	1.0 1.0	RXN-7660.d
3703144	rxn12373	3673415 3652677	3652677 3673415	1.0 1.0	1.0 1.0	transport of homoserine lactone [cytosol-extraorganism](secondary antiport)
3703145	rxn24355	3674699 3652561 3652677	3674701 3652565	1.0 1.0 1.0	1.0 1.0	RXN-7659.d
3703147	rxn12374	3655070 3652677	3655070 3652677	1.0 1.0	1.0 1.0	transport of 3-dehydro-shikimate [periplasm-cytosol](secondary symport)
3703148	rxn24354	3652561 3653046 3652677	3652565 3674699	1.0 1.0 1.0	1.0 1.0	RXN-7658.d
3703150	rxn12375	3653435 3652677	3653435 3652677	1.0 1.0	1.0 1.0	transport of betaine [extraorganism-cytosol](secondary symport)
3703151	rxn24353	3667509 3652558	3652677 3685011 3652560	1.0 1.0	1.0 1.0 1.0	RXN-7657.m
3703153	rxn12376	3671957	3671957	1.0	1.0	transport of 4-hydroxybenzyl alcohol [extraorganism-cytosol](passive)
3703155	rxn24352	3667509 3652558	3652560 3685011 3652677	1.0 1.0	1.0 1.0 1.0	RXN-7657.c
3703157	rxn12377	3653028 3652677	3652677 3653028	1.0 1.0	1.0 1.0	transport of 4-aminobutyrate [extraorganism-cytosol](secondary symport)
3703158	rxn24351	3671451	3667080 3652556	1.0	1.0 1.0	RXN-7656.c
3703160	rxn12378	3652619 3652677	3652619 3652677	1.0 1.0	1.0 1.0	transport of l-lysine [extraorganism-cytosol](secondary symport)
3703161	rxn24350	3671450 3652677 3652567 3652561	3671451 3652565 3652556	1.0 1.0 1.0 1.0	1.0 1.0 1.0	RXN-7655.v
3703163	rxn12379	3652608 3652677	3652677 3652608	1.0 1.0	1.0 1.0	transport of glycine [extraorganism-cytosol](secondary symport)
3703164	rxn00380	3652634 3652568	3652570 3652898	1.0 1.0	1.0 1.0	ADP:sulfate adenylyltransferase
3703166	rxn36359	3676150 3652556 3652565	3652561 3658200 3652677	1.0 1.0 1.0	1.0 1.0 2.0	aldehyde dehydrogenase [NAD(P)+]
3703167	rxn00382	3655115 3652556	3652677 3652578 3652588 3652634	1.0 1.0	1.0 1.0 1.0 1.0	L-Serine-O-sulfate ammonia-lyase (pyruvate-forming)
3703168	rxn36357	3686061 3652556 3652565	3658200 3652561	1.0 1.0 1.0	1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3703169	rxn00381	3652898 3652556	3652585 3652634 3652677	1.0 1.0	1.0 1.0 2.0	Adenylylsulfate sulfohydrolase
3703170	rxn36358	3652558 3686061 3652556	3658200 3652560	1.0 1.0 1.0	1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3703171	rxn00384	3652556 3655219	3652677 3652598 3652634	1.0 1.0	1.0 1.0 1.0	D-Glucose 6-sulfate sulfohydrolase
3703172	rxn36355	3676148 3652565 3652556	3652677 3658200 3652561	1.0 1.0 1.0	2.0 1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3703173	rxn00383	3652701 3652556 3652567	3652677 3652634 3652596	1.0 1.0 1.0	1.0 1.0 1.0	Sulfite:oxygen oxidoreductase
3703174	rxn36356	3652558 3676148 3652556	3658200 3652560 3652677	1.0 1.0 1.0	1.0 1.0 2.0	aldehyde dehydrogenase [NAD(P)+]
3703175	rxn00386	3657189 3652628	3660284 3652629 3652677	1.0 1.0	1.0 1.0 1.0	3'-Phosphoadenylylsulfate:phenolic-steroid sulfotransferase
3703176	rxn36353	3686056 3652556 3652565	3652677 3652561 3658200	1.0 1.0 1.0	2.0 1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3703177	rxn00385	3653639 3652628	3652629 3660282 3652677	1.0 1.0	1.0 1.0 1.0	3'-Phosphoadenylylsulfate:17beta-estradiol 3-sulfotransferase
3703178	rxn36354	3686056 3652556 3652558	3652560 3652677 3658200	1.0 1.0 1.0	1.0 2.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3703179	rxn00388	3652556 3653438	3652640 3652578	2.0 1.0	1.0 1.0	Nitrile aminohydrolase
3703180	rxn36351	3652556 3686053 3652565	3658200 3652561 3652677	1.0 1.0 1.0	1.0 1.0 2.0	aldehyde dehydrogenase [NAD(P)+]
3703181	rxn00387	3652628 3657195	3660286 3652629 3652677	1.0 1.0	1.0 1.0 1.0	3'-Phosphoadenylylsulfate:phenolic-steroid sulfotransferase
3703182	rxn36352	3686053 3652558 3652556	3652677 3652560 3658200	1.0 1.0 1.0	2.0 1.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3703183	rxn00389	3654929 3652677 3652556	3652619 3652640	1.0 1.0 1.0	1.0 1.0	N6-Acyl-L-lysine amidohydrolase
3703184	rxn36350	3652558 3665145 3652556	3658200 3652677 3652560	1.0 1.0 1.0	1.0 2.0 1.0	aldehyde dehydrogenase [NAD(P)+]
3703185	rxn24349	3652561 3657476 3652567 3652677	3654230 3652565 3652556	1.0 1.0 1.0 1.0	1.0 1.0 2.0	RXN-7653.c
3703187	rxn24348	3690132 3652677 3652567 3652561	3652556 3652565 3657476	1.0 1.0 1.0 1.0	1.0 1.0 1.0	RXN-7652.c
3703189	rxn24347	3652567 3652677 3690132 3652561	3652556 3654198 3652565	1.0 1.0 1.0 1.0	2.0 1.0 1.0	RXN-7650.c
3703191	rxn12360	3652557 3653167 3653165 3652765 3652967	3652577 3668827 3652570 3652568	1.37 0.298 0.202 0.298 0.202	1.0 0.3087 1.37 1.37	dna synthesis reaction
3703192	rxn24346	3652558 3653495	3652677 3652560 3688869	1.0 1.0	1.0 1.0 1.0	D-sorbitol 2-dehydrogenase
3703194	rxn12361	3652557 3652646 3652618 3652666	3652568 3652577 3668828 3652570	0.62 0.299 0.222 0.259	0.4 1.0 0.319 0.4	rna synthesis reaction
3703195	rxn24345	3652778 3652677	3652575 3685011	1.0 1.0	1.0 1.0	RXN-7643.n
3703197	rxn12362	3655660 3652575 3652556 3652557	3652570 3652568 3668600 3652677	1.0 1.0 1.0 1.0	1.0 1.0 1.0 2.0	phosphoribosylaminoimidazole carboxylase, atpase subunit
3703198	rxn24344	3652778 3652677	3652575 3685011	1.0 1.0	1.0 1.0	RXN-7643.c
3703200	rxn12363	3652940 3654126	3652677 3652940 3652734	1.0 1.0	2.0 1.0 1.0	gluconate permease
3703201	rxn24343	3665112 3652567 3688736	3652556 3680475 3685001	1.0 1.0 1.0	1.0 1.0 1.0	RXN-7634.c
3703203	rxn12364	3652677 3653002	3652677 3653002	1.0 1.0	1.0 1.0	transport of l-carnitine [extraorganism-cytosol](secondary symport)
3703204	rxn24342	3684997 3653012	3654513 3652574	1.0 1.0	1.0 1.0	RXN-7633.c
3703206	rxn12365	3652837 3652677	3652677 3652837	1.0 1.0	1.0 1.0	transport of lactate [extraorganism-cytosol](secondary symport)
3703207	rxn24341	3652561 3652677 3656176	3652565 3684997	1.0 1.0 1.0	1.0 1.0	RXN-7632.c
3703209	rxn12366	3652937 3652677	3652677 3652937	1.0 1.0	1.0 1.0	transport of d-lactate [extraorganism-cytosol](secondary symport)
3703210	rxn24340	3652561 3652677 3684995 3652567	3652556 3654513 3652565	1.0 1.0 1.0 1.0	1.0 1.0 1.0	RXN-7631.c
3703212	rxn12367	3652809 3652677	3652677 3652809	1.0 1.0	1.0 1.0	transport of glycolate [extraorganism-cytosol](secondary symport)
3703213	rxn12368	3652726 3652677	3652726 3652677	1.0 1.0	1.0 1.0	transport of uracil [extraorganism-cytosol](secondary symport)
3703214	rxn12369	3652677 3652634	3652634 3652677	1.0 1.0	1.0 1.0	transport of so42- [extraorganism-cytosol](secondary symport)
3703215	rxn36328	3653464 3652565	3653313 3652561 3652677	1.0 1.0	1.0 1.0 9.0	alcohol dehydrogenase [NAD(P)+]
3703216	rxn36329	3652558 3653464	3652677 3652560 3653313	1.0 1.0	9.0 1.0 1.0	alcohol dehydrogenase [NAD(P)+]
3703217	rxn36326	3675481 3652565	3653267 3652677 3652561	1.0 1.0	1.0 3.0 1.0	alcohol dehydrogenase [NAD(P)+]
3703218	rxn38989	3664454 3652698	3652730 3686830	1.0 1.0	1.0 1.0	Glycerol-3-phosphate dehydrogenase
3703220	rxn36327	3652558 3675481	3652677 3653267 3652560	1.0 1.0	3.0 1.0 1.0	alcohol dehydrogenase [NAD(P)+]
3703221	rxn38988	3652698 3686644	3686826 3652730	1.0 1.0	1.0 1.0	Glycerol-3-phosphate dehydrogenase
3703222	rxn36324	3689228 3652565	3652677 3652561 3660458	1.0 1.0	3.0 1.0 1.0	alcohol dehydrogenase [NAD(P)+]
3703223	rxn38987	3672157 3652677	3694243	1.0 2.0	1.0	RXN0-5244.c.chlamyexp.UBIQUINOL-8_UBIQUINONE-8
3703225	rxn36325	3689228 3652558	3660458 3652677 3652560	1.0 1.0	1.0 3.0 1.0	alcohol dehydrogenase [NAD(P)+]
3703226	rxn38986	3671868 3652677	3669179	1.0 2.0	1.0	RXN0-5244.c.chlamyexp.UBIQUINOL-30_UBIQUINONE-6
3703228	rxn36322	3691316 3652565 3652677	3652561 3672215	1.0 1.0 1.0	1.0 1.0	alcohol dehydrogenase [NAD(P)+]
3703229	rxn38985	3664454 3652677	3686830	1.0 2.0	1.0	RXN0-5244.c.chlamyexp.CPD-9958_UBIQUINONE-10
3703231	rxn36323	3691316 3652677 3652558	3672215 3652560	1.0 1.0 1.0	1.0 1.0	alcohol dehydrogenase [NAD(P)+]
3702176	rxn36551	3652556 3652558 3685410	3652560 3686751 3652677	1.0 1.0 1.0	1.0 1.0 6.0	aldehyde dehydrogenase [NAD(P)+]
3702177	rxn00583	3656231 3652558	3652560 3652695 3652677	1.0 1.0	1.0 1.0 1.0	cis-1,2-dihydrobenzene-1,2-diol:NAD+ oxidoreductase
3702178	rxn36552	3652556 3652565 3685410	3652561 3686755 3652677	1.0 1.0 1.0	1.0 1.0 6.0	aldehyde dehydrogenase [NAD(P)+]
3702179	rxn00586	3652677 3652561 3652567 3652786	3652565 3652695 3652556	1.0 1.0 1.0 1.0	1.0 1.0 1.0	phenol,NADPH:oxogen oxidoreductase (2-hydroxylating)
