Id	Entry	Left	Right	LeftStoich	RightStoich
1624861	COCHL	1322152 1320972 1320710 1322214	1320969 1323814 1320478 1322144	1.0 1.0 1.0 1.0	1.0 1.0 1.0 2.0
1624866	FEOXAMR3	1324030 1321714	1321695 1321716 1322144 1324064	1.0 2.0	2.0 2.0 2.0 1.0
1624868	PYDXNK	1320710 1324005	1323635 1322144 1320478	1.0 1.0	1.0 1.0 1.0
1624870	S2TASE3ly	1321081 1322152	1321084 1324158 1322144	1.0 1.0	1.0 1.0 1.0
1624871	FE3Ri	1321696 1321679	1321695 1321676 1322144	2.0 1.0	2.0 1.0 2.0
1624873	FEOXAMR2	1321740 1321714	1322144 1321695 1321716 1321738	1.0 2.0	2.0 2.0 2.0 1.0
1624874	PYDXNO	1324005 1323455	1324003 1322153	1.0 1.0	1.0 1.0
1624876	FEOXAMR1	1321679 1321714	1322144 1321716 1321676 1321695	1.0 2.0	2.0 2.0 1.0 2.0
1624877	FAS140	1322144 1323387 1323055 1321242	1324431 1322152 1320970 1323386 1320968	3.0 2.0 1.0 1.0	1.0 1.0 1.0 2.0 1.0
1624879	AMACRr	1320893	1320894	1.0	1.0
1624881	C161CRNt	1322188	1322188	1.0	1.0
1624882	AMACRp	1320893	1320894	1.0	1.0
1624883	ILEt5m	1322429	1322429	1.0	1.0
1624885	MOHMT	1319926 1322152 1323221	1319660 1324308	1.0 1.0 1.0	1.0 1.0
1624893	NACHEXA12ly	1322152 1322526	1322144 1320381 1322532 1324158	2.0 1.0	1.0 1.0 1.0 1.0
1624894	CSPG_Dtly	1321179	1321179	1.0	1.0
1623841	ARGORNt7pp	1320689 1323520	1320689 1323520	1.0 1.0	1.0 1.0
1623843	FAMPL1	1322144 1320579 1323118	1320157 1323121	1.0 1.0 1.0	1.0 1.0
1623847	DMGDHm	1321410 1321676 1322152	1321679 1324105 1321681	1.0 1.0 1.0	1.0 1.0 1.0
1623849	ENTERES2	1322152 1321712	1319578 1322144 1321696	3.0 1.0	3.0 3.0 1.0
1623851	FAMPL5	1320579 1323209 1322144	1320157 1323212	1.0 1.0 1.0	1.0 1.0
1623852	HIBDkt	1323383 1319885	1323251 1323384 1322144	1.0 1.0	1.0 1.0 1.0
1623854	FAMPL4	1320579 1323243 1322144	1323246 1320157	1.0 1.0 1.0	1.0 1.0
1623855	FAMPL3	1322493 1320579 1322144	1320157 1322496	1.0 1.0 1.0	1.0 1.0
1623856	PYR5CDm	1322015 1322152 1323386	1323387 1322012 1322144	1.0 1.0 1.0	1.0 1.0 2.0
1623859	SPMDAT2	1320361 1324169	1323377 1320970 1322144	1.0 1.0	1.0 1.0 1.0
1623861	FAMPL2	1323231 1320579 1322144	1323233 1320157	1.0 1.0 1.0	1.0 1.0
1623862	SPMDAT1	1324169 1320361	1322144 1320227 1320970	1.0 1.0	1.0 1.0 1.0
1623864	GLCS1	1320480	1322144 1320478 1322043	1.0	1.0 1.0 1.0
1623866	GLCS2	1324507	1324499 1322144 1322043	1.0	1.0 1.0 1.0
1623868	STRDNCt	1324185	1324185	1.0	1.0
1623869	TSULabc	1322152 1320710 1324425	1322144 1323814 1320478 1324425	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1623871	GDPFUCtg	1322076 1321960	1322076 1321960	1.0 1.0	1.0 1.0
1623873	KAS19SA	1319702 1322144 1323387 1323055	1322152 1321662 1320968 1323386 1320970	1.0 20.0 14.0 7.0	6.0 1.0 7.0 14.0 8.0
1623875	UDPACGALtl	1324506	1324506	1.0	1.0
1623877	FAO240p	1324429 1323383 1320970 1322152 1323455	1322144 1324177 1323384 1322153 1320361	1.0 3.0 3.0 3.0 3.0	3.0 1.0 3.0 3.0 3.0
1623879	DMAt	1322144 1321402	1322144 1321402	1.0 1.0	1.0 1.0
1623881	GLCRD	1322003	1320076 1322152	1.0	1.0 1.0
1623884	FAO182p_even/odd	1320970 1323387 1323484 1323383 1323455 1322152	1323386 1322144 1320361 1323384 1322153	8.0 1.0 1.0 8.0 7.0 8.0	1.0 7.0 9.0 8.0 7.0
1623885	GBA	1322021 1322152	1321029 1321992	1.0 1.0	1.0 1.0
1623886	PMI12346PH	1323858 1322152	1323169 1323814 1322144	1.0 1.0	1.0 1.0 1.0
1623888	GLU5K	1322012 1320710	1320478 1322014	1.0 1.0	1.0 1.0
1623890	OP4ENH3	1320900 1322152	1320005	1.0 1.0	1.0
1623894	OP4ENH2	1319680 1322152	1320019	1.0 1.0	1.0
1623896	UACMAMO	1323383 1322152 1324488	1324489 1322144 1323384	2.0 1.0 1.0	1.0 3.0 2.0
1623898	ARGDr	1320689 1322152	1323402 1320910	1.0 1.0	1.0 1.0
1623900	CBLAT_DELETE	1320780 1320710 1322152	1323814 1320474 1323857	1.0 1.0 1.0	1.0 1.0 1.0
1623901	MESCOALm	1323124 1322152	1324007 1320361	1.0 1.0	1.0 1.0
1623903	DAGCPT_SC	1320807 1319459	1320958 1322144 1323617	1.0 0.01	1.0 1.0 0.01
1623905	MTRPOX	1322152 1320241 1323455	1324416 1321681 1322153	1.0 1.0 1.0	1.0 1.0 1.0
1623907	HG2tex	1322213	1322213	1.0	1.0
1623909	MMCDm	1323224 1322144	1320968 1323845	1.0 1.0	1.0 1.0
1623914	MMCDp	1322144 1323224	1320968 1323845	1.0 1.0	1.0 1.0
1623916	GAPD(nadp)	1321857 1323386 1323814	1319477 1323387 1322144	1.0 1.0 1.0	1.0 1.0 1.0
1623918	H2tex	1322145	1322145	1.0	1.0
1623920	GLYCtpp	1322033	1322033	1.0	1.0
1623922	3HAD181	1319834	1322152 1324206	1.0	1.0 1.0
1623924	TYRtex	1324445	1324445	1.0	1.0
1623926	3HAD180	1319894	1324372 1322152	1.0	1.0 1.0
1623928	PYDXO	1323455 1322152 1324003 1323402	1324002 1322153	0.5 2.0 1.0 1.0	1.0 2.0
1623930	UM3PL	1324494 1320710 1320216	1320478 1322144 1323814 1324532	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1623933	S23T2g	1320988 1320961	1322764 1322144 1320958	1.0 1.0	1.0 1.0 1.0
1623935	DM_hretn(n)	1322272		1.0	
1623937	S2TASE2ly	1322315 1322152	1322317 1324158 1322144	1.0 1.0	1.0 1.0 1.0
1623950	PCADYOX	1323455 1319762	1320203 1322144	1.0 1.0	1.0 2.0
1623956	S7PI	1324094	1322075	1.0	1.0
1623958	PYDXK	1320710 1324003	1322144 1320478 1324004	1.0 1.0	1.0 1.0 1.0
1623960	DNAMTn	1320576 1321430	1321432 1322144 1320519	1.0 1.0	1.0 1.0 1.0
1623992	MALt2_3	1322144 1323051	1323051 1322144	3.0 1.0	1.0 3.0
1623994	MALt2_2	1323051 1322144	1323051 1322144	1.0 2.0	1.0 2.0
1623996	EHGLAT	1321530 1320542	1320003 1322012	1.0 1.0	1.0 1.0
1623998	TMNDNCCOAtx	1324362	1324362	1.0	1.0
1623999	TKT2	1324615 1321531	1321857 1321652	1.0 1.0	1.0 1.0
1624001	TKT1	1324615 1324025	1324094 1321857	1.0 1.0	1.0 1.0
1624002	MDDCP1pp	1323339 1322152	1320547 1323317	1.0 1.0	1.0 1.0
1624005	LYSabcpp	1322932 1320710 1322152	1323814 1320478 1322932 1322144	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1624007	GGH-7THFe	1322152 1320151	1322012 1320139	1.0 1.0	1.0 1.0
1624009	NMNDA	1323416 1322152	1323406 1323402	1.0 1.0	1.0 1.0
1624011	NKCC2t	1323379 1323402 1320912	1323402 1323379 1320912	1.0 1.0 2.0	1.0 1.0 2.0
1624013	GGH-7THFl	1322152 1320151	1320139 1322012	1.0 1.0	1.0 1.0
1624015	BALAt2pp	1322144 1320546	1320546 1322144	1.0 1.0	1.0 1.0
1624017	SCP22x	1321422	1321422	1.0	1.0
1624019	MCTP1Bpp	1323331	1323337 1320549	1.0	1.0 1.0
1624021	SUCBZS	1319750	1324193 1322152	1.0	1.0 1.0
1624023	MGCH	1322152 1319921	1322235	1.0 1.0	1.0
1624025	SUCBZL	1320710 1320970 1324193	1320579 1323857 1324110	1.0 1.0 1.0	1.0 1.0 1.0
1624027	CPGNexs	1321023 1321696	1321021	1.0 1.0	1.0
1624029	PPK2	1320710 1323857	1320478 1323864	1.0 1.0	1.0 1.0
1624030	PAPA180	1323552 1322152	1323814 1319446	1.0 1.0	1.0 1.0
1624032	PRODt2r	1323913 1322144	1322144 1323913	1.0 1.0	1.0 1.0
1624034	G6PDH3	1321622 1321863	1321624 1320137	1.0 1.0	1.0 1.0
1624036	G6PDH1	1321863 1323383	1320137 1322144 1323384	1.0 1.0	1.0 1.0 1.0
1624038	G6PDH2	1323386 1321863	1320137 1322144 1323387	1.0 1.0	1.0 1.0 1.0
1624040	PAPA181	1323554 1322152	1319448 1323814	1.0 1.0	1.0 1.0
1624042	H2Otpp	1322152	1322152	1.0	1.0
1624044	CTPtn	1321186	1321186	1.0	1.0
1624046	SCP21x	1323812	1323812	1.0	1.0
1624047	SARDHm	1324105 1321676 1324308	1322030 1323221 1321679	1.0 1.0 1.0	1.0 1.0 1.0
1624050	3HBCDm	1322152 1320716	1319820	1.0 1.0	1.0
1624055	ACOX2x	1323455 1321679 1320894	1322152 1321676 1320891	1.0 1.0 1.0	2.0 1.0 1.0
1624057	MCBTS2	1324134 1323455 1320726 1320710 1324102 1322932 1323496 1322144	1322152 1323814 1320478 1323079 1320968 1320970	1.0 2.0 1.0 1.0 1.0 2.0 1.0 1.0	5.0 1.0 1.0 1.0 1.0 1.0
1624058	PPND	1323383 1323850	1320968 1323384 1319771	1.0 1.0	1.0 1.0 1.0
1624060	MGSA2	1321857	1323299 1323814	1.0	1.0 1.0
1624062	ATPtm-H	1320478 1322144 1320710	1320710 1320478 1322144	1.0 1.0 1.0	1.0 1.0 1.0
1624064	MTHFC	1322152 1323128	1322144 1319401	1.0 1.0	1.0 1.0
1624066	FBPO	1321690 1323383	1320025 1323384 1322144	1.0 1.0	1.0 1.0 1.0
1624068	MTHFD	1323386 1323221	1323387 1323128	1.0 1.0	1.0 1.0
1624070	MCBTS3	1324102 1323386 1322932 1324134 1320726 1323470 1323455 1320710	1323814 1320955 1322152 1322144 1320970 1320968 1320478 1323387	1.0 2.0 2.0 1.0 1.0 1.0 3.5 1.0	1.0 1.0 5.0 2.0 1.0 1.0 1.0 2.0
1624073	ANDRSTRNtr	1320583	1320583	1.0	1.0
1624075	PPM2	1319675	1319676	1.0	1.0
1624077	PPKr	1320710 1323814	1323857 1320478	1.0 1.0	1.0 1.0
1624079	CYSSADS	1319976 1322144	1324156 1320548	1.0 2.0	1.0 1.0
1624081	OPAHir	1322152 1320109 1320710	1322144 1322012 1320478 1323814	2.0 1.0 1.0	1.0 1.0 1.0 1.0
1624083	23DAPPAt2pp	1322144 1319571	1319571 1322144	1.0 1.0	1.0 1.0
1624085	FAOXC161802m	1322152 1323383 1320970 1322191 1321676	1321679 1322144 1323470 1323384 1320361	4.0 4.0 4.0 1.0 3.0	3.0 4.0 1.0 4.0 4.0
1624087	GCALDtm	1321939	1321939	1.0	1.0
1624089	MANtex	1323065	1323065	1.0	1.0
1624091	DOPAtu	1321472	1321472	1.0	1.0
1624093	GALTptspp	1323671 1321922	1321923 1324007	1.0 1.0	1.0 1.0
1624095	ADAe	1322144 1320471 1322152	1323402 1322444	1.0 1.0 1.0	1.0 1.0
1623616	Kt3r	1322470 1322144	1322470 1322144	1.0 1.0	1.0 1.0
1623618	E4HGLUtp	1321530	1321530	1.0	1.0
1623620	PGPP161pp	1322152 1323748	1323814 1323701	1.0 1.0	1.0 1.0
1623622	E4HGLUtm	1321530	1321530	1.0	1.0
1623624	NAGAlby	1322144 1320385 1324499	1324506 1321937	1.0 1.0 1.0	1.0 1.0
1623629	GGGABADr	1322152 1321975 1323386	1323387 1321970 1322144	1.0 1.0 1.0	1.0 1.0 2.0
1623632	FACOAL150	1320970 1323987 1320710	1323857 1323988 1320579	1.0 1.0 1.0	1.0 1.0 1.0
1623633	ATSH	1323387 1322144 1321310	1323386 1321484	8.0 8.0 1.0	8.0 1.0
1623635	ACLDC	1320550 1322144	1320452 1320968	1.0 1.0	1.0 1.0
1623637	COLIPAabcpp	1320976 1320710 1322152	1322144 1320976 1320478 1323814	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1623639	3HXKYNOXDA	1323455 1319911	1322153 1319988 1323402	1.0 1.0	1.0 1.0 1.0
1623641	ADRNLPVESSEC	1322152 1320710 1320494	1322144 1320478 1323814 1320494	2.0 2.0 3.0	2.0 2.0 2.0 3.0
1623643	Kt2r	1322144 1322470	1322144 1322470	1.0 1.0	1.0 1.0
1623645	THYMtex	1324325	1324325	1.0	1.0
1623647	FBA2	1321610	1321344 1322031	1.0	1.0 1.0
1623649	FBA3	1324081	1321531 1321344	1.0	1.0 1.0
1623651	FBA4	1324613	1321939 1321344	1.0	1.0 1.0
1623652	FBA5	1324217	1322031 1321344	1.0	1.0 1.0
1623654	FACOAL140	1324431 1320710 1320970	1323857 1320579 1324250	1.0 1.0 1.0	1.0 1.0 1.0
1623655	URATEt	1324553	1324553	1.0	1.0
1623657	DGGGPS	1321977 1321981	1323857 1321308	1.0 1.0	1.0 1.0
1623659	FACOAL141	1324433 1320970 1320710	1323857 1320579 1324257	1.0 1.0 1.0	1.0 1.0 1.0
1623661	3HAD100	1319841	1322152 1324256	1.0	1.0 1.0
1623670	PAPA140pp	1323541 1322152	1323814 1319437	1.0 1.0	1.0 1.0
1623672	Kt3g	1322470 1322144	1322470 1322144	1.0 1.0	1.0 1.0
1623674	ACS2	1323840 1320710 1320970	1323845 1320579 1323857	1.0 1.0 1.0	1.0 1.0 1.0
1623676	DMGDH	1321676 1322152 1321410	1321681 1324105 1321679	1.0 1.0 1.0	1.0 1.0 1.0
1623679	ACSp	1320354 1320970 1320710	1320361 1323857 1320579	1.0 1.0 1.0	1.0 1.0 1.0
1623681	PPItx	1323857	1323857	1.0	1.0
1623683	ACSm	1320710 1320970 1320354	1323857 1320361 1320579	1.0 1.0 1.0	1.0 1.0 1.0
1623684	MAOLNOR	1323455 1322152 1323424	1319915 1323402 1322153	1.0 1.0 1.0	1.0 1.0 1.0
1623686	FACOAL203	1321395 1320710 1320970	1321397 1320579 1323857	1.0 1.0 1.0	1.0 1.0 1.0
1623687	FACOAL200	1320970 1320668 1320710	1323857 1320579 1320672	1.0 1.0 1.0	1.0 1.0 1.0
1623688	PPAP	1323568 1322152	1321205 1323814	1.0 1.0	1.0 1.0
1623692	PPItr	1323857	1323857	1.0	1.0
1623694	FACOAL206	1323810 1320970 1320710	1320579 1323857 1323812	1.0 1.0 1.0	1.0 1.0 1.0
1623695	FACOAL204	1320710 1320676 1320970	1320677 1320579 1323857	1.0 1.0 1.0	1.0 1.0 1.0
1623696	FACOAL205	1320970 1320710 1324360	1320579 1323857 1324362	1.0 1.0 1.0	1.0 1.0 1.0
1623697	PYDXtr	1324003	1324003	1.0	1.0
1623699	CA2tex	1320767	1320767	1.0	1.0
1623701	LPS4e	1322152 1323730	1320296 1322144 1319537	1.0 1.0	1.0 1.0 1.0
1623703	ACRNtm	1320445	1320445	1.0	1.0
1623705	CBMKr	1320968 1323402 1320710	1322144 1320478 1320785	1.0 1.0 1.0	2.0 1.0 1.0
1623707	ACRNtp	1320445	1320445	1.0	1.0
1623709	LPASE	1322152 1322909	1321858 1320293 1322144	1.0 1.0	1.0 1.0 1.0
1623711	SUCRt2	1322144 1324202	1324202 1322144	1.0 1.0	1.0 1.0
1623713	DNMPPA	1321371 1322152	1321366 1323814	1.0 1.0	1.0 1.0
1623716	PMANM	1323066	1323067	1.0	1.0
1623718	PPA2	1322152 1323864	1323814 1323857 1322144	1.0 1.0	1.0 1.0 1.0
1623723	DADAe	1322152 1322144 1321202	1323402 1321386	1.0 1.0 1.0	1.0 1.0
1623725	GLCNACASE3ly	1322152 1322292	1320381 1322295	1.0 1.0	1.0 1.0
1623726	3HAD161	1319831	1324214 1322152	1.0	1.0 1.0
1623728	MNt2pp	1322144 1323257	1322144 1323257	1.0 1.0	1.0 1.0
1623730	3HAD160	1319898	1324376 1322152	1.0	1.0 1.0
1623732	ACSr	1320970 1320354 1320710	1320361 1320579 1323857	1.0 1.0 1.0	1.0 1.0 1.0
1623734	PACtex	1323571	1323571	1.0	1.0
1623736	FACOAL224	1320489 1320970 1320710	1323857 1320490 1320579	1.0 1.0 1.0	1.0 1.0 1.0
1623737	ASPNATm	1320706 1320361	1320232 1320970 1322144	1.0 1.0	1.0 1.0 1.0
1623741	SQLEr	1323387 1324171 1323455 1322144	1320334 1322152 1323386	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1623744	PPCK	1320710 1323457	1320968 1320478 1323671	1.0 1.0	1.0 1.0 1.0
1623746	FACOAL226	1321043 1320710 1320970	1320761 1320579 1323857	1.0 1.0 1.0	1.0 1.0 1.0
1623747	MALMDA	1323057 1322152	1323401 1322144 1323056	1.0 1.0	1.0 1.0 1.0
1623749	GLTPD	1323383 1321923	1323384 1324219 1322144	1.0 1.0	1.0 1.0 1.0
1623751	SHKK	1324144 1320710	1324145 1322144 1320478	1.0 1.0	1.0 1.0 1.0
1623753	DTTPtn	1321520	1321520	1.0	1.0
1623755	LPS2e	1321205 1322152	1320293 1323046 1322144	1.0 1.0	1.0 1.0 1.0
1623757	URAt2	1322144 1324552	1322144 1324552	1.0 1.0	1.0 1.0
1623759	SA_biomass_1a	1320542 1324007 1324025 1321863 1323402 1321857 1324158 1323671 1324134 1323457 1319972 1323387 1323814 1320710 1320361 1322030 1321531	1320968 1323384	1236.0 2994.0 445.0 712.0 8066.0 428.0 195.0 642.0 262.0 1785.0 1241.0 14405.0 1640.0 35115.0 2097.0 542.0 397.0	2852.0 3015.0
1623761	THFATm	1322152 1323128	1322144 1320083	1.0 1.0	1.0 1.0
1623763	MDHi2	1323457 1322144 1323384	1323383 1323051	1.0 1.0 1.0	1.0 1.0
1623765	PPAn	1322152 1323857	1323814 1322144	1.0 1.0	2.0 1.0
1623767	PPAm	1322152 1323857	1322144 1323814	1.0 1.0	1.0 2.0
1623769	LIPOti	1323379 1322880 1322152 1320710	1322144 1323379 1320478 1322880 1323814	2.0 1.0 1.0 1.0	1.0 2.0 1.0 1.0 1.0
1623771	GLCP2	1323814 1320724	1321838	1.0 1.0	1.0
1623788	UDPXYLtg	1324511 1324539	1324539 1324511	1.0 1.0	1.0 1.0
1623790	GUAtpp	1322140	1322140	1.0	1.0
1623792	LPS3e	1322152 1323046	1322144 1320296 1322033	1.0 1.0	1.0 1.0 1.0
1623793	FAOXC80	1320970 1321676 1323470 1323383 1322152	1323384 1322144 1320361 1321679	3.0 3.0 1.0 3.0 3.0	3.0 3.0 4.0 3.0
1623795	PPAt	1323840	1323840	1.0	1.0
1623797	3HAD141	1319828	1322152 1324211	1.0	1.0 1.0
1623799	3HAD140	1319886	1324367 1322152	1.0	1.0 1.0
1623801	ACETONEt2m	1320363 1322144	1322144 1320363	1.0 1.0	1.0 1.0
1623803	NADPHQR	1322144 1323280 1323387	1323386 1323276	1.0 1.0 1.0	1.0 1.0
1623805	SBPP1er	1322152 1324161	1324162 1323814	1.0 1.0	1.0 1.0
1623806	HPPPNDO	1323455 1321373	1322144 1322226	1.0 1.0	1.0 1.0
1623812	PPK2r	1323857 1320710	1323864 1320478	1.0 1.0	1.0 1.0
1623814	THRD_L	1324319	1323402 1319711	1.0	1.0 1.0
1623817	MEOHtly	1323104	1323104	1.0	1.0
1623819	FDH5pp [deleted 12/21/2010  04:20:18 PM]	1323283 1321751 1322144	1323278 1322144 1320968	1.0 1.0 2.0	1.0 1.0 1.0
1623821	NMNAT	1322144 1320710 1323416	1323383 1323857	1.0 1.0 1.0	1.0 1.0
1623822	ARGDC	1320689 1322144	1320968 1320506	1.0 1.0	1.0 1.0
1623824	UREAtpp	1324556	1324556	1.0	1.0
1623826	DOLPMT_U	1321964 1321469	1321958 1321462	1.0 0.1	1.0 0.1
1623828	AKSCAL	1320361 1319737 1322152	1322034 1323828	1.0 1.0 1.0	1.0 1.0
1623830	MANtly	1323065	1323065	1.0	1.0
1623832	THMPPtm	1324315 1323500	1324315 1323500	1.0 2.0	1.0 2.0
1623834	DOLPMT_L	1321466 1321964	1321958 1321460	0.1 1.0	1.0 0.1
1623836	PPDK	1324007 1320710 1323814	1320579 1322144 1323671 1323857	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1623839	ACYP	1319477 1322152	1319972 1322144 1323814	1.0 1.0	1.0 1.0 1.0
1623008	PLIPA1E160pp	1323642 1322152	1322184 1319612 1322144	1.0 1.0	1.0 1.0 1.0
1623010	SBTptspp	1323671 1324106	1324007 1324108	1.0 1.0	1.0 1.0
1623012	GGLUCT2	1322016	1320548 1320109	1.0	1.0 1.0
1623017	GHMT2r	1324308 1324134	1322152 1323221 1322030	1.0 1.0	1.0 1.0 1.0
1623023	AIRC2r	1320522 1322180 1320710	1320478 1320073 1322144 1323814	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1623025	ARTFR11	1323835	1320276	1.0	1.0
1623026	ACACT5r	1320361 1321225	1319946 1320970	1.0 1.0	1.0 1.0
1623028	ARTFR13	1324250	1320276	1.0	0.875
1623029	FAO181p_odd	1323496 1322152 1320970 1323383 1323455	1322153 1322144 1323384 1320361	1.0 8.0 8.0 8.0 7.0	7.0 8.0 8.0 9.0
1623030	ARTFR12	1321679 1322189	1320276 1321676	1.0 1.0	1.0 1.0
1623032	ACACT5p	1319946 1320970	1320361 1321225	1.0 1.0	1.0 1.0
1623034	FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg	1321794	1321794	1.0	1.0
1623035	DNDPt48m	1321520 1321307	1321520 1321307	1.0 1.0	1.0 1.0
1623037	3C4MOPtm	1319793	1319793	1.0	1.0
1623039	FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte	1321794	1321794	1.0	1.0
1623040	FAO1	1320970 1321676 1322152 1323383 1324431 1320710	1323857 1321679 1320579 1320361 1322144 1323384	7.0 6.0 6.0 6.0 1.0 1.0	1.0 6.0 1.0 7.0 6.0 6.0
1623042	FAO2	1321676 1323383 1320710 1322152 1322184 1320970	1320579 1320361 1323384 1323857 1321679 1322144	7.0 7.0 1.0 7.0 1.0 8.0	1.0 8.0 7.0 1.0 7.0 7.0
1623045	FAO3	1323472 1322152 1320710 1320970 1321676 1323383	1323384 1322144 1323857 1320361 1320579 1321679	1.0 8.0 1.0 9.0 8.0 8.0	8.0 8.0 1.0 9.0 1.0 8.0
1623047	GHMT3m	1319907 1322144	1320054 1322030	1.0 1.0	1.0 1.0
1623049	PGP181abcpp	1320710 1323754 1322152	1323814 1322144 1323754 1320478	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1623051	GALNACT1g	1324506 1321046	1322144 1324499 1321169	1.0 1.0	1.0 1.0 1.0
1623057	PCHOLPg_hs	1323620 1322152	1323568 1320887 1322144	1.0 1.0	1.0 1.0 1.0
1623060	CTPS2	1320710 1322006 1324558 1322152	1323814 1322144 1322012 1320478 1321186	1.0 1.0 1.0 1.0	1.0 2.0 1.0 1.0 1.0
1623062	A4GALTg	1324508 1321917	1324499 1324301 1322144	1.0 1.0	1.0 1.0 1.0
1623072	CTPS1	1323402 1324558 1320710	1323814 1322144 1321186 1320478	1.0 1.0 1.0	1.0 2.0 1.0 1.0
1623074	SPMDOX	1322152 1323455 1324169	1322153 1319991 1319476	1.0 1.0 1.0	1.0 1.0 1.0
1623076	ACACT4p	1320970 1319945	1323470 1320361	1.0 1.0	1.0 1.0
1623078	DASYNm_SC	1323565 1322144 1321186	1320819 1323857	0.01 1.0 1.0	0.01 1.0
1623080	ACACT4r	1323470 1320361	1320970 1319945	1.0 1.0	1.0 1.0
1623082	4ABUTNtm	1319991	1319991	1.0	1.0
1623084	PSP_L	1322152 1323959	1324134 1323814	1.0 1.0	1.0 1.0
1623086	A4GALTc	1321917 1324508	1322144 1324499 1324301	1.0 1.0	1.0 1.0 1.0
1623087	CHTNASE	1322152 1320904	1320381	2.0 1.0	3.0
1623089	DNDPt49m	1321520 1321204	1321520 1321204	1.0 1.0	1.0 1.0
1623091	HISDr	1322220	1324554 1323402	1.0	1.0 1.0
1623093	MTSPCMMT	1323147 1323379 1320979	1323379 1323087 1322158	1.0 1.7 1.0	1.7 1.0 1.0
1623095	ACACt2	1322144 1320358	1320358 1322144	1.0 1.0	1.0 1.0
1623097	PCHOLPr_hs	1323620 1322152	1323568 1322144 1320887	1.0 1.0	1.0 1.0 1.0
1623098	PSP_D	1323958 1322152	1323814 1324133	1.0 1.0	1.0 1.0
1623100	CLPNH181pp	1320933 1322152	1323707 1322144 1323554	1.0 1.0	1.0 1.0 1.0
1623102	FASm320	1322240 1322144 1323224 1323387	1322152 1320968 1323386 1320970 1322263	1.0 3.0 1.0 2.0	1.0 1.0 2.0 1.0 1.0
1623104	PDE4g	1319775 1322152	1322144 1322076	1.0 1.0	1.0 1.0
1623106	FHL	1322144 1321751	1320968 1322145	1.0 1.0	1.0 1.0
1623108	ARTFR33	1324560 1321679	1320281 1321676	1.0 1.0	1.125 1.0
1623109	PDE4n	1319775 1322152	1322144 1322076	1.0 1.0	1.0 1.0
1623111	ARTFR32	1323496 1321679	1321676 1320281	1.0 1.0	1.0 1.125
1623112	S6T18g	1322810 1323610	1322794 1322144 1323609	1.0 1.0	1.0 1.0 1.0
1623113	ARTFR31	1324177	1320281	1.0	1.125
1623114	WHDDCAte	1324573	1324573	1.0	1.0
1623115	VANKpp	1324568 1322144	1322144 1324568	1.0 1.0	1.0 1.0
1623117	ACACT3r	1320361 1322406	1319958 1320970	1.0 1.0	1.0 1.0
1623119	HIBDm	1319885 1323383	1322144 1319708 1323384	1.0 1.0	1.0 1.0 1.0
1623121	ARTFR34	1322886 1321679	1321676 1320281	1.0 2.0	2.0 1.125
1623122	PC11M	1323879 1320576	1320519 1322144 1323880	1.0 1.0	1.0 1.0 1.0
1623124	FAO4	1320739 1322152 1323383 1321676	1320351 1323384 1321679 1322144	1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0
1623126	G3PD	1322040 1321676	1321344 1321679	1.0 1.0	1.0 1.0
1623129	MMETtex	1323236	1323236	1.0	1.0
1623131	HKYNH	1322159 1322152	1319818 1320548	1.0 1.0	1.0 1.0
1623133	S6T19g	1323610 1321169	1323609 1322144 1321093	2.0 1.0	2.0 2.0 1.0
1623138	ACACT2r	1320739 1320361	1319950 1320970	1.0 1.0	1.0 1.0
1623140	ACACtx	1320358	1320358	1.0	1.0
1623142	G3PT	1322040 1322152	1323814 1322033	1.0 1.0	1.0 1.0
1623144	NACHEXA10ly	1322152 1322624	1324158 1320381 1322514 1322144	2.0 1.0	1.0 1.0 1.0 1.0
1623145	FASm340	1323224 1322144 1323387 1322263	1323386 1320968 1320970 1322152 1323512	1.0 3.0 2.0 1.0	2.0 1.0 1.0 1.0 1.0
1623147	LCAD	1322152 1323383 1322842	1322144 1323384 1322837	1.0 1.0 1.0	2.0 1.0 1.0
1623149	3M2OPLOXRD	1322908 1319927 1322144	1320968 1319703	1.0 1.0 1.0	1.0 1.0
1623151	ACTLMO	1322144 1323455 1323387 1320362	1323386 1322152 1323299	1.0 1.0 1.0 1.0	1.0 2.0 1.0
1623153	GCALDt	1321939	1321939	1.0	1.0
1623155	CRNCAR3tp	1323628 1321034	1323628 1321034	1.0 1.0	1.0 1.0
1623157	LCTStpp	1322844 1322144	1322844 1322144	1.0 1.0	1.0 1.0
1623159	S6TASE26ly	1322803 1322152	1322806 1322144 1324158	1.0 1.0	1.0 1.0 1.0
1623160	TDPGDH	1321515	1321513 1322152	1.0	1.0 1.0
