Id	Entry	Left	Right	LeftStoich	RightStoich	Name
4146617	ASNSERNaEx	4139654 4134951 4138666	4139654 4138666 4134951	-1.0 -1.0 -1.0	1.0 1.0 1.0	ASNSERNaEx
4146620	CYTBMQOR2pp	4137097 4138597	4137584 4137127 4138600	-2.0 -1.0	2.0 2.0 1.0	Cytochrome b Menaquinone oxidoreductase
4146623	DGTSDS1839Z12Z15Z1819Z	4138749 4138673 4136711	4137590 4136717 4138672	-1.0 -2.0 -1.0	2.0 1.0 2.0	Linoleate desaturase (18:3(9Z,12Z,15Z)/18:1(9Z))
4146626	PMTCOAth	4139274	4139274	-1.0	1.0	Palmitoyl-CoA transport (chloroplast)
4146628	PMTCOAtm	4139274	4139274	-1.0	1.0	Palmitoyl-CoA transport (mitochondria)
4146630	RE2327C	4139458 4135758	4135760 4139459	-1.0 -1.0	1.0 1.0	RE2327
4146632	RE3524R	4139352	4137590 4135728	-1.0	1.0 1.0	RE3524
4146634	ENOf	4134200	4137590 4139128	-1.0	1.0 1.0	Enolase, flagellar
4146681	ARTFR203	4138675 4137048 4137584 4138251	4139475 4138674 4137047	-1.0 -2.0 -1.0 -1.0	1.125 1.0 2.0	ARTFR203
4146684	ARTFR204	4137584 4139748 4137048 4138675	4138674 4137047 4139475	-2.0 -1.0 -2.0 -2.0	2.0 2.0 1.125	ARTFR204
4146687	EX_dcsptn1_e	4136582		-1.0		EX dcsptn1 e
4146690	ARTFR202	4137584 4138248 4137048 4138675	4138674 4139475 4137047	-1.0 -1.0 -2.0 -1.0	1.0 1.125 2.0	ARTFR202
4146693	ENOm	4134200	4139128 4137590	-1.0	1.0 1.0	Enolase, mitochondria
4146695	23CAPPD	4134039 4137590 4137584	4134847	-1.0 -1.0 -1.0	1.0	ADP ribose 2 3 cyclic phosphodiesterase
4146698	ARTFR207	4134912	4139475	-1.0	1.25	ARTFR207
4146701	ARTFR208	4139945 4137584 4137048 4138675	4137047 4139475 4138674	-1.0 -2.0 -3.0 -2.0	3.0 1.25 2.0	ARTFR208
4146704	ARTFR205	4137584 4136787 4138675 4137048	4137047 4138674 4139475	-1.0 -1.0 -1.0 -2.0	2.0 1.0 1.25	ARTFR205
4146707	ARTFR206	4138675 4134915 4137048 4137584	4139475 4137047 4138674	-2.0 -1.0 -2.0 -2.0	1.25 2.0 2.0	ARTFR206
4146710	SUCptspp_1	4139128	4139456 4139754	-1.0	1.0 1.0	Sucrose transport via PEP:Pyr  (periplasm)
4146713	ARTFR209	4137048 4134747 4138675 4137584	4137047 4138674 4139475	-2.0 -1.0 -2.0 -2.0	2.0 2.0 1.375	ARTFR209
4146716	10FTHF6GLUtm	4133921	4133921	-1.0	1.0	10FTHF6GLUtm
4146719	3OAS161	4137584 4139858 4138372	4134705 4136377 4134367	-1.0 -1.0 -1.0	1.0 1.0 1.0	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)
4146721	3OAS160	4137584 4138372 4138634	4134705 4136377 4134387	-1.0 -1.0 -1.0	1.0 1.0 1.0	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)
4146723	10FTHF6GLUtl	4133921	4133921	-1.0	1.0	10FTHF6GLUtl
4146725	MLTG1ly	4138387 4137590	4138381 4137397	-1.0 -1.0	1.0 1.0	MLTG1ly
4146728	DM_igg_g	4137911		-1.0		DM igg[g]
4146730	ARTFR210	4137048 4138675 4137584 4138245	4139475 4137047 4138674	-1.0 -1.0 -1.0 -1.0	1.125 1.0 1.0	ARTFR210
4146733	RE3521X	4135071 4137564	4136132	-1.0 -1.0	1.0	RE3521
4146735	ARTFR211	4136339 4138675 4137584 4137048	4138674 4137047 4139475	-1.0 -2.0 -2.0 -3.0	2.0 3.0 1.375	ARTFR211
4146738	DGDGGH1839Z12Z15Z1634Z7Z10Z	4136661 4137590	4137259 4138497	-1.0 -1.0	1.0 1.0	Digalactosyl-diacylglycerol galactohydrolase (18:3(9Z,12Z,15Z)/16:3(4Z,7Z,10Z))
4146741	GADktpp	4137047 4137403	4137048 4134111	-1.0 -1.0	1.0 1.0	GADktpp
4146747	ARTFR212	4138675 4137048 4136583 4137584	4139475 4138674 4137047	-2.0 -3.0 -1.0 -2.0	1.375 2.0 3.0	ARTFR212
4146750	3OAS141	4137584 4135240 4138372	4134365 4136377 4134705	-1.0 -1.0 -1.0	1.0 1.0 1.0	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1)
4146752	ARTFR213	4138675 4137048 4135179 4137584	4137047 4139475 4138674	-3.0 -3.0 -1.0 -3.0	3.0 1.375 3.0	ARTFR213
4146755	RE3522C	4138749 4138675 4137584 4135310	4136134 4137590 4138674	-1.0 -1.0 -1.0 -1.0	1.0 1.0 1.0	RE3522
4146757	CU2tpp	4136514	4136514	-1.0	1.0	Copper transport in via permease (no H+)
4146771	LCAT1e_cho	4139032 4136308	4138255 4140200	-1.0 -1.0	1.0 1.0	Lecithin-cholesterol acyltransferase
4146772	ASPTRSm	4134958 4134977 4139973	4139297 4134846 4134960	-1.0 -1.0 -1.0	1.0 1.0 1.0	Aspartyl tRNA synthetase  mitochondrial
4146775	A4GNT2g	4136412 4140051	4137584 4137505 4140117	-1.0 -1.0	1.0 1.0 1.0	A4GNT2g
4146778	ST6GALNAC24_cho	4136351 4137476	4136349 4137340 4137584	-1.0 -1.0	1.0 1.0 1.0	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2
4146779	FAOXOHMC10DC10c	4137590 4138819 4138672	4139639 4138673 4137584	-1.0 -1.0 -2.0	1.0 2.0 3.0	Fatty acid omega oxidation(w-OHMC10-->DC10)c
4146781	SERTHRNaEx	4139915 4138666 4139654	4139654 4139915 4138666	-1.0 -1.0 -1.0	1.0 1.0 1.0	SERTHRNaEx
4146783	PENCAC	4139123 4137590 4137584	4137132 4134555	-1.0 -1.0 -1.0	1.0 1.0	Penicillin acylase
4146785	RE3522R	4138675 4137584 4135310 4138749	4137590 4138674 4136134	-1.0 -1.0 -1.0 -1.0	1.0 1.0 1.0	RE3522
4146786	EX_ttrcyc_e	4140015		-1.0		Tetracycline exchange
4146789	EX_tc7_e	4139847		-1.0		Technetium(VII) exchange
4146792	r1529	4140005 4134977 4137590	4139255 4137584 4140005 4134734	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1
4146794	r1528	4134977 4137590 4136589	4136589 4134734 4137584 4139255	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1
4146795	ABFA	4134905 4137590	4134909	-1.0 -2.0	3.0	Alpha-N-arabinofuranosidase
4146798	LINOFATPtc	4136379 4134977 4138243	4134846 4138245 4139297	-1.0 -1.0 -1.0	1.0 1.0 1.0	Uptake of linoleic acid by the enterocytes
4146800	r1525	4137590 4134977 4136786	4134734 4139255 4137584 4136786	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1
4146801	r1527	4136570 4134977 4137590	4136570 4137584 4134734 4139255	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1
4146802	r1526	4137690 4137590 4134977	4137690 4137584 4134734 4139255	-1.0 -1.0 -1.0	1.0 2.0 1.0 1.0	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1
4146803	r1521	4138247 4137590 4134977	4139255 4138247 4137584 4134734	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1
4146804	r1520	4134977 4137590 4138250	4139255 4138250 4137584 4134734	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1
4146805	r1523	4134977 4137590 4137748	4139255 4137748 4137584 4134734	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1
4146806	r1522	4138186 4137590 4134977	4139255 4138186 4137584 4134734	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1
4146807	PCt_cho	4139032 4137590 4134977	4139255 4139032 4134734 4137584	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	Phosphatidylcholine transporter
4146809	TATSO	4137831 4137745 4137584 4138822 4139964	4139681 4137590	-1.0 -1.0 -4.0 -2.0 -1.0	1.0 4.0	TATSO
4146812	2HPMMBQMOm	4138749 4134147	4134146	-0.5 -1.0	1.0	2 hexaprenyl 3 methyl 6 methoxy 1 4 benzoquinone monooxygenase  mitochondrial
4146815	ADNK4	4136687 4134728	4134846 4137584 4136667	-1.0 -1.0	1.0 1.0 1.0	ADNK4
4146818	FRRPPDIMAS	4139543 4137356	4137584 4137143 4137354	-1.0 -1.0	1.0 1.0 1.0	FRRPPDIMAS
4146821	r1536	4140158 4137590 4134977	4134734 4139255 4140158 4137584	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	ATP-binding Cassette (ABC) TCDB:3.A.1.208.7
4146823	ADNK1	4134977 4134728	4134734 4137584 4134846	-1.0 -1.0	1.0 1.0 1.0	Adenosine kinase
4146831	ADNK3	4134728 4137566	4134846 4137584 4137354	-1.0 -1.0	1.0 1.0 1.0	ADNK3
4146834	DEDOLR	4138675 4137584 4136609	4136861 4138674	-1.0 -1.0 -1.0	1.0 1.0	Dehydrodolichol reductase (CHO)
4146836	r1532	4137712 4134977 4137590	4134734 4139255 4137584 4137712	-1.0 -1.0 -1.0	1.0 1.0 2.0 1.0	ATP-binding Cassette (ABC) TCDB:3.A.1.208.15
4146838	ACGBGBSIDEtl	4134641	4134641	-1.0	1.0	ACGBGBSIDEtl
4146841	r1531	4137590 4137710 4134977	4134734 4139255 4137584 4137710	-1.0 -1.0 -1.0	1.0 1.0 2.0 1.0	ATP-binding Cassette (ABC) TCDB:3.A.1.208.15
4146842	r0202	4137449 4138672	4138673 4136729 4137584	-1.0 -1.0	1.0 1.0 1.0	Sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase Glycerophospholipid metabolism EC:1.1.1.8
4146844	r1533	4137714 4134977 4137590	4134734 4139255 4137714 4137584	-1.0 -1.0 -1.0	1.0 1.0 1.0 2.0	ATP-binding Cassette (ABC) TCDB:3.A.1.208.15
4146845	ACGBGBSIDEtg	4134641	4134641	-1.0	1.0	ACGBGBSIDEtg
4146847	r1530	4137590 4137564 4134977	4134734 4137584 4139255 4137564	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	ATP-binding Cassette (ABC) TCDB:3.A.1.208.15
4144320	RE2319X	4137564 4135838	4135822	-1.0 -1.0	1.0	RE2319
4144321	r1655	4137812 4134951	4137812 4134951	-1.0 -1.0	1.0 1.0	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
4144322	r1654	4139915 4134951	4139915 4134951	-1.0 -1.0	1.0 1.0	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
4144323	STS2r	4136996 4137590	4136994 4137584 4139691	-1.0 -1.0	1.0 1.0 1.0	STS2r
4144325	FACOAE181_cho	4137590 4138803	4138777 4136379 4137584	-1.0 -1.0	1.0 1.0 1.0	FACOAE181
4144327	r1651	4137812 4139347	4137812 4139347	-1.0 -1.0	1.0 1.0	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
4144328	r1650	4139915 4139347	4139347 4139915	-1.0 -1.0	1.0 1.0	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
4144329	DGDGGH1829Z12Z1637Z10Z13Z	4137590 4136655	4138491 4137259	-1.0 -1.0	1.0 1.0	Digalactosyl-diacylglycerol galactohydrolase (18:2(9Z,12Z)/16:3(7Z,10Z,13Z))
4144332	LNLCth	4138243	4138243	-1.0	1.0	Linoleic acid transport, chloroplast
4144335	PGPP161	4137590 4139185	4139151 4139255	-1.0 -1.0	1.0 1.0	Phosphatidylglycerol phosphate phosphatase (n-C16:1)
4144338	RE2319C	4137564 4135838	4135822	-1.0 -1.0	1.0	RE2319
4144339	MYCTR	4138674 4138602	4138606 4137584 4138675	-1.0 -2.0	1.0 1.0 1.0	MYCTR
4144342	PGPP160	4137590 4139183	4139149 4139255	-1.0 -1.0	1.0 1.0	Phosphatidylglycerol phosphate phosphatase (n-C16:0)
4144345	FAOXC161_7Em	4137047 4138672 4135155 4136379 4137590	4137048 4134609 4137584 4138673 4135136	-1.0 -1.0 -1.0 -1.0 -1.0	1.0 1.0 1.0 1.0 1.0	Beta oxidation fatty acid
4144347	LACD	4136744 4139456 4138597	4138149 4138600 4138264	-1.0 -2.0 -1.0	2.0 1.0 1.0	Lactate dehydrogenase
4144350	TAGURr	4138672 4134840	4137584 4139834 4138673	-1.0 -1.0	1.0 1.0 1.0	Tagaturonate reductase
4144356	EX_3amp_e	4134238		-1.0		3'-AMP exchange
4144358	PSSA1_hs	4139654 4139034	4136297 4139384	-1.0 -1.0	1.0 1.0	PSSA1 hs
4144361	SR5AR2r	4138675 4134854 4137584	4138674 4134853	-1.0 -1.0 -1.0	1.0 1.0	SR5AR2r
4144364	IND3ACt2r	4137927 4137584	4137927 4137584	-1.0 -1.0	1.0 1.0	IND3ACt2r
4144367	LANTHabc	4137590 4134977 4138160	4138160 4137584 4134734 4139255	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	Lanthionine transport via ABC system
4144369	r1628	4138179 4140022	4138179 4140022	-1.0 -1.0	1.0 1.0	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
4144370	FAOXCPRIST3x	4138749 4137590 4138672 4136379 4135115	4137584 4139289 4137591 4138673 4136803	-1.0 -1.0 -1.0 -1.0 -1.0	1.0 1.0 1.0 1.0 1.0	Peroxisomal lumped long chain fatty acid oxidation
4144372	r1627	4136524 4140022	4140022 4136524	-1.0 -1.0	1.0 1.0	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
4144373	r1629	4139347 4140022	4139347 4140022	-1.0 -1.0	1.0 1.0	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
4144374	FK	4137209 4134977	4137584 4137159 4134734	-1.0 -1.0	1.0 1.0 1.0	FK
4144380	PYNP2r	4140163 4139255	4140156 4139472	-1.0 -1.0	1.0 1.0	Pyrimidine-nucleoside phosphorylase (uracil)
4144388	r1625	4137812 4139219	4139219 4137812	-1.0 -1.0	1.0 1.0	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
4144389	ARSENBt2	4134930 4137584	4134930 4137584	-1.0 -1.0	1.0 1.0	Arsenobetaine transport in via proton symport
4144391	r1621	4139347 4139219	4139347 4139219	-1.0 -1.0	1.0 1.0	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
4144392	FT	4137140 4137944	4139297 4140004	-1.0 -1.0	1.0 1.0	FT
4144399	RE3515C	4137584 4135091	4136282 4134708	-1.0 -1.0	1.0 1.0	RE3515
4144401	C4tmc	4135182	4135182	-1.0	1.0	Transport of bytyrylcarnitine into mitochondrial matrix
4144403	FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_cho	4137177	4137177	-1.0	1.0	Blood group intracellular transport
4144404	MDHf	4137584 4138673 4138754	4138378 4138672	-1.0 -1.0 -1.0	1.0 1.0	Malate dehydrogenase, flagellar
4144413	MDHh	4138754 4137584 4138673	4138378 4138672	-1.0 -1.0 -1.0	1.0 1.0	Malate dehydrogenase, chloroplast
4144415	DRIBtpp	4137584 4136886	4136886 4137584	-1.0 -1.0	1.0 1.0	Deoxy D ribose transport via proton symport periplasm 
4144418	EX_no_e	4138725		-1.0		Nitric oxide exchange
4144423	ASPATh	4134791 4134958	4138754 4137432	-1.0 -1.0	1.0 1.0	Aspartate aminotransferase, chloroplast
4144505	PGPP190	4139198 4137590	4139168 4139255	-1.0 -1.0	1.0 1.0	PGPP190
4144508	GCHOLAt2	4137335 4138666	4137335 4138666	-1.0 -2.0	1.0 2.0	GCHOLAt2
4144511	MDHm	4138672 4138378	4138673 4138754 4137584	-1.0 -1.0	1.0 1.0 1.0	Malate dehydrogenase  mitochondrial
4144513	GCHOLAt3	4137335 4137590 4134977	4139255 4137584 4134734 4137335	-1.0 -1.0 -1.0	1.0 1.0 1.0 1.0	GCHOLAt3
4144516	ERGSTt	4136982	4136982	-1.0	1.0	Ergosterol reversible transport
4144519	MDHp	4138672 4138378	4138673 4138754 4137584	-1.0 -1.0	1.0 1.0 1.0	Malate dehydrogenase  peroxisomal
4144521	r0308	4134914 4137584 4136379	4137590 4134915	-1.0 -1.0 -1.0	1.0 1.0	Palmitoyl-CoA hydrolase Fatty acid elongation in mitochondria EC:3.1.2.22 EC:3.1.2.2
4144523	r1639	4136524 4139915	4136524 4139915	-1.0 -1.0	1.0 1.0	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
4144524	MDDEP4pp	4138620 4137590	4138619	-1.0 -1.0	1.0	Murein D,D-endopeptidase (murein4px4px4p) (periplasm)
4144527	r1638	4136524 4140171	4136524 4140171	-1.0 -1.0	1.0 1.0	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
4144528	r1635	4136524 4138179	4136524 4138179	-1.0 -1.0	1.0 1.0	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
4144529	MDH2	4138378 4139462	4139463 4138754	-1.0 -1.0	1.0 1.0	Malate dehydrogenase (ubiquinone 8 as acceptor)
4144535	PTRCAT1	4134609 4139439	4137584 4134901 4136379	-1.0 -1.0	1.0 1.0 1.0	PTRCAT1
4144543	r1634	4140022 4137918	4140022 4137918	-1.0 -1.0	1.0 1.0	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
4144544	MDH3	4138600 4138378	4138597 4138754	-1.0 -1.0	1.0 1.0	Malate dehydrogenase (menaquinone 8 as acceptor)
4144550	r1637	4136524 4134951	4134951 4136524	-1.0 -1.0	1.0 1.0	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
4144551	MDH4	4138378 4138598	4138595 4138754	-1.0 -1.0	1.0 1.0	MDH4
4144553	PI345P3P_20_4_20_4	4137590 4138928	4139255 4138971	-1.0 -1.0	1.0 1.0	PI345P3P 20 4 20 4
4144556	r1636	4136524 4139347	4136524 4139347	-1.0 -1.0	1.0 1.0	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
4144557	r1631	4140171 4140022	4140022 4140171	-1.0 -1.0	1.0 1.0	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
4144558	r1630	4140022 4134951	4134951 4140022	-1.0 -1.0	1.0 1.0	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
4144559	STS4r	4139339 4137590	4139691 4139338 4137584	-1.0 -1.0	1.0 1.0 1.0	STS4r
4144561	DMT	4136815 4134843	4136814 4134765 4137584	-1.0 -1.0	1.0 1.0 1.0	DNA (cytosine-5-)-methyltransferase
4144563	r1633	4137812 4140022	4140022 4137812	-1.0 -1.0	1.0 1.0	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
4144564	r1632	4140022 4139915	4140022 4139915	-1.0 -1.0	1.0 1.0	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
4144565	DHPS2_1	4134563 4134417	4136757 4137584 4139297	-1.0 -1.0	1.0 1.0 1.0	Dihydropteroate synthase
4144573	RE3514C	4137584 4138749 4138675 4138172	4136129 4137590 4138674	-1.0 -1.0 -1.0 -1.0	1.0 1.0 1.0	RE3514
4144575	3OAS140_1	4136590 4138372	4134705 4136377 4134382	-1.0 -1.0	1.0 1.0 1.0	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0)
4144576	2AGPG181tipp	4134090	4134090	-1.0	1.0	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm)
4144578	HBCO_nadp	4137584 4134591 4138675	4134269 4138674	-1.0 -1.0 -1.0	1.0 1.0	3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase
4144585	PGPP181	4137590 4139187	4139153 4139255	-1.0 -1.0	1.0 1.0	Phosphatidylglycerol phosphate phosphatase (n-C18:1)
4144588	PLD_SC	4137590 4139060	4139027 4137584 4136297	-1.0 -0.01	0.01 1.0 1.0	Phospholipase D  yeast specific
4144591	PGPP180	4137590 4139186	4139255 4139152	-1.0 -1.0	1.0 1.0	Phosphatidylglycerol phosphate phosphatase (n-C18:0)
4144594	GT1Ate_cho	4137538	4137538	-1.0	1.0	Gt1a hs transport
4144596	BDHm	4138672 4135001	4137584 4134602 4138673	-1.0 -1.0	1.0 1.0 1.0	BDHm
4144598	APPLP	4134977 4134894	4134734 4134895 4137584	-1.0 -1.0	1.0 1.0 1.0	APPLP
4144601	ZYMSTR	4137584 4140237 4138675	4138674 4140239	-1.0 -1.0 -1.0	1.0 1.0	Zymosterol reductase
4144608	RE3514R	4138172 4138675 4137584 4138749	4136129 4138674 4137590	-1.0 -1.0 -1.0 -1.0	1.0 1.0 1.0	RE3514
4144609	34HPLFM	4137584 4138673 4134224	4138672 4134223	-1.0 -1.0 -1.0	1.0 1.0	3  4 hydroxyphenyl  lactate formation
4144612	EX_co_e	4136375		-1.0		EX co LPAREN e RPAREN 
4144614	EX_mma_e	4138544		-1.0		EX mma LPAREN e RPAREN 
4144617	ENMAN5g	4137217 4137590	4137391 4138339	-1.0 -1.0	1.0 1.0	ENMAN5g
4144620	SIAASE2ly	4137590 4138026	4138037 4134683	-1.0 -1.0	1.0 1.0	SIAASE2ly
4144623	UMPtex	4140145	4140145	-1.0	1.0	UMP transport via diffusion (extracellular to periplasm)
4144624	12DGR140tipp	4133933	4133933	-1.0	1.0	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:0)
4144626	r0358	4136567 4137144	4137584 4136538 4137025	-1.0 -1.0	1.0 1.0 1.0	Glycolysis / Glyconeogenesis EC:2.7.1.1
4144628	NH4tex	4138706	4138706	-1.0	1.0	Ammonia transport via diffusion (extracellular to periplasm)
4144630	CDS_18_1_18_2	4137584 4136512 4138902	4135278 4139297	-1.0 -1.0 -1.0	1.0 1.0	CDS 18 1 18 2
4144633	HP	4137584 4137788 4137590	4137790 4139255	-1.0 -1.0 -1.0	1.0 1.0	Histidinol-phosphatase, cytosol
4144642	r0355	4136567 4137397	4137584 4136538 4137242	-1.0 -1.0	1.0 1.0 1.0	Glycolysis / Glyconeogenesis EC:2.7.1.1
4144643	r1686	4137918 4138666 4137441	4137918 4137441 4138666	-1.0 -1.0 -1.0	1.0 1.0 1.0	Y+LAT2 Utilized transport
4144645	CDS_18_1_18_1	4138901 4136512 4137584	4135277 4139297	-1.0 -1.0 -1.0	1.0 1.0	CDS 18 1 18 1
4144648	DARBt3ipp	4134906 4137584	4137584 4134906	-1.0 -1.0	1.0 1.0	D-arabinose transport via proton antiport (periplasm)
4144651	EX_istnt_e	4137964		-1.0		Isethionate exchange
4144653	PCHOL_HSter	4139034	4139034	-1.0	1.0	PCHOL HSter
4144656	r0354	4137967 4137397	4137909 4137242 4137584	-1.0 -1.0	1.0 1.0 1.0	Glycolysis / Glyconeogenesis EC:2.7.1.1
4144657	r1685	4138666 4137441 4137812	4138666 4137812 4137441	-1.0 -1.0 -1.0	1.0 1.0 1.0	Y+LAT2 Utilized transport
4144658	Clt	4136326	4136326	-1.0	1.0	Clt
4144774	r0357	4137967 4137144	4137025 4137584 4137909	-1.0 -1.0	1.0 1.0 1.0	Glycolysis / Glyconeogenesis EC:2.7.1.1
4144775	r1687	4137441 4138666 4134800	4134800 4137441 4138666	-1.0 -1.0 -1.0	1.0 1.0 1.0	Y+LAT2 Utilized transport
4144776	r1682	4138666 4137441 4134951	4138666 4134951 4137441	-1.0 -1.0 -1.0	1.0 1.0 1.0	Y+LAT2 Utilized transport
4144777	HPYRDC	4137832 4137584	4137333 4136377	-1.0 -1.0	1.0 1.0	HPYRDC
4144783	INOSTtpp	4137935 4137584	4137584 4137935	-1.0 -1.0	1.0 1.0	Myo-inositol transport
4144802	r1681	4137441 4138666 4139347	4138666 4139347 4137441	-1.0 -1.0 -1.0	1.0 1.0 1.0	Y+LAT2 Utilized transport
4144803	DASYN181	4138856 4136512 4137584	4139297 4135290	-1.0 -1.0 -1.0	1.0 1.0	CDP-diacylglycerol synthetase (n-C18:1)
4144805	r1684	4139915 4138666 4137441	4139915 4138666 4137441	-1.0 -1.0 -1.0	1.0 1.0 1.0	Y+LAT2 Utilized transport
4144806	DASYN180	4138851 4136512 4137584	4135299 4139297	-1.0 -1.0 -1.0	1.0 1.0	CDP-diacylglycerol synthetase (n-C18:0)
4144808	r1683	4137441 4138666 4140171	4140171 4138666 4137441	-1.0 -1.0 -1.0	1.0 1.0 1.0	Y+LAT2 Utilized transport
4144809	r1680	4138666 4138179 4137441	4138666 4137441 4138179	-1.0 -1.0 -1.0	1.0 1.0 1.0	Y+LAT2 Utilized transport
4144810	DABAAT	4134061 4137584 4134791	4137432 4134959	-1.0 -2.0 -1.0	1.0 1.0	DABAAT
4144819	HSPMS	4139439	4137863 4138706	-2.0	1.0 1.0	HSPMS
4144822	PI34P5K_18_0_20_4	4138940 4134977	4137584 4134734 4138922	-1.0 -1.0	1.0 1.0 1.0	PI34P5K 18 0 20 4
4144825	3SPYRSP	4137590 4134402	4139690 4139456 4137584	-1.0 -1.0	1.0 1.0 1.0	3SPYRSP
4144829	PGPPH_BS	4137590 4139176	4139255 4139172	-1.0 -0.01	1.0 0.01	Phosphatidylglycerophosphate phosphohydrolase
4144830	EX_34dhbz_e	4134213		-1.0		EX 34dhbz LPAREN e RPAREN 
4144833	ENMAN6g	4137590 4137216	4137391 4138330	-1.0 -1.0	1.0 1.0	ENMAN6g
4144836	TAGAH18111Z18111Z18111Z	4139805 4137590	4137584 4138777 4133944	-1.0 -1.0	1.0 1.0 1.0	Triacylglycerol acylhydrolase (18:1(11Z)/18:1(11Z)/18:1(11Z))
4144839	TTCCOAtx	4140003	4140003	-1.0	1.0	Fatty acid intracellular transport
4144842	MDHx	4138754 4137584 4138673	4138672 4138378	-1.0 -1.0 -1.0	1.0 1.0	Malate dehydrogenase (NAD)
4144844	EX_ps_hs_e	4139384		-1.0		EX ps hs e
4144847	r0366	4137590 4134705	4139021 4137628	-1.0 -1.0	1.0 1.0	[Acyl-carrier-protein] 4-pantetheine-phosphohydrolase Pantothenate and CoA biosynthesis EC:3.1.4.14
4144849	EX_unknown_rbfdeg_e	4140151		-1.0		EX unknown rbfdeg LPAREN e RPAREN 
4144852	r0365	4134331 4138672	4138601 4137584 4138673	-1.0 -1.0	1.0 1.0 1.0	3-hydroxypropanoate:NAD+ oxidoreductase beta-Alanine metabolism / Propanoate metabolism EC:1.1.1.59
4144854	r1696	4134800 4138666 4139347	4134800 4138666 4139347	-1.0 -1.0 -1.0	1.0 1.0 1.0	Y+LAT2 Utilized transport
4144855	GASNASEly	4137590 4139567	4139566 4134954	-1.0 -1.0	1.0 1.0	GASNASEly
4144858	r0368	4137628 4136379	4139024 4134705	-1.0 -1.0	1.0 1.0	CoA:apo-[acyl-carrier-protein] pantetheinephosphotransferase Pantothenate and CoA biosynthesis EC:2.7.8.7
4144860	r1698	4134800 4140171 4138666	4138666 4140171 4134800	-1.0 -1.0 -1.0	1.0 1.0 1.0	Y+LAT2 Utilized transport
4144861	Ht	4137584	4137584	-1.0	1.0	Ht
4144895	MDHy	4138378 4138674	4138675 4138754 4137584	-1.0 -1.0	1.0 1.0 1.0	MDHy
4144902	r1693	4134800 4138666 4140022	4134800 4138666 4140022	-1.0 -1.0 -1.0	1.0 1.0 1.0	Y+LAT2 Utilized transport
