ID	Entry	Name	Reference	Formula	Compartment ID	Compartment	Compartment (Integrated)	Model Metabolite ID	Model Metabolite Entry	Type	Bondary
1807350	M_6dg_c@MODELID_222668	D-Gal-alpha-1->6D-Glucose		C12H22O11	1807178	C_c@MODELID_222668	CYTOSOL	2580582	6dg@MODELID_222668	SPECIE	
1807349	M_acorn_m@MODELID_222668	N2-Acetyl-L-ornithine		C7H14N2O3	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580397	acorn@MODELID_222668	SPECIE	
1807348	M_ribflv_e@MODELID_222668	Riboflavin		C17H20N4O6	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580694	ribflv@MODELID_222668	SPECIE	
1807339	M_amet_n@MODELID_222668	S-Adenosyl-L-methionine		C15H23N6O5S	1807177	C_n@MODELID_222668	NUCLEUS	2580379	amet@MODELID_222668	SPECIE	
1807338	M_gua_c@MODELID_222668	Guanine		C5H5N5O	1807178	C_c@MODELID_222668	CYTOSOL	2580244	gua@MODELID_222668	SPECIE	
1807337	M_amet_m@MODELID_222668	S-Adenosyl-L-methionine		C15H23N6O5S	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580379	amet@MODELID_222668	SPECIE	
1807336	M_gua_b@MODELID_222668	Guanine		C5H5N5O	1807180	C_e@MODELID_222668	BOUNDARY	2580244	gua@MODELID_222668	SPECIE	
1807343	M_sphgn_c@MODELID_222668	Sphinganine		C18H40NO2	1807178	C_c@MODELID_222668	CYTOSOL	2580278	sphgn@MODELID_222668	SPECIE	
1807342	M_ribflv_m@MODELID_222668	Riboflavin		C17H20N4O6	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580694	ribflv@MODELID_222668	SPECIE	
1807341	M_tyrtrna_c@MODELID_222668	L-Tyrosyl-tRNA(Tyr)		C9H10NO2R	1807178	C_c@MODELID_222668	CYTOSOL	2580373	tyrtrna@MODELID_222668	SPECIE	
1807340	M_3otdcoa_x@MODELID_222668	_3-Oxotetradecanoyl-CoA		C35H56N7O18P3S	1807183	C_x@MODELID_222668	PEROXISOME	2580415	3otdcoa@MODELID_222668	SPECIE	
1807331	M_tyrtrna_m@MODELID_222668	L-Tyrosyl-tRNA(Tyr)		C9H10NO2R	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580373	tyrtrna@MODELID_222668	SPECIE	
1807330	M_n4abutn_c@MODELID_222668	N4-Acetylaminobutanal		C6H11NO2	1807178	C_c@MODELID_222668	CYTOSOL	2580210	n4abutn@MODELID_222668	SPECIE	
1807329	M_amet_e@MODELID_222668	S-Adenosyl-L-methionine		C15H23N6O5S	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580379	amet@MODELID_222668	SPECIE	
1807328	M_gua_m@MODELID_222668	Guanine		C5H5N5O	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580244	gua@MODELID_222668	SPECIE	
1807335	M_am6sa_c@MODELID_222668	_2-Aminomuconate 6-semialdehyde		C6H7NO3	1807178	C_c@MODELID_222668	CYTOSOL	2580177	am6sa@MODELID_222668	SPECIE	
1807334	M_lystrna_c@MODELID_222668	L-Lysine-tRNA (Lys)		C6H14N2OR	1807178	C_c@MODELID_222668	CYTOSOL	2580059	lystrna@MODELID_222668	SPECIE	
1807333	M_gua_e@MODELID_222668	Guanine		C5H5N5O	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580244	gua@MODELID_222668	SPECIE	
1807332	M_air_c@MODELID_222668	_5-amino-1-(5-phospho-D-ribosyl)imidazole		C8H12N3O7P	1807178	C_c@MODELID_222668	CYTOSOL	2580265	air@MODELID_222668	SPECIE	
1807387	M_glyc_b@MODELID_222668	Glycerol		C3H8O3	1807180	C_e@MODELID_222668	BOUNDARY	2580489	glyc@MODELID_222668	SPECIE	
1807386	M_pa_SC_m@MODELID_222668	Phosphatidate, yeast-specific		C3540H6544O800P100	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580214	pa_SC@MODELID_222668	SPECIE	
1807385	M_fmn_e@MODELID_222668	FMN		C17H19N4O9P	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580130	fmn@MODELID_222668	SPECIE	
1807384	M_pa_SC_c@MODELID_222668	Phosphatidate, yeast-specific		C3540H6544O800P100	1807178	C_c@MODELID_222668	CYTOSOL	2580214	pa_SC@MODELID_222668	SPECIE	
1807391	M_cdp_c@MODELID_222668	CDP		C9H12N3O11P2	1807178	C_c@MODELID_222668	CYTOSOL	2580070	cdp@MODELID_222668	SPECIE	
1807390	M_allphn_c@MODELID_222668	Allophanate		C2H3N2O3	1807178	C_c@MODELID_222668	CYTOSOL	2580638	allphn@MODELID_222668	SPECIE	
1807389	M_prbatp_c@MODELID_222668	_1-(5-Phosphoribosyl)-ATP		C15H19N5O20P4	1807178	C_c@MODELID_222668	CYTOSOL	2580457	prbatp@MODELID_222668	SPECIE	
1807388	M_glyc_c@MODELID_222668	Glycerol		C3H8O3	1807178	C_c@MODELID_222668	CYTOSOL	2580489	glyc@MODELID_222668	SPECIE	
1807379	M_orot_c@MODELID_222668	Orotate		C5H3N2O4	1807178	C_c@MODELID_222668	CYTOSOL	2580585	orot@MODELID_222668	SPECIE	
1807378	M_octeACP_c@MODELID_222668	cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)		C29H53N2O8PRS	1807178	C_c@MODELID_222668	CYTOSOL	2580090	octeACP@MODELID_222668	SPECIE	
1807377	M_udp_c@MODELID_222668	UDP		C9H11N2O12P2	1807178	C_c@MODELID_222668	CYTOSOL	2580658	udp@MODELID_222668	SPECIE	
1807376	M_spmd_c@MODELID_222668	Spermidine		C7H22N3	1807178	C_c@MODELID_222668	CYTOSOL	2580125	spmd@MODELID_222668	SPECIE	
1807383	M_dcyt_b@MODELID_222668	Deoxycytidine		C9H13N3O4	1807180	C_e@MODELID_222668	BOUNDARY	2580687	dcyt@MODELID_222668	SPECIE	
1807382	M_fmn_c@MODELID_222668	FMN		C17H19N4O9P	1807178	C_c@MODELID_222668	CYTOSOL	2580130	fmn@MODELID_222668	SPECIE	
1807381	M_fmn_b@MODELID_222668	FMN		C17H19N4O9P	1807180	C_e@MODELID_222668	BOUNDARY	2580130	fmn@MODELID_222668	SPECIE	
1807380	M_cdp_n@MODELID_222668	CDP		C9H12N3O11P2	1807177	C_n@MODELID_222668	NUCLEUS	2580070	cdp@MODELID_222668	SPECIE	
1807371	M_melib_e@MODELID_222668	Melibiose		C12H22O11	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580659	melib@MODELID_222668	SPECIE	
1807370	M_cbasp_n@MODELID_222668	N-Carbamoyl-L-aspartate		C5H6N2O5	1807177	C_n@MODELID_222668	NUCLEUS	2580062	cbasp@MODELID_222668	SPECIE	
1807369	M_dcyt_e@MODELID_222668	Deoxycytidine		C9H13N3O4	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580687	dcyt@MODELID_222668	SPECIE	
1807368	M_cbasp_c@MODELID_222668	N-Carbamoyl-L-aspartate		C5H6N2O5	1807178	C_c@MODELID_222668	CYTOSOL	2580062	cbasp@MODELID_222668	SPECIE	
1807375	M_spmd_b@MODELID_222668	Spermidine		C7H22N3	1807180	C_e@MODELID_222668	BOUNDARY	2580125	spmd@MODELID_222668	SPECIE	
1807374	M_ddca_c@MODELID_222668	Dodecanoate (n-C12:0)		C12H23O2	1807178	C_c@MODELID_222668	CYTOSOL	2580195	ddca@MODELID_222668	SPECIE	
1807373	M_dcyt_c@MODELID_222668	Deoxycytidine		C9H13N3O4	1807178	C_c@MODELID_222668	CYTOSOL	2580687	dcyt@MODELID_222668	SPECIE	
1807372	M_spmd_e@MODELID_222668	Spermidine		C7H22N3	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580125	spmd@MODELID_222668	SPECIE	
1807363	M_ac_b@MODELID_222668	Acetate		C2H3O2	1807180	C_e@MODELID_222668	BOUNDARY	2580065	ac@MODELID_222668	SPECIE	
1807362	M_3hacoa_x@MODELID_222668	(S)-3-Hydroxyacyl-CoA		C24H35N7O18P3RS	1807183	C_x@MODELID_222668	PEROXISOME	2580286	3hacoa@MODELID_222668	SPECIE	
1807361	M_ac_e@MODELID_222668	Acetate		C2H3O2	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580065	ac@MODELID_222668	SPECIE	
1807360	M_ru5p_DASH_D_c@MODELID_222668	D-Ribulose 5-phosphate		C5H9O8P	1807178	C_c@MODELID_222668	CYTOSOL	2580140	ru5p_DASH_D@MODELID_222668	SPECIE	
1807367	M_udp_n@MODELID_222668	UDP		C9H11N2O12P2	1807177	C_n@MODELID_222668	NUCLEUS	2580658	udp@MODELID_222668	SPECIE	
1807366	M_xan_e@MODELID_222668	Xanthine		C5H4N4O2	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580493	xan@MODELID_222668	SPECIE	
1807365	M_urdglyc_c@MODELID_222668	(-)-Ureidoglycolate		C3H5N2O4	1807178	C_c@MODELID_222668	CYTOSOL	2580368	urdglyc@MODELID_222668	SPECIE	
1807364	M_4h2oglt_c@MODELID_222668	_4-Hydroxy-2-oxoglutarate		C5H4O6	1807178	C_c@MODELID_222668	CYTOSOL	2580295	4h2oglt@MODELID_222668	SPECIE	
1807419	M_fdp_c@MODELID_222668	D-Fructose 1,6-bisphosphate		C6H10O12P2	1807178	C_c@MODELID_222668	CYTOSOL	2580616	fdp@MODELID_222668	SPECIE	
1807418	M_ap4g_c@MODELID_222668	P1-(5'-adenosyl),P4-(5'-guanosyl) tetraphosphate		C20H24N10O20P4	1807178	C_c@MODELID_222668	CYTOSOL	2580554	ap4g@MODELID_222668	SPECIE	
1807417	M_alpam_m@MODELID_222668	S-aminomethyldihydrolipoamide		C9H21N2OS2	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580226	alpam@MODELID_222668	SPECIE	
1807416	M_pnto_DASH_R_e@MODELID_222668	(R)-Pantothenate		C9H16NO5	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580487	pnto_DASH_R@MODELID_222668	SPECIE	
1807423	M_3dhsk_c@MODELID_222668	_3-Dehydroshikimate		C7H7O5	1807178	C_c@MODELID_222668	CYTOSOL	2580459	3dhsk@MODELID_222668	SPECIE	
1807422	M_dad_DASH_2_e@MODELID_222668	Deoxyadenosine		C10H13N5O3	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580337	dad_DASH_2@MODELID_222668	SPECIE	
1807421	M_dad_DASH_2_c@MODELID_222668	Deoxyadenosine		C10H13N5O3	1807178	C_c@MODELID_222668	CYTOSOL	2580337	dad_DASH_2@MODELID_222668	SPECIE	
1807420	M_dad_DASH_2_b@MODELID_222668	Deoxyadenosine		C10H13N5O3	1807180	C_e@MODELID_222668	BOUNDARY	2580337	dad_DASH_2@MODELID_222668	SPECIE	
1807411	M_hcit_n@MODELID_222668	_2-Hydroxybutane-1,2,4-tricarboxylate		C7H7O7	1807177	C_n@MODELID_222668	NUCLEUS	2580599	hcit@MODELID_222668	SPECIE	
1807410	M_drib_c@MODELID_222668	Deoxyribose		C5H10O4	1807178	C_c@MODELID_222668	CYTOSOL	2580391	drib@MODELID_222668	SPECIE	
1807409	M_dhlam_m@MODELID_222668	Dihydrolipoamide		C8H17NOS2	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580569	dhlam@MODELID_222668	SPECIE	
1807408	M_tre6p_c@MODELID_222668	alpha,alpha'-Trehalose 6-phosphate		C12H21O14P	1807178	C_c@MODELID_222668	CYTOSOL	2580116	tre6p@MODELID_222668	SPECIE	
1807415	M_oh1_c@MODELID_222668	hydroxide ion		HO	1807178	C_c@MODELID_222668	CYTOSOL	2580299	oh1@MODELID_222668	SPECIE	
1807414	M_pnto_DASH_R_b@MODELID_222668	(R)-Pantothenate		C9H16NO5	1807180	C_e@MODELID_222668	BOUNDARY	2580487	pnto_DASH_R@MODELID_222668	SPECIE	
1807413	M_hcit_m@MODELID_222668	_2-Hydroxybutane-1,2,4-tricarboxylate		C7H7O7	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580599	hcit@MODELID_222668	SPECIE	
1807412	M_pnto_DASH_R_c@MODELID_222668	(R)-Pantothenate		C9H16NO5	1807178	C_c@MODELID_222668	CYTOSOL	2580487	pnto_DASH_R@MODELID_222668	SPECIE	
1807403	M_sucr_e@MODELID_222668	Sucrose		C12H22O11	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580450	sucr@MODELID_222668	SPECIE	
1807402	M_so4_c@MODELID_222668	Sulfate		O4S	1807178	C_c@MODELID_222668	CYTOSOL	2580276	so4@MODELID_222668	SPECIE	
1807401	M_so4_b@MODELID_222668	Sulfate		O4S	1807180	C_e@MODELID_222668	BOUNDARY	2580276	so4@MODELID_222668	SPECIE	
1807400	M_acrn_c@MODELID_222668	O-Acetylcarnitine		C9H17NO4	1807178	C_c@MODELID_222668	CYTOSOL	2580372	acrn@MODELID_222668	SPECIE	
1807407	M_melib_c@MODELID_222668	Melibiose		C12H22O11	1807178	C_c@MODELID_222668	CYTOSOL	2580659	melib@MODELID_222668	SPECIE	
1807406	M_melib_b@MODELID_222668	Melibiose		C12H22O11	1807180	C_e@MODELID_222668	BOUNDARY	2580659	melib@MODELID_222668	SPECIE	
1807405	M_h2s_c@MODELID_222668	Hydrogen sulfide		H2S	1807178	C_c@MODELID_222668	CYTOSOL	2580187	h2s@MODELID_222668	SPECIE	
1807404	M_cer2_APOS__24_c@MODELID_222668	Ceramide-2' (Sphinganine:n-C24:0OH)		C42H85NO4	1807178	C_c@MODELID_222668	CYTOSOL	2580648	cer2_APOS__24@MODELID_222668	SPECIE	
1807395	M_hexccoa_x@MODELID_222668	Hexacosanoyl-CoA (n-C26:0CoA)		C47H82N7O17P3S	1807183	C_x@MODELID_222668	PEROXISOME	2580607	hexccoa@MODELID_222668	SPECIE	
1807394	M_sucr_b@MODELID_222668	Sucrose		C12H22O11	1807180	C_e@MODELID_222668	BOUNDARY	2580450	sucr@MODELID_222668	SPECIE	
1807393	M_sucr_c@MODELID_222668	Sucrose		C12H22O11	1807178	C_c@MODELID_222668	CYTOSOL	2580450	sucr@MODELID_222668	SPECIE	
1807392	M_glyc_e@MODELID_222668	Glycerol		C3H8O3	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580489	glyc@MODELID_222668	SPECIE	
1807399	M_35cimp_c@MODELID_222668	_3',5'-Cyclic IMP		C10H10N4O7P	1807178	C_c@MODELID_222668	CYTOSOL	2580665	35cimp@MODELID_222668	SPECIE	
1807398	M_so4_e@MODELID_222668	Sulfate		O4S	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580276	so4@MODELID_222668	SPECIE	
1807397	M_for_m@MODELID_222668	Formate		CH1O2	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580167	for@MODELID_222668	SPECIE	
1807396	M_acrn_m@MODELID_222668	O-Acetylcarnitine		C9H17NO4	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580372	acrn@MODELID_222668	SPECIE	
1807451	M_hmbil_c@MODELID_222668	Hydroxymethylbilane		C40H38N4O17	1807178	C_c@MODELID_222668	CYTOSOL	2580056	hmbil@MODELID_222668	SPECIE	
1807450	M_pepd_e@MODELID_222668	peptide		C2H4NO2RC2H2NOR	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580486	pepd@MODELID_222668	SPECIE	
1807449	M_tdecoa_c@MODELID_222668	Tetradecenoyl-CoA (n-C14:1CoA)		C35H56N7O17P3S	1807178	C_c@MODELID_222668	CYTOSOL	2580512	tdecoa@MODELID_222668	SPECIE	
1807448	M_his_DASH_L_e@MODELID_222668	L-Histidine		C6H9N3O2	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580296	his_DASH_L@MODELID_222668	SPECIE	
1807455	M_leutrna_c@MODELID_222668	L-Leucyl-tRNA(Leu)		C6H12NOR	1807178	C_c@MODELID_222668	CYTOSOL	2580190	leutrna@MODELID_222668	SPECIE	
1807454	M_2cpr5p_c@MODELID_222668	_1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate		C12H13NO9P	1807178	C_c@MODELID_222668	CYTOSOL	2580157	2cpr5p@MODELID_222668	SPECIE	
1807453	M_pheme_m@MODELID_222668	Protoheme		C34H30FeN4O4	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580319	pheme@MODELID_222668	SPECIE	
1807452	M_fgam_c@MODELID_222668	N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide		C8H13N2O9P	1807178	C_c@MODELID_222668	CYTOSOL	2580126	fgam@MODELID_222668	SPECIE	
1807443	M_his_DASH_L_m@MODELID_222668	L-Histidine		C6H9N3O2	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580296	his_DASH_L@MODELID_222668	SPECIE	
1807442	M_ade_c@MODELID_222668	Adenine		C5H5N5	1807178	C_c@MODELID_222668	CYTOSOL	2580148	ade@MODELID_222668	SPECIE	
1807441	M_fru_b@MODELID_222668	D-Fructose		C6H12O6	1807180	C_e@MODELID_222668	BOUNDARY	2580234	fru@MODELID_222668	SPECIE	
1807440	M_fru_c@MODELID_222668	D-Fructose		C6H12O6	1807178	C_c@MODELID_222668	CYTOSOL	2580234	fru@MODELID_222668	SPECIE	
1807447	M_ade_m@MODELID_222668	Adenine		C5H5N5	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580148	ade@MODELID_222668	SPECIE	
1807446	M_his_DASH_L_b@MODELID_222668	L-Histidine		C6H9N3O2	1807180	C_e@MODELID_222668	BOUNDARY	2580296	his_DASH_L@MODELID_222668	SPECIE	
1807445	M_his_DASH_L_c@MODELID_222668	L-Histidine		C6H9N3O2	1807178	C_c@MODELID_222668	CYTOSOL	2580296	his_DASH_L@MODELID_222668	SPECIE	
1807444	M_tagdp_DASH_D_c@MODELID_222668	D-Tagatose 1,6-biphosphate		C6H10O12P2	1807178	C_c@MODELID_222668	CYTOSOL	2580158	tagdp_DASH_D@MODELID_222668	SPECIE	
1807435	M_ade_b@MODELID_222668	Adenine		C5H5N5	1807180	C_e@MODELID_222668	BOUNDARY	2580148	ade@MODELID_222668	SPECIE	
1807434	M_fmn_m@MODELID_222668	FMN		C17H19N4O9P	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580130	fmn@MODELID_222668	SPECIE	
1807433	M_octeACP_m@MODELID_222668	cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)		C29H53N2O8PRS	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580090	octeACP@MODELID_222668	SPECIE	
1807432	M_trptrna_c@MODELID_222668	L-Tryptophanyl-tRNA(Trp)		C11H11N2OR	1807178	C_c@MODELID_222668	CYTOSOL	2580093	trptrna@MODELID_222668	SPECIE	
1807439	M_ade_e@MODELID_222668	Adenine		C5H5N5	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580148	ade@MODELID_222668	SPECIE	
1807438	M_pepd_c@MODELID_222668	peptide		C2H4NO2RC2H2NOR	1807178	C_c@MODELID_222668	CYTOSOL	2580486	pepd@MODELID_222668	SPECIE	
1807437	M_pepd_b@MODELID_222668	peptide		C2H4NO2RC2H2NOR	1807180	C_e@MODELID_222668	BOUNDARY	2580486	pepd@MODELID_222668	SPECIE	
1807436	M_fru_e@MODELID_222668	D-Fructose		C6H12O6	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580234	fru@MODELID_222668	SPECIE	
1807427	M_3hddcoa_x@MODELID_222668	(S)-3-Hydroxydodecanoyl-CoA		C33H54N7O18P3S	1807183	C_x@MODELID_222668	PEROXISOME	2580472	3hddcoa@MODELID_222668	SPECIE	
1807426	M_NPmehis_c@MODELID_222668	N(pai)-Methyl-L-histidine		C7H11N3O2	1807178	C_c@MODELID_222668	CYTOSOL	2580491	NPmehis@MODELID_222668	SPECIE	
1807425	M_ohpb_c@MODELID_222668	_2-Oxo-3-hydroxy-4-phosphobutanoate		C4H4O8P	1807178	C_c@MODELID_222668	CYTOSOL	2580343	ohpb@MODELID_222668	SPECIE	
1807424	M_oh1_m@MODELID_222668	hydroxide ion		HO	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580299	oh1@MODELID_222668	SPECIE	
1807431	M_4mhetz_c@MODELID_222668	_4-Methyl-5-(2-hydroxyethyl)-thiazole		C6H9NOS	1807178	C_c@MODELID_222668	CYTOSOL	2580135	4mhetz@MODELID_222668	SPECIE	
1807430	M_2dr5p_c@MODELID_222668	_2-Deoxy-D-ribose 5-phosphate		C5H9O7P	1807178	C_c@MODELID_222668	CYTOSOL	2580374	2dr5p@MODELID_222668	SPECIE	
1807429	M_glucys_c@MODELID_222668	gamma-L-Glutamyl-L-cysteine		C8H13N2O5S	1807178	C_c@MODELID_222668	CYTOSOL	2580285	glucys@MODELID_222668	SPECIE	
1807428	M_trptrna_m@MODELID_222668	L-Tryptophanyl-tRNA(Trp)		C11H11N2OR	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580093	trptrna@MODELID_222668	SPECIE	
1807483	M_man_e@MODELID_222668	D-Mannose		C6H12O6	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580279	man@MODELID_222668	SPECIE	
1807482	M_abt_e@MODELID_222668	L-Arabinitol		C5H12O5	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580111	abt@MODELID_222668	SPECIE	
1807481	M_abt_b@MODELID_222668	L-Arabinitol		C5H12O5	1807180	C_e@MODELID_222668	BOUNDARY	2580111	abt@MODELID_222668	SPECIE	
1807480	M_man_c@MODELID_222668	D-Mannose		C6H12O6	1807178	C_c@MODELID_222668	CYTOSOL	2580279	man@MODELID_222668	SPECIE	
1807487	M_xylt_c@MODELID_222668	Xylitol		C5H12O5	1807178	C_c@MODELID_222668	CYTOSOL	2580108	xylt@MODELID_222668	SPECIE	
1807486	M_cbp_n@MODELID_222668	Carbamoyl phosphate		CH2NO5P	1807177	C_n@MODELID_222668	NUCLEUS	2580685	cbp@MODELID_222668	SPECIE	
1807485	M_acrn_x@MODELID_222668	O-Acetylcarnitine		C9H17NO4	1807183	C_x@MODELID_222668	PEROXISOME	2580372	acrn@MODELID_222668	SPECIE	
1807484	M_trnatrp_c@MODELID_222668	tRNA(Trp)		R	1807178	C_c@MODELID_222668	CYTOSOL	2580462	trnatrp@MODELID_222668	SPECIE	
1807475	M_accoa_c@MODELID_222668	Acetyl-CoA		C23H34N7O17P3S	1807178	C_c@MODELID_222668	CYTOSOL	2580634	accoa@MODELID_222668	SPECIE	
1807474	M_ddcaACP_c@MODELID_222668	Dodecanoyl-ACP (n-C12:0ACP)		C23H43N2O8PRS	1807178	C_c@MODELID_222668	CYTOSOL	2580185	ddcaACP@MODELID_222668	SPECIE	
1807473	M_cdpdag_SC_c@MODELID_222668	CDPdiacylglycerol, yeast-specific		C4440H7744N300O1500P200	1807178	C_c@MODELID_222668	CYTOSOL	2580591	cdpdag_SC@MODELID_222668	SPECIE	
1807472	M_hxc2coa_x@MODELID_222668	trans-Hexacos-2-enoyl-CoA		C47H80N7O17P3S	1807183	C_x@MODELID_222668	PEROXISOME	2580057	hxc2coa@MODELID_222668	SPECIE	
1807479	M_abt_c@MODELID_222668	L-Arabinitol		C5H12O5	1807178	C_c@MODELID_222668	CYTOSOL	2580111	abt@MODELID_222668	SPECIE	
1807478	M_trnatrp_m@MODELID_222668	tRNA(Trp)		R	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580462	trnatrp@MODELID_222668	SPECIE	
1807477	M_man_b@MODELID_222668	D-Mannose		C6H12O6	1807180	C_e@MODELID_222668	BOUNDARY	2580279	man@MODELID_222668	SPECIE	
1807476	M_glx_x@MODELID_222668	Glyoxylate		C2H1O3	1807183	C_x@MODELID_222668	PEROXISOME	2580073	glx@MODELID_222668	SPECIE	
1807467	M_ddcaACP_m@MODELID_222668	Dodecanoyl-ACP (n-C12:0ACP)		C23H43N2O8PRS	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580185	ddcaACP@MODELID_222668	SPECIE	
1807466	M_cdpdag_SC_m@MODELID_222668	CDPdiacylglycerol, yeast-specific		C4440H7744N300O1500P200	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580591	cdpdag_SC@MODELID_222668	SPECIE	
1807465	M_sprm_b@MODELID_222668	Spermine		C10H30N4	1807180	C_e@MODELID_222668	BOUNDARY	2580293	sprm@MODELID_222668	SPECIE	
1807464	M_cer3_26_c@MODELID_222668	Ceramide-3 (Phytosphingosine:n-C26:0OH)		C44H89NO5	1807178	C_c@MODELID_222668	CYTOSOL	2580361	cer3_26@MODELID_222668	SPECIE	
1807471	M_hexc_x@MODELID_222668	hexacosanoate (n-C26:0)		C26H51O2	1807183	C_x@MODELID_222668	PEROXISOME	2580143	hexc@MODELID_222668	SPECIE	
1807470	M_sprm_e@MODELID_222668	Spermine		C10H30N4	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580293	sprm@MODELID_222668	SPECIE	
1807469	M_accoa_m@MODELID_222668	Acetyl-CoA		C23H34N7O17P3S	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580634	accoa@MODELID_222668	SPECIE	
1807468	M_4fumacac_c@MODELID_222668	_4-Fumarylacetoacetate		C8H6O6	1807178	C_c@MODELID_222668	CYTOSOL	2580165	4fumacac@MODELID_222668	SPECIE	
1807459	M_pydx5p_c@MODELID_222668	Pyridoxal 5'-phosphate		C8H8NO6P	1807178	C_c@MODELID_222668	CYTOSOL	2580398	pydx5p@MODELID_222668	SPECIE	
1807458	M_argsuc_c@MODELID_222668	N(omega)-(L-Arginino)succinate		C10H17N4O6	1807178	C_c@MODELID_222668	CYTOSOL	2580671	argsuc@MODELID_222668	SPECIE	
1807457	M_ametam_c@MODELID_222668	S-Adenosylmethioninamine		C14H24N6O3S	1807178	C_c@MODELID_222668	CYTOSOL	2580199	ametam@MODELID_222668	SPECIE	
1807456	M_accoa_x@MODELID_222668	Acetyl-CoA		C23H34N7O17P3S	1807183	C_x@MODELID_222668	PEROXISOME	2580634	accoa@MODELID_222668	SPECIE	
1807463	M_2mahmp_c@MODELID_222668	_2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate		C6H8N3O7P2	1807178	C_c@MODELID_222668	CYTOSOL	2580465	2mahmp@MODELID_222668	SPECIE	
1807462	M_sprm_c@MODELID_222668	Spermine		C10H30N4	1807178	C_c@MODELID_222668	CYTOSOL	2580293	sprm@MODELID_222668	SPECIE	
1807461	M_25dhpp_c@MODELID_222668	_2,5-Diamino-6-hydroxy-4-(5'-phosphoribosylamino)-pyrimidine		C9H14N5O8P	1807178	C_c@MODELID_222668	CYTOSOL	2580411	25dhpp@MODELID_222668	SPECIE	
1807460	M_accoa_n@MODELID_222668	Acetyl-CoA		C23H34N7O17P3S	1807177	C_n@MODELID_222668	NUCLEUS	2580634	accoa@MODELID_222668	SPECIE	
1807515	M_trdox_m@MODELID_222668	Oxidized thioredoxin		X	1807176	C_m@MODELID_222668	MITOCHONDRIA	2580144	trdox@MODELID_222668	SPECIE	
1807514	M_hdcea_x@MODELID_222668	Hexadecenoate (n-C16:1)		C16H29O2	1807183	C_x@MODELID_222668	PEROXISOME	2580068	hdcea@MODELID_222668	SPECIE	
1807513	M_xyl_DASH_D_e@MODELID_222668	D-Xylose		C5H10O5	1807180	C_e@MODELID_222668	EXTRACELLULAR	2580544	xyl_DASH_D@MODELID_222668	SPECIE	
1807512	M_phpyr_c@MODELID_222668	Phenylpyruvate		C9H7O3	1807178	C_c@MODELID_222668	CYTOSOL	2580170	phpyr@MODELID_222668	SPECIE	
1807519	M_thymd_b@MODELID_222668	Thymidine		C10H14N2O5	1807180	C_e@MODELID_222668	BOUNDARY	2580439	thymd@MODELID_222668	SPECIE	
1807518	M_adp_g@MODELID_222668	ADP		C10H12N5O10P2	1807181	C_g@MODELID_222668	GOLGI	2580153	adp@MODELID_222668	SPECIE	
