Id	Entry	ScientificName	ParentId	Models
2991621	txid45131	Botryosphaeriaceae	2991622	
2991622	txid451869	Botryosphaeriales	2991623	
2991623	txid159987	Dothideomycetes incertae sedis	2989965	
2991624	txid411154	Gramella forsetii KT0803	2991625	4014392
2991625	txid411153	Gramella forsetii	2990633	
2991626	txid1545728	Mycobacterium sp. EPa45	2844026	3947317
2991627	txid1500686	Pseudomonas sp. Os17	2844004	3827452
2991628	txid886293	Singulisphaera acidiphila DSM 18658	2991629	4012163
2991629	txid466153	Singulisphaera acidiphila	2991630	
2991630	txid466152	Singulisphaera	2991631	
2991631	txid1763524	Isosphaeraceae	2990321	
2991632	txid386585	Escherichia coli O157:H7 str. Sakai	2989841	3790664
2991633	txid1160717	Salmonella enterica subsp. enterica serovar Heidelberg str. B182	2991634	3805220
2991634	txid611	Salmonella enterica subsp. enterica serovar Heidelberg	2844020	
2991635	txid243230	Deinococcus radiodurans R1	2991636	4009733
2991636	txid1299	Deinococcus radiodurans	2990023	
2991637	txid579112	Vibrio cholerae M66-2	2990486	3812689
2991638	txid595496	Escherichia coli BW2952	2804502	4090781 3790661
2991639	txid1136179	Rhodococcus erythropolis CCM2595	2991169	3950880
2991640	txid644651	Erwinia pyrifoliae DSM 12163	2991641	3809868
2991641	txid79967	Erwinia pyrifoliae	2991415	
2991642	txid1082931	Pelagibacterium halotolerans B2	2991643	3871279
2991643	txid531813	Pelagibacterium halotolerans	2991644	
2991644	txid1082930	Pelagibacterium	2990925	
2991645	txid439843	Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633	2991646	3805225
2991646	txid340190	Salmonella enterica subsp. enterica serovar Schwarzengrund	2844020	
2991647	txid595500	Burkholderia glumae PG1	2990943	3839948
2991648	txid1082933	Mesorhizobium amorphae CCNWGS0123	2991649	3864749
2991649	txid71433	Mesorhizobium amorphae	2990100	
2991650	txid349741	Akkermansia muciniphila ATCC BAA-835	2991651	4012148
2991651	txid239935	Akkermansia muciniphila	2989578	
2991652	txid243243	Mycobacterium avium 104	2989757	3947270
2991653	txid439855	Escherichia coli SMS-3-5	2804503	3790680
2991654	txid99883	Tetraodon nigroviridis	2991655	3785874
2991655	txid47144	Tetraodon	2991656	
2991656	txid31031	Tetraodontidae	2991657	
2991657	txid32517	Tetradontoidea	2991658	
2991658	txid31028	Tetraodontoidei	2991659	
2991659	txid31022	Tetraodontiformes	2991660	
2991660	txid1489922	Eupercaria	2989601	
2991661	txid980514	Acinetobacter baumannii TCDC-AB0715	2972025	3831368
2991662	txid439851	Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853	2991663	3805228
2991663	txid98360	Salmonella enterica subsp. enterica serovar Dublin	2844020	
2991664	txid595495	Escherichia coli KO11FL	2804503	3790699 3790700
2991665	txid595494	Tolumonas auensis DSM 9187	2991666	3837677
2991666	txid43948	Tolumonas auensis	2991667	
2991667	txid43947	Tolumonas	2990457	
2991668	txid1173025	Geitlerinema sp. PCC 7407	2991669	4008169
2991669	txid63132	Geitlerinema	2991670	
2991670	txid1892251	Coleofasciculaceae	2844012	
2991671	txid1173027	Microcoleus sp. PCC 7113	2991672	4001491
2991672	txid44471	Microcoleus	2930758	
2991673	txid1173026	Gloeocapsa sp. PCC 7428	2991674	3968292
2991674	txid102231	Gloeocapsa	2991675	
2991675	txid1890464	Chroococcaceae	2990153	
2991676	txid1795631	Variovorax sp. PAMC 28711	2991109	3844601
2991677	txid1795630	Frondihabitans sp. PAMC 28766	2991678	3951513
2991678	txid447237	Frondihabitans	2989889	
2991679	txid1549858	Sphingomonas taxi	2989857	3882649
2991680	txid349747	Yersinia pseudotuberculosis IP 31758	2990450	3809800
2991681	txid349746	Yersinia pestis Angola	2990447	3809788
2991682	txid9785	Loxodonta africana	2991683	3785844
2991683	txid9784	Loxodonta	2991684	
2991684	txid9780	Elephantidae	2991685	
2991685	txid9779	Proboscidea	2991686	
2991686	txid311790	Afrotheria	2804529	
2991687	txid292414	Ruegeria sp. TM1040	2990193	3871311
2991688	txid648757	Rhodomicrobium vannielii ATCC 17100	2991689	3871278
2991689	txid1069	Rhodomicrobium vannielii	2991690	
2991690	txid1068	Rhodomicrobium	2990925	
2991691	txid243265	Photorhabdus luminescens subsp. laumondii TTO1	2991692	3809980
2991692	txid141679	Photorhabdus luminescens subsp. laumondii	2991693	
2991693	txid29488	Photorhabdus luminescens	2990005	
2991694	txid198215	Shigella flexneri 2a str. 2457T	2991695	3805250
2991695	txid42897	Shigella flexneri 2a	2989973	
2991696	txid9796	Equus caballus	2991697	3785837
2991697	txid35510	Equus	2991698	
2991698	txid9789	Equus	2991699	
2991699	txid9788	Equidae	2991700	
2991700	txid9787	Perissodactyla	2989483	
2991701	txid198214	Shigella flexneri 2a str. 301	2991695	3805249
2991702	txid1316444	Blattabacterium sp. (Nauphoeta cinerea)	2843984	4015752
2991703	txid579138	Zymomonas mobilis subsp. pomaceae ATCC 29192	2991704	3882634
2991704	txid120044	Zymomonas mobilis subsp. pomaceae	2804489	
2991705	txid243277	Vibrio cholerae O1 biovar El Tor str. N16961	2991706	3812683
2991706	txid686	Vibrio cholerae O1 biovar El Tor	2990604	3812684
2991707	txid595537	Variovorax paradoxus EPS	2991108	3844599
2991708	txid525904	Thermobaculum terrenum ATCC BAA-798	2991709	4012025
2991709	txid166501	Thermobaculum terrenum	2991710	
2991710	txid262406	Thermobaculum	2991711	
2991711	txid1859062	unclassified Terrabacteria group	2804449	
2991712	txid1037911	Pseudomonas fluorescens A506	2989975	3823208
2991713	txid1173064	Anaplasma phagocytophilum str. JM	2990286	3864721
2991714	txid1033813	Escherichia coli NA114	2804503	3790705
2991715	txid9823	Sus scrofa	2991716	3785832
2991716	txid9822	Sus	2991717	
2991717	txid9821	Suidae	2991718	
2991718	txid35497	Suina	2989482	
2991719	txid886377	Muricauda ruestringensis DSM 13258	2991720	4014438
2991720	txid111501	Muricauda ruestringensis	2991721	
2991721	txid111500	Muricauda	2989486	
2991722	txid386656	Yersinia pestis Pestoides F	2990447	3809787
2991723	txid317025	Thiomicrospira crunogena XCL-2	2991724	3837585
2991724	txid39765	Thiomicrospira crunogena	2991725	
2991725	txid933	Thiomicrospira	2990693	
2991726	txid546414	Deinococcus deserti VCD115	2991727	4009735
2991727	txid310783	Deinococcus deserti	2990023	
2991728	txid231023	Pseudomonas putida ND6	2902035	3823177
2991729	txid75379	Thiomonas intermedia K12	2991730	3844635
2991730	txid926	Thiomonas intermedia	2989690	
2991731	txid1029756	Hyphomicrobium nitrativorans NL23	2991732	3871277
2991732	txid1427356	Hyphomicrobium nitrativorans	2990963	
2991733	txid161398	Pseudoalteromonas phenolica	2804478	3835449
2991734	txid1136231	Candida orthopsilosis Co 90-125	2991735	3786024
2991735	txid273371	Candida orthopsilosis	2990120	
2991736	txid1644131	Janthinobacterium sp. 1_2014MBL_MicDiv	2991737	3844622
2991737	txid29580	Janthinobacterium	2990347	
2991738	txid1644130	Maribacter sp. 1_2014MBL_MicDiv	2991489	4014424
2991739	txid325240	Shewanella baltica OS155	2991514	3834884
2991740	txid1816218	Colwellia sp. PAMC 20917	2990555	3834908
2991741	txid550537	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	2991742	3805232
2991742	txid149539	Salmonella enterica subsp. enterica serovar Enteritidis	2844020	3805237
2991743	txid878220	Chryseobacterium sp. StRB126	2990680	4014459
2991744	txid550538	Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91	2991745	3805229
2991745	txid594	Salmonella enterica subsp. enterica serovar Gallinarum	2844020	
2991746	txid988812	Marinovum algicola DG 898	2991747	3878868
2991747	txid42444	Marinovum algicola	2991748	
2991748	txid367771	Marinovum	2804484	
2991749	txid1205910	Nocardiopsis alba ATCC BAA-2165	2991750	3951594
2991750	txid53437	Nocardiopsis alba	2989442	
2991751	txid550540	Ferrimonas balearica DSM 9799	2991752	3835489
2991752	txid44012	Ferrimonas balearica	2991753	
2991753	txid44011	Ferrimonas	2991754	
2991754	txid267892	Ferrimonadaceae	2804480	
2991755	txid706191	Pantoea ananatis LMG 20103	2991598	3809967
2991756	txid1197719	Salmonella bongori N268-08	2991437	3805247
2991757	txid1214101	Streptomyces davawensis JCM 4913	2991758	3951457
2991758	txid348043	Streptomyces davawensis	2844080	
2991759	txid1705617	Capnocytophaga sp. oral taxon 323	2989574	4014412
2991760	txid296591	Polaromonas sp. JS666	2990294	3844585
2991761	txid1255043	Thioalkalivibrio nitratireducens DSM 14787	2991762	3837608
2991762	txid186931	Thioalkalivibrio nitratireducens	2989697	
2991763	txid685727	Rhodococcus equi 103S	2991764	3950884
2991764	txid43767	Rhodococcus equi	2991170	
2991765	txid419475	Ochrobactrum pseudogrignonense	2990339	3864850
2991766	txid5786	Dictyostelium purpureum	2989846	3786115
2991767	txid214687	Musa acuminata subsp. malaccensis	2991768	3785986
2991768	txid4641	Musa acuminata	2991769	
2991769	txid4640	Musa	2991770	
2991770	txid4637	Musaceae	2991771	
2991771	txid4618	Zingiberales	2804561	
2991772	txid865938	Weeksella virosa DSM 16922	2991773	4014431
2991773	txid1014	Weeksella virosa	2991774	
2991774	txid1013	Weeksella	2989486	
2991775	txid935599	Neisseria meningitidis G2136	2930692	3839809
2991776	txid243365	Chromobacterium violaceum ATCC 12472	2991777	3839823
2991777	txid536	Chromobacterium violaceum	2991778	
2991778	txid535	Chromobacterium	2991779	
2991779	txid90153	Chromobacterium group	2990343	
2991780	txid1703	Brevibacterium linens	2991781	3951561 3951562
2991781	txid1696	Brevibacterium	2991782	
2991782	txid85019	Brevibacteriaceae	2989449	
2991783	txid935593	Neisseria meningitidis M04-240196	2930692	3839812
2991784	txid222891	Neorickettsia sennetsu str. Miyayama	2991785	3864736
2991785	txid951	Neorickettsia sennetsu	2990143	
2991786	txid935591	Neisseria meningitidis M01-240149	2930692	3839810
2991787	txid935588	Neisseria meningitidis M01-240355	2930692	3839811
2991788	txid935589	Neisseria meningitidis NZ-05/33	2930692	3839814
2991789	txid702113	Novosphingobium sp. PP1Y	2990560	3882636
2991790	txid583355	Coraliomargarita akajimensis DSM 45221	2991791	4012147
2991791	txid395922	Coraliomargarita akajimensis	2991792	
2991792	txid442430	Coraliomargarita	2991793	
2991793	txid415002	Puniceicoccaceae	2991794	
2991794	txid415001	Puniceicoccales	2989951	
2991795	txid382640	Bartonella tribocorum CIP 105476	2991796	3864882
2991796	txid85701	Bartonella tribocorum	2990218	3864883
2991797	txid9913	Bos taurus	2991798	3785827
2991798	txid9903	Bos	2991799	
2991799	txid27592	Bovinae	2991800	
2991800	txid9895	Bovidae	2991801	
2991801	txid35500	Pecora	2991802	
2991802	txid9845	Ruminantia	2989482	
2991803	txid374463	Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	2991804	3837684
2991804	txid186490	Candidatus Baumannia cicadellinicola	2991805	3837686 3837685
2991805	txid198346	Candidatus Baumannia	2989897	
2991806	txid435897	Lysobacter capsici	2989548	3812671
2991807	txid444103	Streptomyces sp. CNQ-509	2844080	3951474
2991808	txid1504981	Halomonas sp. KO116	2990386	3837623
2991809	txid1304279	Mycobacterium tuberculosis str. Haarlem/NITR202	2991810	3947245
2991810	txid395095	Mycobacterium tuberculosis str. Haarlem	2844024	3947246
2991811	txid9925	Capra hircus	2991812	3785830
2991812	txid9922	Capra	2991813	
2991813	txid9963	Caprinae	2991800	
2991814	txid83655	Leclercia adecarboxylata	2991815	3805370
2991815	txid83654	Leclercia	2804458	
2991816	txid882378	Paraburkholderia rhizoxinica HKI 454	2991817	3839967
2991817	txid412963	Paraburkholderia rhizoxinica	2989516	
2991818	txid644801	Pseudomonas stutzeri RCH2	2902003	3827429
2991819	txid911045	Pseudovibrio sp. FO-BEG1	2991820	3878855
2991820	txid258255	Pseudovibrio	2804484	
2991821	txid1435356	Rhodococcus pyridinivorans SB3094	2991822	3950885
2991822	txid103816	Rhodococcus pyridinivorans	2991170	
2991823	txid1029825	Brucella melitensis NI	2989934	3864811
2991824	txid693978	Riemerella anatipestifer ATCC 11845 = DSM 15868	2989838	4014417 4014418
2991825	txid292564	Cyanobium gracile PCC 6307	2991826	3966222
2991826	txid59930	Cyanobium gracile	2991827	
2991827	txid167375	Cyanobium	2844064	
2991828	txid63186	Zobellia galactanivorans	2991829	4014437
2991829	txid112040	Zobellia	2989486	
2991830	txid222929	Coccidioides posadasii C735 delta SOWgp	2991831	3786060
2991831	txid199306	Coccidioides posadasii	2990464	
2991832	txid693977	Deinococcus proteolyticus MRP	2991833	4009737
2991833	txid55148	Deinococcus proteolyticus	2990023	
2991834	txid9940	Ovis aries	2991835	3785831
2991835	txid9935	Ovis	2991813	
2991836	txid693982	Sinorhizobium meliloti AK83	2990106	3864756
2991837	txid292563	Cyanobacterium stanieri PCC 7202	2991838	3968289
2991838	txid102235	Cyanobacterium stanieri	2991556	
2991839	txid693970	Shewanella baltica OS117	2991514	3834889
2991840	txid1074889	Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR	2991841	4015747
2991841	txid39768	Blattabacterium sp. (Mastotermes darwiniensis)	2843984	
2991842	txid693974	Shewanella baltica BA175	2991514	3834890
2991843	txid693973	Shewanella baltica OS678	2991514	3834888
2991844	txid1766	Mycobacterium fortuitum	2991845	3947319
2991845	txid1866885	Mycobacterium fortuitum complex	2844026	
2991846	txid693986	Methylobacterium oryzae CBMB20	2991847	3871267
2991847	txid334852	Methylobacterium oryzae	2930733	
2991848	txid1230587	Sinorhizobium meliloti Rm41	2990106	3864759
2991849	txid1771	Mycobacterium phlei	2844026	3947321
2991850	txid91891	Legionella pneumophila subsp. pneumophila	2991353	3835510 3835511
2991851	txid956149	Cronobacter sakazakii SP291	2990716	3805289
2991852	txid653045	Streptomyces violaceusniger Tu 4113	2991853	3951449
2991853	txid68280	Streptomyces violaceusniger	2844080	
2991854	txid38654	Alligator sinensis	2990012	3785861
2991855	txid272123	Anabaena cylindrica PCC 7122	2991856	4008183
2991856	txid1165	Anabaena cylindrica	2990707	
2991857	txid1246995	Actinoplanes friuliensis DSM 7358	2991858	3960153
2991858	txid196914	Actinoplanes friuliensis	2990390	
2991859	txid9986	Oryctolagus cuniculus	2991860	3785819
2991860	txid9984	Oryctolagus	2991861	
2991861	txid9979	Leporidae	2991862	
2991862	txid9975	Lagomorpha	2991863	
2991863	txid314147	Glires	2804527	
2991864	txid362242	Mycobacterium ulcerans Agy99	2991865	3947286
2991865	txid1809	Mycobacterium ulcerans	2844026	
2991866	txid1033991	Rhizobium leguminosarum bv. trifolii CB782	2990792	3864788
2991867	txid1300255	Alteromonas mediterranea U4	2991307	3835467
2991868	txid1648404	Erythrobacter atlanticus	2991869	3882668
2991869	txid1041	Erythrobacter	2989719	
2991870	txid395019	Burkholderia multivorans ATCC 17616	2991871	3839936 3839937
2991871	txid87883	Burkholderia multivorans	2844074	3839938
2991872	txid128780	Stenotrophomonas acidaminiphila	2989716	3812662
2991873	txid1300254	Alteromonas mediterranea MED64	2991307	3835472
2991874	txid1806	Mycobacterium microti	2844025	3947263
2991875	txid1300253	Alteromonas mediterranea 615	2991307	3835465
2991876	txid1193729	Candidatus Endolissoclinum faulkneri L2	2990267	3882725
2991877	txid562971	Achromobacter xylosoxidans C54	2989899	3840010
2991878	txid440085	Methylobacterium extorquens CM4	2930731	3871262
2991879	txid362257	Streptomyces vietnamensis	2844080	3951468
2991880	txid444178	Brucella ovis ATCC 25840	2991881	3864836
2991881	txid236	Brucella ovis	2989881	
2991882	txid771870	Sordaria macrospora k-hell	2991883	3786031
2991883	txid5147	Sordaria macrospora	2991884	
2991884	txid5146	Sordaria	2991885	
2991885	txid5148	Sordariaceae	2989998	
2991886	txid1492737	Flavobacterium gilvum	2990803	4014409
2991887	txid435998	Serratia marcescens WW4	2990083	3809834
2991888	txid419612	Camelus ferus	2991889	3785833
2991889	txid9836	Camelus	2991890	
2991890	txid9835	Camelidae	2991891	
2991891	txid9834	Tylopoda	2989482	
2991892	txid419610	Methylobacterium extorquens PA1	2930731	3864892
2991893	txid710421	Mycobacterium chubuense NBB4	2991894	3947310
2991894	txid1800	Mycobacterium chubuense	2844026	
2991895	txid1156913	Amycolatopsis orientalis HCCB10007	2991896	3951615
2991896	txid31958	Amycolatopsis orientalis	2930761	
2991897	txid1636152	Planctomyces sp. SH-PL62	2991898	4012159
2991898	txid118	Planctomyces	2991459	
2991899	txid321314	Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67	2991900	3805218
2991900	txid119912	Salmonella enterica subsp. enterica serovar Choleraesuis	2844020	
2991901	txid456481	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'	2991902	4012232
2991902	txid145259	Leptospira biflexa serovar Patoc	2991903	
2991903	txid172	Leptospira biflexa	2990113	
2991904	txid10029	Cricetulus griseus	2991905	3785816
2991905	txid10028	Cricetulus	2991906	
2991906	txid10026	Cricetinae	2991907	
2991907	txid337677	Cricetidae	2991908	
2991908	txid337687	Muroidea	2991909	
2991909	txid33553	Sciurognathi	2991910	
2991910	txid9989	Rodentia	2991863	
2991911	txid648999	Micromonospora sp. L5	2991253	3951638
2991912	txid1300259	Alteromonas mediterranea UM4b	2991307	3835470
2991913	txid1214242	Streptomyces collinus Tu 365	2991914	3951462
2991914	txid42684	Streptomyces collinus	2844080	
2991915	txid1300258	Alteromonas mediterranea UM7	2991307	3835471
2991916	txid1300257	Alteromonas mediterranea U8	2991307	3835469
2991917	txid1300256	Alteromonas mediterranea U7	2991307	3835468
2991918	txid1423144	Phaeobacter gallaeciensis DSM 26640	2991919	3878858
2991919	txid60890	Phaeobacter gallaeciensis	2990747	
2991920	txid366394	Sinorhizobium medicae WSM419	2991921	3864763
2991921	txid110321	Sinorhizobium medicae	2990107	
2991922	txid579405	Dickeya paradisiaca Ech703	2991923	3809860
2991923	txid69223	Dickeya paradisiaca	2989551	
2991924	txid358220	Acidovorax sp. KKS102	2990261	3844591
2991925	txid1759059	Caulobacteraceae bacterium OTSz_A_272	2991926	3871309
2991926	txid81440	unclassified Caulobacteraceae	2989970	
2991927	txid431946	Escherichia coli SE15	2804503	4100170 3790692
2991928	txid431947	Porphyromonas gingivalis ATCC 33277	2844053	4014312
2991929	txid386891	Moraxella bovoculi	2991323	3834816
2991930	txid1578828	Edwardsiella sp. EA181011	2991467	3810004
2991931	txid1652545	Arthrobacter sp. YC-RL1	2991932	3951524
2991932	txid1663	Arthrobacter	2990088	
2991933	txid1888	Streptomyces albus	2991934	3951459
2991934	txid1852274	Streptomyces albus group	2844080	
2991935	txid1185650	Mycobacterium abscessus subsp. abscessus	2989851	3947297
2991936	txid350054	Mycobacterium gilvum PYR-GCK	2991937	3947288
2991937	txid1804	Mycobacterium gilvum	2844026	
2991938	txid1300343	Dokdonia donghaensis DSW-1	2991939	4014434
2991939	txid326320	Dokdonia donghaensis	2990300	
2991940	txid1300342	Dokdonella koreensis DS-123	2991941	3812681
2991941	txid323415	Dokdonella koreensis	2991942	
2991942	txid323413	Dokdonella	2990933	
2991943	txid391008	Stenotrophomonas maltophilia R551-3	2989714	3812659
2991944	txid1185652	Sinorhizobium fredii USDA 257	2990124	3864766
2991945	txid743277	Bordetella pertussis B1917	2991505	3839991
2991946	txid1300347	Nocardioides dokdonensis FR1436	2991947	3951588
2991947	txid450734	Nocardioides dokdonensis	2991948	
2991948	txid1839	Nocardioides	2989804	
2991949	txid10090	Mus musculus	2991950	3785814
2991950	txid862507	Mus	2991951	
2991951	txid10088	Mus	2991952	
2991952	txid39107	Murinae	2991953	
2991953	txid10066	Muridae	2991908	
2991954	txid1267577	Candidatus Kinetoplastibacterium crithidii (ex Angomonas deanei ATCC 30255)	2990405	3844681
2991955	txid1300344	Isoptericola dokdonensis DS-3	2991956	3951552
2991956	txid372663	Isoptericola dokdonensis	2991957	
2991957	txid254250	Isoptericola	2991958	
2991958	txid85017	Promicromonosporaceae	2989449	
2991959	txid1308541	Xanthomonas citri subsp. citri A306	2990986	3812634
2991960	txid350058	Mycobacterium vanbaalenii PYR-1	2991961	3947287
2991961	txid110539	Mycobacterium vanbaalenii	2844026	
2991962	txid1907	Streptomyces glaucescens	2844080	3951467
2991963	txid391037	Salinispora arenicola CNS-205	2991964	3951636
2991964	txid168697	Salinispora arenicola	2991090	
2991965	txid391036	Ehrlichia sp. HF	2991966	3864735
2991966	txid106181	unclassified Ehrlichia	2990060	
2991967	txid1267562	Cupriavidus gilardii CR3	2991968	3839846
2991968	txid82541	Cupriavidus gilardii	2989513	
2991969	txid391038	Paraburkholderia phymatum STM815	2991970	3839966
2991970	txid148447	Paraburkholderia phymatum	2989516	
2991971	txid558964	Aeromonas aquatica	2990456	3837676
2991972	txid661367	Legionella longbeachae NSW150	2991973	3835519
2991973	txid450	Legionella longbeachae	2989620	
2991974	txid1484693	Rhodoferax saidenbachensis	2844068	3844582
2991975	txid10116	Rattus norvegicus	2991976	3785815
2991976	txid10114	Rattus	2991952	
2991977	txid526221	Verticillium alfalfae VaMs.102	2991978	3786045
2991978	txid1051613	Verticillium alfalfae	2991979	
2991979	txid1036719	Verticillium	2991980	
2991980	txid1033978	Plectosphaerellaceae	2991981	
2991981	txid1028384	Glomerellales	2989732	
2991982	txid1926	Streptomyces reticuli	2844080	3951479
2991983	txid448385	Sorangium cellulosum So ce56	2991070	3864641
2991984	txid743299	Acidithiobacillus ferrivorans SS3	2991985	3882744
2991985	txid160808	Acidithiobacillus ferrivorans	2991533	
2991986	txid1308548	Xanthomonas citri subsp. citri UI6	2990986	3812641
2991987	txid657309	Bacteroides xylanisolvens XB1A	2991988	4012290
2991988	txid371601	Bacteroides xylanisolvens	2990283	
2991989	txid526225	Geodermatophilus obscurus DSM 43160	2991990	3951605
2991990	txid1861	Geodermatophilus obscurus	2991991	
2991991	txid1860	Geodermatophilus	2989502	
2991992	txid1406860	Salmonella enterica subsp. enterica serovar Agona str. 24249	2991993	3805227
2991993	txid58095	Salmonella enterica subsp. enterica serovar Agona	2844020	
2991994	txid526226	Gordonia bronchialis DSM 43247	2991995	3950889
2991995	txid2054	Gordonia bronchialis	2991345	
2991996	txid153496	Kozakia baliensis	2991997	3882707
2991997	txid153497	Kozakia	2989540	
2991998	txid526227	Meiothermus silvanus DSM 9946	2991999	4012020
2991999	txid52022	Meiothermus silvanus	2990921	
2992000	txid1427342	Pseudomonas aeruginosa SCV20265	2844002	3817374
2992001	txid1173427	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000189	2992002	3805240
2992002	txid58096	Salmonella enterica subsp. enterica serovar Bareilly	2844020	
2992003	txid661410	Methylobacterium extorquens DM4	2930731	3871261
2992004	txid1288122	Edwardsiella piscicida C07-087	2992005	3810003
2992005	txid1263550	Edwardsiella piscicida	2991467	
2992006	txid284590	Kluyveromyces lactis NRRL Y-1140	2992007	3786005
2992007	txid28985	Kluyveromyces lactis	2992008	
2992008	txid4910	Kluyveromyces	2804508	
2992009	txid284591	Yarrowia lipolytica CLIB122	2992010	3786027
2992010	txid4952	Yarrowia lipolytica	2992011	
2992011	txid4951	Yarrowia	2992012	
2992012	txid34353	Dipodascaceae	2804509	
2992013	txid1427366	Dickeya zeae EC1	2990402	3809864
2992014	txid378806	Stigmatella aurantiaca DW4/3-1	2992015	3864638
2992015	txid41	Stigmatella aurantiaca	2992016	
2992016	txid40	Stigmatella	2989529	
2992017	txid1492898	Flavisolibacter sp. LCS9	2992018	4014348
2992018	txid398041	Flavisolibacter	2989786	
2992019	txid284592	Debaryomyces hansenii CBS767	2992020	3786017
2992020	txid58641	Debaryomyces hansenii var. hansenii	2992021	
2992021	txid4959	Debaryomyces hansenii	2992022	
2992022	txid4958	Debaryomyces	2990122	
2992023	txid284593	Candida glabrata CBS 138	2992024	3786009
2992024	txid5478	[Candida] glabrata	2992025	
2992025	txid600669	Nakaseomyces/Candida clade	2992026	
2992026	txid374468	Nakaseomyces	2804508	
2992027	txid1091495	Taylorella asinigenitalis 14/45	2990761	3840018
2992028	txid1091497	Taylorella equigenitalis 14/56	2992029	3840016
2992029	txid29575	Taylorella equigenitalis	2990762	
2992030	txid1091501	Mycobacterium tuberculosis RGTB423	2844024	3947233
2992031	txid288705	Renibacterium salmoninarum ATCC 33209	2992032	3951533
2992032	txid1646	Renibacterium salmoninarum	2992033	
2992033	txid1645	Renibacterium	2990088	
2992034	txid10181	Heterocephalus glaber	2992035	3785818
2992035	txid10180	Heterocephalus	2992036	
2992036	txid10167	Bathyergidae	2992037	
2992037	txid33550	Hystricognathi	2991910	
2992038	txid6087	Hydra vulgaris	2992039	3785930
2992039	txid6083	Hydra	2992040	
2992040	txid6080	Hydridae	2992041	
2992041	txid1612408	Aplanulata	2992042	
2992042	txid406427	Anthoathecata	2992043	
2992043	txid37516	Hydroidolina	2992044	
2992044	txid6074	Hydrozoa	2989984	
2992045	txid1132507	Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12	2990080	3800455
2992046	txid632772	Rhodococcus opacus B4	2992047	3950882
2992047	txid37919	Rhodococcus opacus	2991170	
2992048	txid935897	Haemophilus influenzae F3047	2972011	3810099
2992049	txid1271752	Riemerella anatipestifer RA-CH-2	2989838	4014421
2992050	txid1611770	Pseudomonas sp. MRSN12121	2844004	3827449
2992051	txid1583100	Myroides sp. A21	2990001	4014455
2992052	txid104421	Camponotus floridanus	2992053	3785908
2992053	txid13390	Camponotus	2992054	
2992054	txid72773	Camponotini	2992055	
2992055	txid7479	Formicinae	2989556	
2992056	txid88036	Selaginella moellendorffii	2992057	3785988
2992057	txid3246	Selaginella	2992058	
2992058	txid3245	Selaginellaceae	2992059	
2992059	txid3244	Selaginellales	2992060	
2992060	txid1521260	Lycopodiidae	2804568	
2992061	txid1415166	Nocardia nova SH22a	2992062	3950875
2992062	txid37330	Nocardia nova	2990243	
2992063	txid661478	Fimbriimonas ginsengisoli Gsoil 348	2992064	4012024
2992064	txid1005039	Fimbriimonas ginsengisoli	2992065	
2992065	txid1005038	Fimbriimonas	2992066	
2992066	txid1663426	Fimbriimonadaceae	2992067	
2992067	txid1663425	Fimbriimonadales	2992068	
2992068	txid1663419	Fimbriimonadia	2992069	
2992069	txid67819	Armatimonadetes	2804449	
2992070	txid1468409	Burkholderia sp. 2002721687	2844075	3839959
2992071	txid10224	Saccoglossus kowalevskii	2992072	3785885
2992072	txid10222	Saccoglossus	2992073	
2992073	txid10221	Harrimaniidae	2992074	
2992074	txid10220	Enteropneusta	2992075	
2992075	txid10219	Hemichordata	2804542	
2992076	txid10228	Trichoplax adhaerens	2992077	3785931
2992077	txid10227	Trichoplax	2992078	
2992078	txid10226	Placozoa	2804545	
2992079	txid1480675	Halolamina sediminis	2992080	4030864
2992080	txid1075397	Halolamina	2804549	
2992081	txid985079	Burkholderia multivorans ATCC BAA-247	2991871	3839939
2992082	txid391165	Granulibacter bethesdensis CGDNIH1	2992083	3882682
2992083	txid364410	Granulibacter bethesdensis	2992084	
2992084	txid364409	Granulibacter	2989540	
2992085	txid2041	Aeromicrobium erythreum	2992086	3951591
2992086	txid2040	Aeromicrobium	2989804	
2992087	txid329726	Acaryochloris marina MBIC11017	2992088	3968285
2992088	txid155978	Acaryochloris marina	2992089	
2992089	txid155977	Acaryochloris	2992090	
2992090	txid1890429	Acaryochloridaceae	2844065	
2992091	txid2045	Pimelobacter simplex	2992092	3951590
2992092	txid2044	Pimelobacter	2989804	
2992093	txid264198	Ralstonia eutropha JMP134	2992094	3839840
2992094	txid248026	Cupriavidus pinatubonensis	2989513	
2992095	txid2055	Gordonia terrae	2991345	3950893
2992096	txid604162	Neisseria meningitidis 8013	2992097	3839807
2992097	txid135720	Neisseria meningitidis serogroup C	2930692	
2992098	txid366602	Caulobacter sp. K31	2991311	3871299
2992099	txid190486	Xanthomonas axonopodis pv. citri str. 306	2992100	3812632
